id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
g274933-d10312145,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10312145-Reviews-Ceska_hospudka_u_Slovaka-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Ceska hospudka u Slovaka']",Ceska hospudka u Slovaka, Unclaimed,4.5,"September 11, 2022","Dolnozoborska 8, Nitra 949 01 Slovakia",48.323414,18.098518,#24 of 107 Restaurants in Nitra,#1 of 3 Czech in Nitra,"['$$ - $$$', 'European', 'Czech']",(22),,,,"European, Czech",[],,"Reservations, Table Service",+ Add hours,tel:+421 37/634 43 60,"http://www.hospudkauslovaka.sk/"",""email"":""msmksro@gmail.com",bubble_45,bubble_45,bubble_45,,13,6,1.0,2.0,0.0,"{'Polish (2)', 'All languages', 'German (1)', 'English (6)', 'Slovak (8)', 'Italian (1)', 'Spanish (1)', 'Czech (3)'}",ALL
g274933-d10392731,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10392731-Reviews-Fantasia_Restauracia-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Fantasia Restauracia']",Fantasia Restauracia, Unclaimed,4.0,"December 13, 2015","Pri Synagoge 1387/3, Nitra Slovakia",48.3114,18.08652,#100 of 107 Restaurants in Nitra,#100 of 107 Restaurants in Nitra,,(1),,,,,[],,[],+ Add hours,,,,,,,0,1,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
g274933-d10396699,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10396699-Reviews-SATORI_Fusion_Restaurant-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'SATORI Fusion Restaurant']",SATORI Fusion Restaurant, Claimed,5.0,"June 21, 2023","Sturova 12 Ground Floor, Access From Outside, Second Door From Right, Nitra 94901 Slovakia",48.309242,18.082314,#3 of 107 Restaurants in Nitra,#1 of 3 Fusion in Nitra,"['$$ - $$$', 'Japanese', 'Steakhouse', 'Seafood']",(76),,,₪21 - ₪127,"Japanese, Steakhouse, Seafood, Sushi, Asian, Fusion","['Lunch', 'Dinner', 'Drinks']","Vegetarian Friendly, Vegan Options","['Reservations', 'Seating', 'Parking Available', 'Street Parking', 'Validated Parking', 'Television', 'Wheelchair Accessible', 'Full Bar', 'Wine and Beer', 'Accepts Mastercard', 'Accepts Visa', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Takeout', 'Highchairs Available', 'Serves Alcohol']", Open now: 11:00 AM - 10:00 PM,tel:+421 911 505 363,http://www.satorinr.sk/donaska/,bubble_50,bubble_50,bubble_50,,68,6,0.0,1.0,1.0,"{'All languages', 'Slovak (49)', 'Czech (1)', 'English (25)', 'Spanish (1)'}",ALL
g274933-d10415788,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10415788-Reviews-Kebab_pri_Progresi-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Kebab pri Progresi']",Kebab pri Progresi, Unclaimed,5.0,"October 4, 2018","Slancikovej 7, Nitra 949 01 Slovakia",48.31062,18.096632,#56 of 107 Restaurants in Nitra,#1 of 1 Turkish in Nitra,"['$', 'Turkish']",(5),,,₪8 - ₪17,Turkish,[],,[],+ Add hours,,https://www.facebook.com/KebabPriProgresi/,,,,,4,1,0.0,0.0,0.0,"{'Slovak (5)', 'English', 'All languages'}",ALL
g274933-d10458988,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10458988-Reviews-Patriot_Restaurant-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Patriot Restaurant']",Patriot Restaurant, Unclaimed,3.0,"June 17, 2023","Štefánikova 61 Galéria Mlyny, Nitra 94901 Slovakia",48.307487,18.085863,#103 of 107 Restaurants in Nitra,#6 of 6 International in Nitra,"['$$ - $$$', 'Pizza', 'International']",(15),,,₪30 - ₪106,"Pizza, International",[],,[],+ Add hours,tel:+421 37/322 12 11,,,,,,3,3,2.0,4.0,3.0,"{'All languages', 'English (4)', 'Czech (1)', 'Italian (1)', 'Slovak (9)'}",ALL
g274933-d10519789,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10519789-Reviews-Stary_Biskupsky_Hostinec-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Stary Biskupsky Hostinec']",Starý Biskupský Hostinec, Claimed,4.5,"November 1, 2022","Sihoť 3 Park na Sihoti, Nitra 94901 Slovakia",48.321617,18.08388,#17 of 107 Restaurants in Nitra,#13 of 38 European in Nitra,"['$$ - $$$', 'Steakhouse', 'Cafe', 'European']",(36),,,₪13 - ₪68,"Steakhouse, Cafe, European","['Lunch', 'Dinner', 'Drinks', 'Brunch']",Vegetarian Friendly,"['Takeout', 'Reservations', 'Outdoor Seating', 'Buffet', 'Seating', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Digital Payments', 'Free Wifi', 'Table Service', 'Gift Cards Available']", Open now: 11:00 AM - 10:00 PM,tel:+421 37/381 18 67,"http://sbh.sk/kontakt/"",""email"":""rezervacie@sbh.sk",bubble_50,bubble_50,bubble_45,,27,6,2.0,0.0,1.0,"{'Slovak (28)', 'English (5)', 'All languages', 'French (1)', 'Polish (1)', 'Italian (1)'}",ALL
g274933-d10763475,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10763475-Reviews-Bloom_Gin_cocktails_lounge-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Bloom: Gin, cocktails & lounge']","Bloom: Gin, cocktails & lounge", Claimed,5.0,"September 21, 2021","Mostná 26, Nitra 949 01 Slovakia",48.315758,18.09084,#67 of 107 Restaurants in Nitra,#10 of 16 Pub in Nitra,"['$$ - $$$', 'Bar', 'Pub']",(2),,,₪8 - ₪127,"Bar, Pub",Dinner,,[], Closed now:  See all hours,tel:+421 918 818 881,"http://www.facebook.com/bloomginlounge/"",""email"":""bloom.nitra@gmail.com",,,,,2,0,0.0,0.0,0.0,"{'English', 'All languages', 'Slovak (2)'}",ALL
g274933-d10791835,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10791835-Reviews-Swagatam_Indian_restaurant-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Swagatam Indian restaurant']",Swagatam Indian restaurant, Claimed,4.5,"August 27, 2020","Stefanikova ulica 53/16, Nitra 94901 Slovakia",48.312107,18.087364,#13 of 107 Restaurants in Nitra,#1 of 3 Indian in Nitra,"['$$ - $$$', 'Indian', 'Vegetarian Friendly', 'Vegan Options']",(45),,,₪28 - ₪52,Indian,"['Lunch', 'Dinner', 'Drinks']","Vegetarian Friendly, Vegan Options","['Reservations', 'Serves Alcohol', 'Table Service', 'Takeout', 'Seating']", Open now: 11:00 AM - 10:00 PM,tel:+421 950 243 229,"http://m.facebook.com/swagatamnitra/"",""email"":""restaurantswagatamindian@gmail.com",bubble_45,bubble_45,bubble_40,,26,14,4.0,1.0,0.0,"{'All languages', 'Russian (1)', 'German (1)', 'Slovak (14)', 'English (26)', 'Czech (3)'}",ALL
g274933-d10846127,['https://www.tripadvisor.com/Restaurant_Review-g274933-d10846127-Reviews-Riverside_Restaurant-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Riverside Restaurant']",Riverside Restaurant, Unclaimed,4.5,"November 12, 2019","Nábrežie Mládeže 2A, Nitra 94901 Slovakia",48.30546,18.09109,#32 of 107 Restaurants in Nitra,#1 of 1 Diner in Nitra,"['$$ - $$$', 'Diner']",(10),,,,Diner,[],,[],+ Add hours,tel:+421 948 035 538,"https://www.facebook.com/riversidenitra/"",""email"":""info@riversidenitra.sk",bubble_45,bubble_45,bubble_45,,5,5,0.0,0.0,0.0,"{'English (2)', 'All languages', 'Russian (1)', 'German (1)', 'Dutch (1)', 'Slovak (5)'}",ALL
g274933-d11680786,['https://www.tripadvisor.com/Restaurant_Review-g274933-d11680786-Reviews-Cajovna_Dobrych_Ludi_Tea_House_of_Good_People-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Cajovna Dobrych Ludi - Tea House of Good People']",Cajovna Dobrych Ludi - Tea House of Good People, Claimed,5.0,"September 4, 2022","Pri synagoge 3 Profesionélne bonsajové a čajové centrum, Nitra 949 01 Slovakia",48.31142,18.08637,#3 of 14 Coffee & Tea in Nitra,#3 of 14 Coffee & Tea in Nitra,['$$ - $$$'],(24),,,,,[],,"Outdoor Seating, Seating, Accepts Mastercard, Accepts Visa, Reservations", Open now: 09:00 AM - 7:30 PM,tel:+421 37/652 25 82,"http://www.e-tea.eu/"",""email"":""tea@e-tea.sk",bubble_50,bubble_50,bubble_45,,21,2,1.0,0.0,0.0,"{'English (8)', 'All languages', 'Czech (2)', 'Serbian (1)', 'Slovak (13)'}",ALL
g274933-d11770667,['https://www.tripadvisor.com/Restaurant_Review-g274933-d11770667-Reviews-Hajovna_u_Hoffera-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Hajovna u Hoffera']",Hajovna u Hoffera, Unclaimed,4.0,"November 10, 2019","Spitalska 8, Nitra Slovakia",48.30216,18.08713,#50 of 107 Restaurants in Nitra,#3 of 4 Contemporary in Nitra,['Contemporary'],(11),,,,Contemporary,[],,[],+ Add hours,tel:+421 914 324 141,"http://www.penzion-hoffer.sk/stranky/sk/hajovna-u-hoffera/kontakt.php"",""email"":""recepcia@penzion-hoffer.sk",,,,,5,4,1.0,0.0,1.0,"{'Slovak (8)', 'All languages', 'English (3)'}",ALL
g274933-d12112040,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12112040-Reviews-Subway-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Subway']",Subway - CLOSED, Unclaimed,,,"Nitra-Kynek Sc 153 Score, Nitra 949 01 Slovakia",48.316284,18.029858,,,"['$', 'American', 'Cafe']",(0),,,₪10 - ₪34,"American, Cafe","Breakfast, Lunch, Dinner",,[],,tel:+421 918 937 608,"https://restaurants.subway.com/slovakia/nitra/nitra-kynek-153?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=68143&utm_campaign=evergreen-2020&y_source=1_MTQ5MjUwMDUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"",""email"":""info@mojescore.sk",,,,,0,0,0.0,0.0,0.0,,
g274933-d12154477,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12154477-Reviews-PizzaPiccolino-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'PizzaPiccolino']",PizzaPiccolino, Claimed,4.5,"May 22, 2023","Mostna 231/40, Nitra 949 01 Slovakia",48.31528,18.08984,#51 of 107 Restaurants in Nitra,#4 of 12 Pizza in Nitra,"['$', 'Pizza']",(12),,,,Pizza,"Lunch, Dinner",,[], Open now: 11:00 AM - 05:00 AM,tel:+421 950 602 028,"http://pizzapiccolino.sk"",""email"":""pizzapiccolino.nitra@gmail.com",,,,,9,1,0.0,0.0,2.0,"{'All languages', 'Russian (1)', 'English (3)', 'Slovak (7)', 'Italian (1)'}",ALL
g274933-d12193384,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12193384-Reviews-Castellum_Cafe-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Castellum Cafe']",Castellum Cafe, Claimed,5.0,"August 16, 2023","Nam. Jana Pavla II. 10, Nitra 950 50 Slovakia",48.318066,18.088371,#4 of 107 Restaurants in Nitra,#4 of 107 Restaurants in Nitra,"['$$ - $$$', 'Cafe', 'European', 'Contemporary']",(67),,,₪20 - ₪84,"Cafe, European, Contemporary, Central European","['Lunch', 'Dinner', 'Brunch']","Vegetarian Friendly, Vegan Options","['Reservations', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Highchairs Available']", Open now: 10:00 AM - 10:00 PM,tel:+421 910 852 001,"http://www.nitrianskyhrad.sk/"",""email"":""stofko2@gmail.com",bubble_45,bubble_45,bubble_45,,55,10,1.0,0.0,1.0,"{'All languages', 'Swedish (1)', 'Slovak (26)', 'English (31)', 'Czech (4)', 'French (2)', 'German (3)'}",ALL
g274933-d12236017,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12236017-Reviews-Restaurant_UNICAFE-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Restaurant UNICAFE']",Restaurant UNICAFE, Unclaimed,3.5,"January 22, 2020","Piaristicka 2, Nitra 94901 Slovakia",48.31162,18.08328,#85 of 107 Restaurants in Nitra,#85 of 107 Restaurants in Nitra,['$$ - $$$'],(11),,,,,"Breakfast, Lunch, Dinner",,[], Open now: 07:30 AM - 10:00 PM,tel:+421 903 996 692,http://www.unicafe.sk,,,,,5,1,2.0,2.0,1.0,"{'All languages', 'English (1)', 'Slovak (10)'}",ALL
g274933-d12238670,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12238670-Reviews-Penzion_Hoffer-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Penzion Hoffer']",Penzion Hoffer, Unclaimed,3.5,"May 8, 2022","Hlohovecka Cesta 748 Zbehy, Nitra 951 42 Slovakia",48.333237,18.005701,#60 of 107 Restaurants in Nitra,#60 of 107 Restaurants in Nitra,['$$ - $$$'],(33),,,,,"Dinner, Breakfast, Lunch",,"Table Service, Reservations", Open now: 07:00 AM - 10:00 PM,tel:+421 914 324 146,"http://www.penzion-hoffer.sk/stranky/dalsie-informacie/kontaktne-udaje.php"",""email"":""recepcia@penzion-hoffer.sk",bubble_35,bubble_40,bubble_35,,14,7,1.0,2.0,9.0,"{'Slovak (26)', 'English (6)', 'All languages', 'Italian (1)'}",ALL
g274933-d12345924,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12345924-Reviews-Friends_Rosario_Ristorante-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Friends & Rosario Ristorante']",Friends & Rosario Ristorante, Claimed,4.5,"October 16, 2023","Spitalska 2, Nitra 94901 Slovakia",48.30343,18.08429,#6 of 107 Restaurants in Nitra,#1 of 1 Southern-Italian in Nitra,"['$$ - $$$', 'Italian', 'Pizza', 'Seafood']",(65),,,,"Italian, Pizza, Seafood, Mediterranean, European, Central European, Sicilian, Southern-Italian, Wine Bar","Lunch, Dinner, Breakfast, Brunch, Drinks","Vegetarian Friendly, Vegan Options","['Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service', 'Takeout', 'Outdoor Seating', 'Buffet', 'Parking Available', 'Street Parking', 'Validated Parking', 'Free off-street parking', 'Television', 'Highchairs Available', 'Wine and Beer']", Open now: 10:00 AM - 12:00 AM,tel:+421 918 374 132,"http://rosarioandfriends.sk"",""email"":""info@rosarioandfriends.sk",bubble_45,bubble_45,bubble_45,,50,7,3.0,2.0,3.0,"{'English (16)', 'All languages', 'French (1)', 'Slovak (39)', 'Italian (9)'}",ALL
g274933-d12363124,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12363124-Reviews-Restauracia_Karla-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Restauracia Karla']",Restauracia Karla, Unclaimed,4.0,"June 8, 2023","Wilsonovo nabrezie 88, Nitra Slovakia",48.3083,18.088375,#34 of 107 Restaurants in Nitra,#2 of 4 Contemporary in Nitra,"['$$ - $$$', 'Contemporary']",(16),,,,Contemporary,[],,[],+ Add hours,tel:+421 37/741 80 57,http://www.restauraciakarla.sk,bubble_45,bubble_45,bubble_45,,10,3,1.0,0.0,2.0,"{'All languages', 'Czech (2)', 'Slovak (10)', 'English (4)'}",ALL
g274933-d12377436,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12377436-Reviews-Castellum_Kafe-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Castellum Kafe']",Castellum Kafe, Unclaimed,4.0,"April 27, 2017","Hrad, Nitra 94900 Slovakia",48.31831,18.08642,#99 of 107 Restaurants in Nitra,#99 of 107 Restaurants in Nitra,,(1),,,,,[],,[],+ Add hours,,,,,,,0,1,0.0,0.0,0.0,"{'Slovak (1)', 'English', 'All languages'}",ALL
g274933-d12453211,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12453211-Reviews-Zuami_Caffe-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Zuami Caffe']",Zuami Caffe, Claimed,4.5,"December 21, 2021","Kupecká 6, Nitra 949 01 Slovakia",48.31347,18.087088,#26 of 107 Restaurants in Nitra,#26 of 107 Restaurants in Nitra,"['$$ - $$$', 'Vegetarian Friendly']",(21),,,,,"Breakfast, Brunch, Lunch, Dinner, Drinks",Vegetarian Friendly,"Table Service, Takeout, Reservations, Free Wifi, Accepts Credit Cards, Family style, Non-smoking restaurants", Open now: 08:00 AM - 8:00 PM,tel:+421 910 719 909,"https://www.facebook.com/pg/ZUAMI-CAFFE-1236580753124616/about/?ref=page_internal"",""email"":""zuamicaffe@gmail.com",bubble_50,bubble_45,bubble_50,,16,1,1.0,2.0,1.0,"{'English (5)', 'Slovak (15)', 'All languages', 'German (1)'}",ALL
g274933-d12572090,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12572090-Reviews-Bearded_Brothers-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Bearded Brothers']",Bearded Brothers, Claimed,4.0,"July 31, 2023","Nabrezie mladeze 48.312401, 18.094376, Nitra 94901 Slovakia",48.31252,18.0944,#5 of 107 Restaurants in Nitra,#5 of 107 Restaurants in Nitra,"['$$ - $$$', 'Mexican', 'American', 'Bar']",(150),,,,"Mexican, American, European, Bar, Fast Food, Barbecue","Lunch, Dinner, Drinks, Brunch, Late Night",Vegetarian Friendly,"['Gift Cards Available', 'Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Validated Parking', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Free Wifi', 'Table Service']", Open now: 11:00 AM - 10:00 PM,tel:+421 911 994 654,"http://www.beardedbrothers.sk/"",""email"":""info@beardedbrothers.sk",bubble_45,bubble_40,bubble_40,,93,27,13.0,6.0,11.0,"{'Spanish (2)', 'All languages', 'Slovak (106)', 'Serbian (1)', 'English (37)', 'Czech (2)', 'Italian (2)'}",ALL
g274933-d12827445,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12827445-Reviews-Trattoria_Moretti_Nitra-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Trattoria Moretti Nitra']",Trattoria Moretti Nitra, Unclaimed,3.5,"June 3, 2023","Kupecká 2, Nitra Slovakia",48.313896,18.087505,#41 of 107 Restaurants in Nitra,#22 of 38 European in Nitra,"['$$ - $$$', 'Italian', 'European', 'Vegetarian Friendly']",(34),,,,"Italian, European",Lunch,Vegetarian Friendly,"['Reservations', 'Table Service', 'Takeout', 'Seating']",+ Add hours,tel:+421 911 580 885,http://www.trattoriamoretti.sk/,bubble_40,bubble_40,bubble_40,,11,10,5.0,3.0,5.0,"{'English (15)', 'All languages', 'Slovak (6)', 'Russian (2)', 'French (1)', 'German (1)', 'Dutch (1)', 'Polish (1)', 'Italian (5)', 'Czech (1)', 'Hungarian (1)'}",ALL
g274933-d12827572,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12827572-Reviews-Cafe_Casa_Mia-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Cafe Casa Mia']",Cafe Casa Mia, Unclaimed,5.0,"August 17, 2020","Stefanikova 48, Nitra 94901 Slovakia",48.30876,18.08569,#90 of 107 Restaurants in Nitra,#90 of 107 Restaurants in Nitra,['$$ - $$$'],(1),,,,,"Breakfast, Lunch, Dinner",,[], Open now: 08:00 AM - 9:00 PM,,,,,,,1,0,0.0,0.0,0.0,"{'Slovak (1)', 'English', 'All languages'}",ALL
g274933-d12832665,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12832665-Reviews-Nitrawa_pub-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Nitrawa pub']",Nitrawa pub, Unclaimed,,,"Farska 9, Nitra Slovakia",48.31401,18.08557,,,"['European', 'Central European']",,,,,"European, Central European",[],,[],+ Add hours,tel:+421 911 413 445,http://www.nitrawapub.sk,,,,,0,0,0.0,0.0,0.0,,
g274933-d12843048,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12843048-Reviews-Restauracia_Paprika_Nitra-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Restauracia Paprika Nitra']",Restauracia Paprika Nitra, Unclaimed,,,"Stefanikova trieda 54, Nitra 94901 Slovakia",48.30648,18.085,,,"['$', 'European', 'Asian', 'Hungarian']",,,,₪17 - ₪38,"European, Asian, Hungarian",[],,[],+ Add hours,tel:+421 903 759 581,"http://www.restauraciapaprikanitra.sk"",""email"":""restauraciapaprika@gmail.com",,,,,0,0,0.0,0.0,0.0,,
g274933-d12899226,['https://www.tripadvisor.com/Restaurant_Review-g274933-d12899226-Reviews-Stredoveka_Taverna-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Stredoveka Taverna']",Stredoveka Taverna, Unclaimed,4.5,"September 9, 2019","Stefanikova 57, Nitra 94901 Slovakia",48.30867,18.08622,#62 of 107 Restaurants in Nitra,#62 of 107 Restaurants in Nitra,['$'],(4),,,,,"Lunch, Dinner",,[], Closed now:  See all hours,tel:+421 917 148 604,https://www.facebook.com/Stredovek%C3%A1-Taverna-v-Nitre-174579442601274/,,,,,2,2,0.0,0.0,0.0,"{'English (2)', 'All languages', 'Slovak (2)'}",ALL
g274933-d1315760,['https://www.tripadvisor.com/Restaurant_Review-g274933-d1315760-Reviews-Elefant-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Elefant']",Elefant, Unclaimed,4.0,"June 18, 2023",Nitra 95145 Slovakia,48.424747,18.12431,#25 of 107 Restaurants in Nitra,#2 of 3 Eastern European in Nitra,"['$$ - $$$', 'European', 'Eastern European', 'Central European']",(36),,,₪24 - ₪76,"European, Eastern European, Central European","['Lunch', 'Breakfast', 'Dinner']",Vegetarian Friendly,"['Reservations', 'Seating', 'Table Service']",+ Add hours,tel:+421 905 442 075,http://www.penzionelefant.sk/kontakt.html,bubble_45,bubble_45,bubble_45,bubble_45,15,13,6.0,1.0,1.0,"{'Slovak (18)', 'All languages', 'Russian (1)', 'Italian (4)', 'English (13)'}",ALL
g274933-d13414373,['https://www.tripadvisor.com/Restaurant_Review-g274933-d13414373-Reviews-Loco_Burgers_Sandwiches-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Loco Burgers & Sandwiches']",Loco Burgers & Sandwiches, Claimed,4.0,"February 29, 2020","Akademická 1651/1A, Nitra Slovakia",48.30914,18.09771,#54 of 107 Restaurants in Nitra,#8 of 9 Barbecue in Nitra,"['$$ - $$$', 'Barbecue']",(8),,,,Barbecue,"Lunch, Dinner, Breakfast, Drinks",,[],+ Add hours,tel:+421 940 603 336,"http://locoburgers.sk/"",""email"":""info@locoburgers.sk",,,,,4,2,1.0,0.0,1.0,"{'All languages', 'English (1)', 'Slovak (7)'}",ALL
g274933-d13550623,['https://www.tripadvisor.com/Restaurant_Review-g274933-d13550623-Reviews-Coffee_tree_friends-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Coffee tree friends']",Coffee tree friends, Claimed,5.0,"September 23, 2022","Palárikova 1 Hneď za zastávkou, Nitra 94901 Slovakia",48.310104,18.08745,#2 of 10 Desserts in Nitra,#2 of 10 Dessert in Nitra,"['$', 'Dessert', 'Bar', 'Cafe']",(38),,,₪8 - ₪25,"Cafe, Bar, European, Central European, Dining bars","Breakfast, Brunch, Late Night, Drinks",,"['Reservations', 'Outdoor Seating', 'Seating', 'Table Service', 'Takeout', 'Buffet', 'Parking Available', 'Street Parking', 'Validated Parking', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'BYOB', 'Dog Friendly', 'Family style', 'Non-smoking restaurants']", Open now: 07:30 AM - 9:00 PM,tel:+421 915 534 707,"http://www.coffeetreefriends.sk"",""email"":""kaviaren.ctf@gmail.com",,,,,37,1,0.0,0.0,0.0,"{'Serbian (1)', 'All languages', 'Slovak (33)', 'English (4)'}",ALL
g274933-d14049706,['https://www.tripadvisor.com/Restaurant_Review-g274933-d14049706-Reviews-ZanziBar-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'ZanziBar']",ZanziBar, Claimed,4.5,"June 23, 2023","Štefánikova trieda 27/43, Nitra Slovakia",48.309666,18.086456,#44 of 107 Restaurants in Nitra,#12 of 18 Bar in Nitra,"['Bar', 'Pub']",(6),,,,"Bar, Pub","Lunch, Dinner",,[], Open now: 10:00 AM - 12:00 AM,tel:+421 904 615 996,https://www.facebook.com/zanzibarnitra/,,,,,2,4,0.0,0.0,0.0,"{'English (2)', 'Slovak (4)', 'All languages'}",ALL
g274933-d14828376,['https://www.tripadvisor.com/Restaurant_Review-g274933-d14828376-Reviews-Farska_Caffe_Barber_shop-Nitra_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Farska Caffe/Barber shop']",Farska Caffe/Barber shop, Claimed,5.0,"June 8, 2023","Farská 2, Nitra 94901 Slovakia",48.31516,18.085413,#38 of 107 Restaurants in Nitra,#7 of 16 Pub in Nitra,"['$', 'Bar', 'Pub', 'Wine Bar']",(4),,,₪8 - ₪30,"Bar, Pub, Wine Bar",[],,[],+ Add hours,tel:+421 948 078 681,"https://www.facebook.com/Caffeandbarbershop/"",""email"":""zoltan.kocsis87@gmail.com",,,,,4,0,0.0,0.0,0.0,"{'Slovak (4)', 'English', 'All languages'}",ALL
