"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local"
"g274931-d6920235","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', 'Pizzeria Kolonka']","Pizzeria Kolonka","Unclaimed",5,"September 16, 2019","Martin 5369, Martin 036 01 Slovakia",49.09297,18.91701,"#10 of 32 Restaurants in Martin","#2 of 4 Pizza in Martin",10,0,,,"Pizza",,,,"False","True","http://Bistro.sk",50,50,50,,9,1,0,0,0,"English (2), Slovak (8)","in rating","g274931-d6920235","$","Pizza","Restaurants",2,8,8
"g274931-d7092887","['Europe', 'Slovakia', 'Zilina Region', 'Vrutky', 'Vrutky Restaurants', 'Habanero Steak Pub']","Habanero Steak Pub","Unclaimed",4.5,"August 11, 2023","Jánošovská 540, Vrutky 038 61 Slovakia",49.11821,18.912128,"#1 of 4 Restaurants in Vrutky","#1 of 4 Restaurants in Vrutky",161,0,,,"Mexican, Steakhouse, Bar, Barbecue, European","Lunch, Dinner",,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service","False","True","http://habanerosteakpub.sk",45,45,40,,107,37,8,6,3,"Czech (7), Norwegian (1), Russian (4), Dutch (2), Italian (3), English (42), Polish (11), Slovak (89), German (3)","in rating","g7710333-d10432121","$$ - $$$","Mexican, Steakhouse, Bar","Restaurants",42,120,89
"g274931-d8297830","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', 'Ceska Hospoda']","Ceska Hospoda","Unclaimed",4,"January 28, 2023","29. Augusta 3, Martin 036 01 Slovakia",49.063286,18.921017,"#1 of 32 Restaurants in Martin","#1 of 1 International in Martin",111,0,,,"Bar, European, Czech, Eastern European, Central European, International","Lunch, Dinner","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service","True","True","http://www.ceska-hospoda.sk/",45,40,40,,54,39,8,6,4,"Polish (4), Hebrew (1), Russian (1), German (4), Portuguese (2), Italian (2), Czech (2), Slovak (56), Spanish (1), English (38)","in rating","g274931-d8297830","$$ - $$$","Bar, International, European","Restaurants",38,73,56
"g274931-d8361046","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', 'Wasabi']","Wasabi","Unclaimed",4,"October 14, 2019","M. R. Shtefanika 46, Martin 036 01 Slovakia",49.064884,18.922892,"#14 of 32 Restaurants in Martin","#1 of 1 Sushi in Martin",10,0,,,"Sushi",,,,"False","True","https://www.sushimartin.sk/en/",,,,,4,4,2,0,0,"Russian (1), English (3), Polish (1), Slovak (4), Italian (1)","in rating","g274931-d8361046","$$ - $$$","Sushi","Restaurants",3,7,4
"g274931-d8618794","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', 'Pizzeria Venezia Centrum Restaurant']","Pizzeria Venezia Centrum Restaurant","Unclaimed",3.5,"July 9, 2021","29 Augusta 635/6, Martin Slovakia",49.06385,18.92119,"#21 of 32 Restaurants in Martin","#2 of 3 Italian in Martin",31,0,,,"Pizza, Italian","Dinner",,"Takeout, Reservations, Seating, Table Service","False","True","http://venezia.sk",35,35,35,,8,9,7,4,3,"English (11), Norwegian (1), Russian (1), Czech (2), Slovak (16)","in rating","g274931-d8618794","$$ - $$$","Italian, Pizza","Restaurants",11,20,16
"g274931-d9861346","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', 'Big Burger']","Big Burger","Unclaimed",4,"June 20, 2023","Nam. S. H. Vajanskeho 1, Martin 036 01 Slovakia",49.0682,18.92567,"#24 of 32 Restaurants in Martin","#24 of 32 Restaurants in Martin",7,0,,,,,,"Takeout","False","True","http://www.facebook.com/bigburgermartin/timeline",,,,,3,3,0,0,1,"English (2), Norwegian (1), Spanish (1), Slovak (3)","in rating","g274931-d9861346",,,"Restaurants",2,5,3
"g274931-d9861359","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', 'Cary-Mary']","Cary-Mary","Claimed",4.5,"May 7, 2021","Namestie Svetozara Hurbana Vajanskeho 3, Martin 03601 Slovakia",49.0676,18.925884,"#3 of 32 Restaurants in Martin","#2 of 9 Cafe in Martin",45,0,,,"Cafe, European","Breakfast, Lunch, Dinner, Brunch",,"Seating, Wheelchair Accessible, Reservations, Table Service","True","True","http://www.cary-mary.com/",45,45,40,,24,16,4,1,0,"Polish (2), Norwegian (1), Slovak (26), Czech (1), Italian (1), Serbian (1), English (13)","in rating","g274931-d9861359","$$ - $$$","Cafe, European","Restaurants",13,32,26
"g274932-d10134209","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'La Creperie Palacinkaren u Priatelov']","La Creperie Palacinkaren u Priatelov","Unclaimed",5,"February 13, 2020","Masarykova 39, Michalovce 071 01 Slovakia",48.75477,21.90511,"#1 of 1 Coffee & Tea in Michalovce","#1 of 1 Coffee & Tea in Michalovce",23,0,,,"European",,"Vegetarian Friendly",,"False","True","http://palacinkaren.com/index.php?option=com_content&view=article&id=69&Itemid=73",50,45,45,,20,3,0,0,0,"English (2), German (1), Polish (1), Danish (1), Czech (2), Slovak (16)","in rating","g274932-d10134209","$$ - $$$","Dessert, European, Vegetarian Friendly","Coffee & Tea",2,21,16
"g274932-d10718436","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Hotel - EuroPenzion Salas']","Hotel - EuroPenzion Salas","Unclaimed",4,"August 17, 2023","Medvedia Hora, Michalovce 07231 Slovakia",48.801857,21.998823,"#4 of 16 Restaurants in Michalovce","#4 of 16 Restaurants in Michalovce",25,0,,,,,,"Table Service, Reservations","False","True","http://www.salas.sirava.sk/",40,45,40,,12,6,5,1,1,"Swedish (1), Slovak (14), Czech (1), English (9)","in rating","g274932-d10718436","$$ - $$$",,"Restaurants",9,16,14
"g274932-d11841513","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'DeJa Vu restaurant']","DeJa Vu restaurant","Unclaimed",4,"July 24, 2020","Razcestie Trnava Pri Laborci, 3746, Michalovce 072 31 Slovakia",48.81336,21.9349,"#8 of 16 Restaurants in Michalovce","#4 of 7 European in Michalovce",9,0,,,"European",,,,"False","False","http://www.dejavurestaurant.sk/",45,45,45,,3,2,4,0,0,"Slovak (5), Danish (1), English (3)","in rating","g274932-d11841513","$$ - $$$","European","Restaurants",3,6,5
"g274932-d12135052","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Arno - Pizza & Restaurant']","Arno - Pizza & Restaurant","Claimed",4.5,"July 14, 2023","Agatova 48, Michalovce 07101 Slovakia",48.760838,21.89667,"#3 of 16 Restaurants in Michalovce","#1 of 4 Italian in Michalovce",39,0,,"₪17 - ₪64","Italian, Pizza, Eastern European","Lunch, Dinner",,"Accepts Credit Cards, Table Service","True","True","http://www.restaurantarno.sk",45,45,45,,28,6,2,0,3,"Polish (2), English (5), German (1), Danish (1), Hungarian (1), Slovak (29)","in rating","g274932-d12135052","$$ - $$$","Italian, Pizza, Eastern European","Restaurants",5,34,29
"g274932-d12418906","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'La Bonte de Michel']","La Bonte de Michel","Unclaimed",5,"July 31, 2019","Obchodna 4, Michalovce 07101 Slovakia",48.75762,21.91798,"#5 of 16 Restaurants in Michalovce","#5 of 16 Restaurants in Michalovce",10,0,,,,"Breakfast, Lunch, Dinner",,,"True","True","https://www.facebook.com/labontedemichel/",,,,,10,0,0,0,0,"English (2), Slovak (9)","in rating","g274932-d12418906","$$ - $$$",,"Restaurants",2,9,9
"g274932-d12492093","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'BISON Steakhouse & pub']","BISON Steakhouse & pub","Claimed",4.5,"September 9, 2019","Masarykova 13, Michalovce 07101 Slovakia",48.75787,21.910791,"#6 of 16 Restaurants in Michalovce","#1 of 3 Pub in Michalovce",11,0,,"₪17 - ₪339","Steakhouse, Cafe, Pub, Diner","Lunch, Dinner, Late Night, Drinks",,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Validated Parking, Free off-street parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service","True","True","http://www.facebook.com/bisonmi/",,,,,7,0,4,0,0,"English (2), Polish (2), Slovak (4), Czech (1), German (2)","in rating","g274932-d12492093","$$ - $$$","Steakhouse, Cafe, Pub","Restaurants",2,9,4
"g274932-d12667221","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Zlaty Byk - Kaviaren a restauracia']","Zlaty Byk - Kaviaren a restauracia","Unclaimed",,,"Nam. osloboditelov 1001/10, Michalovce 07101 Slovakia",48.75725,21.92079,,,0,0,,,"European",,,,"False","True","http://www.zlatybykmi.sk/",,,,,0,0,0,0,0,"nan","in rating","g274932-d12667221",,"European",,0,0,0
"g274932-d13153475","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Snack Bar 17 - sedemnastka']","Snack Bar 17 - sedemnastka","Claimed",4,"October 18, 2020","Namestie Osloboditelov 25, Michalovce 07101 Slovakia",48.75681,21.91827,"#12 of 16 Restaurants in Michalovce","#3 of 4 Italian in Michalovce",3,0,,"₪13 - ₪64","Italian, Pizza, Soups, Eastern European","Breakfast, Lunch, Dinner, Drinks",,"Takeout, Outdoor Seating, Parking Available, Television, Highchairs Available, Wine and Beer, Cash Only, Free Wifi, Family style","True","True","http://www.snackbar17.sk/2015",,,,,2,0,0,1,0,"English (1), Slovak (2)","in rating","g274932-d13153475","$","Italian, Pizza, Soups","Restaurants",1,2,2
"g274932-d15073696","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Galeria Restaurant Caffe & Bar']","Galéria Restaurant Caffe & Bar","Claimed",4.5,"August 8, 2023","Namestie osloboditelov 6137/59A naproti Polyklinike na veľkom parkovisku, Michalovce 07101 Slovakia",48.75696,21.916601,"#1 of 16 Restaurants in Michalovce","#1 of 2 Barbecue in Michalovce",61,0,,"₪8 - ₪85","International, Cafe, European, Bar, Barbecue, Healthy","Dinner, Brunch, Breakfast, Lunch, Drinks",,"Reservations, Seating, Free Wifi, Table Service, Takeout, Parking Available, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Gift Cards Available","True","True","http://www.galeriarestaurant.sk",45,45,45,,52,4,1,1,3,"Slovak (42), Italian (2), German (2), English (13), Hungarian (2)","in rating","g274932-d15073696","$$ - $$$","Bar, Cafe, International","Restaurants",13,48,42
"g274932-d16659001","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Pestucci Restaurant & Pub']","Pestucci Restaurant & Pub","Claimed",3.5,"December 5, 2022","Janka Hollého 85, Michalovce 07101 Slovakia",48.751396,21.924768,"#10 of 16 Restaurants in Michalovce","#1 of 2 Gastropub in Michalovce",12,0,,"₪17 - ₪85","Pub, Gastropub, Barbecue, European, Healthy","Lunch, Dinner, Breakfast, Late Night, Drinks",,"Takeout, Seating, Delivery, Reservations, Outdoor Seating, Buffet, Parking Available, Street Parking, Validated Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards","True","True","https://www.facebook.com/pestucci/",,,,,8,0,0,0,4,"English (1), Slovak (11)","in rating","g274932-d16659001","$$ - $$$","Barbecue, European, Pub","Restaurants",1,11,11
"g274932-d16758973","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Restaurant Wiking - Karpatska Kuchyna']","Restaurant Wiking - Karpatská Kuchyňa","Unclaimed",3,"February 13, 2020","Namestie Osloboditelov 72, Michalovce 07101 Slovakia",48.75536,21.91482,"#14 of 16 Restaurants in Michalovce","#7 of 7 European in Michalovce",7,0,,"₪8 - ₪72","European","Lunch, Dinner",,,"True","True",,,,,,1,3,1,0,2,"Slovak (5), English (1), Russian (1)","in rating","g274932-d16758973","$$ - $$$","European","Restaurants",1,6,5
"g274932-d17165582","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', ""Mim's Coffee & Cakes""]","Mim's Coffee & Cakes","Unclaimed",5,"August 8, 2019","Namestie osloboditelov 8, Michalovce 07101 Slovakia",48.757362,21.921135,"#13 of 16 Restaurants in Michalovce","#3 of 3 Cafe in Michalovce",1,0,,,"Cafe",,,,"False","True","https://www.facebook.com/mimscoffeeandcakes/",,,,,1,0,0,0,0,"English (1)","in rating","g274932-d17165582",,"Cafe","Restaurants",1,0,0
"g274932-d17782086","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Zmrzlina Hasan']","Zmrzlina Hasan","Unclaimed",,,"Profesora Hlavaca 27, Michalovce 071 01 Slovakia",48.75486,21.90842,,,0,0,,,"Turkish",,,,"False","True","http://www.zmrzlinahasan.sk",,,,,0,0,0,0,0,"nan","in rating","g274932-d17782086",,"Turkish",,0,0,0
"g274932-d19710140","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Queens Pub & Restaurant']","Queens Pub & Restaurant","Unclaimed",2.5,"October 18, 2020","Tovarenska 2, Michalovce 07101 Slovakia",48.7414,21.903242,"#16 of 16 Restaurants in Michalovce","#16 of 16 Restaurants in Michalovce",2,0,,,"Steakhouse, Grill, Pub, Gastropub",,,,"False","True","https://www.facebook.com/pages/category/Restaurant/Queens-Michalovce-276050933241472/",,,,,0,1,0,0,1,"English, Slovak (2)","in rating","g274932-d19710140",,"Steakhouse, Grill, Pub, Gastropub","Restaurants",0,2,2
"g274932-d19839025","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Friends’ cafe & bar']","Friends’ cafe & bar","Claimed",4.5,"August 22, 2023","Nám. osloboditeľov 1014/28, Michalovce 07101 Slovakia",48.755894,21.91844,"#9 of 16 Restaurants in Michalovce","#9 of 16 Restaurants in Michalovce",4,0,,,"Fast Food","Breakfast, Lunch, Dinner",,,"True","True","http://www.friendscafe.sk",,,,,3,0,0,1,0,"Slovak (4), English","in rating","g274932-d19839025","$","Fast Food","Restaurants",0,4,4
"g274932-d20295567","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Babovkaren']","Babovkaren ","Unclaimed",,,"Spitalska 2, Michalovce 07101 Slovakia",,,,,0,0,,,"Cafe, Fast Food, Wine Bar","Breakfast, Lunch",,,"True","True","https://www.facebook.com/babovkaren.sk/",,,,,0,0,0,0,0,"nan","in rating","g274932-d20295567",,"Cafe, Fast Food, Wine Bar",,0,0,0
"g274932-d21330950","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Jack Pizza Michalovce']","Jack Pizza Michalovce","Unclaimed",,,"Obchodná 1 Za Jack Pubom, Michalovce 07101 Slovakia",48.75793,21.918736,,,0,0,,,"Italian, Pizza","Lunch, Dinner",,,"True","True","http://www.jackpizza.sk",,,,,0,0,0,0,0,"nan","in rating","g274932-d21330950","$$ - $$$","Italian, Pizza",,0,0,0
"g274932-d23285008","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'MojBRGR Restaurant']","MôjBRGR Restaurant","Claimed",,,"Okružná 6846/1, Michalovce 07101 Slovakia",,,,,0,0,,,,"Breakfast, Lunch, Dinner, Drinks",,"Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants","True","True","http://www.mojbrgr.sk",,,,,0,0,0,0,0,"nan","in rating","g274932-d23285008",,,,0,0,0
"g274932-d8120936","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'faina restauracia']","faina reštaurácia","Claimed",5,"December 4, 2018","Nam. osloboditelov 18, Michalovce 071 01 Slovakia",48.75693,21.92029,"#7 of 16 Restaurants in Michalovce","#7 of 16 Restaurants in Michalovce",8,0,,,"Italian",,,,"False","True",,,,,,7,1,0,0,0,"Slovak (6), Russian (1), Polish (1), English","in rating","g274932-d8120936","$$ - $$$","Italian","Restaurants",0,8,6
"g274932-d9562906","['Europe', 'Slovakia', 'Kosice Region', 'Michalovce', 'Michalovce Restaurants', 'Zemplinska Restauracia']","Zemplínska Reštaurácia","Claimed",4,"August 21, 2021","S.H. Vajanskeho 6580/63A, Michalovce 071 01 Slovakia",48.75574,21.897448,"#2 of 16 Restaurants in Michalovce","#2 of 16 Restaurants in Michalovce",90,0,,"₪21 - ₪339","European, Eastern European, Central European, International","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service, Takeout, Gift Cards Available","True","True","http://www.zemplinskarestauracia.sk",45,45,45,,52,16,14,5,3,"Portuguese (1), Russian (2), Swedish (1), Dutch (2), German (4), Czech (5), English (19), Danish (1), Slovak (46), Italian (2), Polish (7)","in rating","g274932-d9562906","$$ - $$$","International, European, Eastern European","Restaurants",19,71,46
"g274933-d10051198","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'GUTEVA - choco and cake']","GUTEVA - choco and cake","Unclaimed",5,"July 25, 2016","Hodalova 1, Nitra 949 01 Slovakia",48.31017,18.08904,"#11 of 14 Coffee & Tea in Nitra","#11 of 14 Coffee & Tea in Nitra",2,0,,,"Cafe",,,,"False","True","http://sk-sk.facebook.com/Guteva-choco-cake-397789933603908/",,,,,2,0,0,0,0,"English (1), Russian (1)","in rating","g274933-d10051198",,"Dessert, Cafe","Coffee & Tea",1,1,0
"g274933-d10070345","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Beer Time!']","Beer Time!","Claimed",4.5,"August 22, 2020","Štefánikova 33, Nitra 949 01 Slovakia",48.310646,18.086811,"#21 of 107 Restaurants in Nitra","#1 of 1 South American in Nitra",28,0,,,"Bar, Pub, American, South American, Central American","Dinner, Late Night, Drinks",,"Reservations, Buffet, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service","True","True","http://www.facebook.com/BeerTimeNitraCentrala/",45,40,35,,21,3,3,0,1,"Slovak (11), English (16), German (1)","in rating","g274933-d10070345","$$ - $$$","American, Bar, Pub","Restaurants",16,12,11
"g274933-d10166247","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Hami Papi']","Hami Papi","Unclaimed",4.5,"September 10, 2020","Frana Mojtu 12, Nitra 949 01 Slovakia",48.31136,18.089617,"#28 of 107 Restaurants in Nitra","#3 of 10 Fast Food in Nitra",20,0,,,"Fast Food",,,,"False","False","http://www.hamipapi.sk/ponuka/",50,45,45,,12,5,1,1,1,"English (5), Slovak (15)","in rating","g274933-d10166247","$","Fast Food","Restaurants",5,15,15
"g274933-d10312145","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Ceska hospudka u Slovaka']","Ceska hospudka u Slovaka","Unclaimed",4.5,"September 11, 2022","Dolnozoborska 8, Nitra 949 01 Slovakia",48.323414,18.098518,"#24 of 107 Restaurants in Nitra","#1 of 3 Czech in Nitra",22,0,,,"European, Czech",,,"Reservations, Table Service","False","True","http://www.hospudkauslovaka.sk/",45,45,45,,13,6,1,2,0,"Polish (2), German (1), English (6), Slovak (8), Italian (1), Spanish (1), Czech (3)","in rating","g274933-d10312145","$$ - $$$","European, Czech","Restaurants",6,16,8
"g274933-d10392731","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Fantasia Restauracia']","Fantasia Restauracia","Unclaimed",4,"December 13, 2015","Pri Synagoge 1387/3, Nitra Slovakia",48.3114,18.08652,"#100 of 107 Restaurants in Nitra","#100 of 107 Restaurants in Nitra",1,0,,,,,,,"False","False",,,,,,0,1,0,0,0,"English (1)","in rating","g274933-d10392731",,,"Restaurants",1,0,0
"g274933-d10396699","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'SATORI Fusion Restaurant']","SATORI Fusion Restaurant","Claimed",5,"June 21, 2023","Sturova 12 Ground Floor, Access From Outside, Second Door From Right, Nitra 94901 Slovakia",48.309242,18.082314,"#3 of 107 Restaurants in Nitra","#1 of 3 Fusion in Nitra",76,0,,"₪21 - ₪127","Japanese, Steakhouse, Seafood, Sushi, Asian, Fusion","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options","Reservations, Seating, Parking Available, Street Parking, Validated Parking, Television, Wheelchair Accessible, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Takeout, Highchairs Available, Serves Alcohol","True","True","http://www.satorinr.sk/donaska/",50,50,50,,68,6,0,1,1,"Slovak (49), Czech (1), English (25), Spanish (1)","in rating","g274933-d10396699","$$ - $$$","Japanese, Steakhouse, Seafood","Restaurants",25,51,49
"g274933-d10415788","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Kebab pri Progresi']","Kebab pri Progresi","Unclaimed",5,"October 4, 2018","Slancikovej 7, Nitra 949 01 Slovakia",48.31062,18.096632,"#56 of 107 Restaurants in Nitra","#1 of 1 Turkish in Nitra",5,0,,"₪8 - ₪17","Turkish",,,,"False","False","https://www.facebook.com/KebabPriProgresi/",,,,,4,1,0,0,0,"Slovak (5), English","in rating","g274933-d10415788","$","Turkish","Restaurants",0,5,5
"g274933-d10458988","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Patriot Restaurant']","Patriot Restaurant","Unclaimed",3,"June 17, 2023","Štefánikova 61 Galéria Mlyny, Nitra 94901 Slovakia",48.307487,18.085863,"#103 of 107 Restaurants in Nitra","#6 of 6 International in Nitra",15,0,,"₪30 - ₪106","Pizza, International",,,,"False","True",,,,,,3,3,2,4,3,"English (4), Czech (1), Italian (1), Slovak (9)","in rating","g274933-d10458988","$$ - $$$","Pizza, International","Restaurants",4,11,9
"g274933-d10519789","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Stary Biskupsky Hostinec']","Starý Biskupský Hostinec","Claimed",4.5,"November 1, 2022","Sihoť 3 Park na Sihoti, Nitra 94901 Slovakia",48.321617,18.08388,"#17 of 107 Restaurants in Nitra","#13 of 38 European in Nitra",36,0,,"₪13 - ₪68","Steakhouse, Cafe, European","Lunch, Dinner, Drinks, Brunch","Vegetarian Friendly","Takeout, Reservations, Outdoor Seating, Buffet, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service, Gift Cards Available","True","True","http://sbh.sk/kontakt/",50,50,45,,27,6,2,0,1,"Slovak (28), English (5), French (1), Polish (1), Italian (1)","in rating","g274933-d10519789","$$ - $$$","Steakhouse, Cafe, European","Restaurants",5,31,28
"g274933-d10763475","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Bloom: Gin, cocktails & lounge']","Bloom: Gin, cocktails & lounge","Claimed",5,"September 21, 2021","Mostná 26, Nitra 949 01 Slovakia",48.315758,18.09084,"#67 of 107 Restaurants in Nitra","#10 of 16 Pub in Nitra",2,0,,"₪8 - ₪127","Bar, Pub","Dinner",,,"True","True","http://www.facebook.com/bloomginlounge/",,,,,2,0,0,0,0,"English, Slovak (2)","in rating","g274933-d10763475","$$ - $$$","Bar, Pub","Restaurants",0,2,2
"g274933-d10791835","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Swagatam Indian restaurant']","Swagatam Indian restaurant","Claimed",4.5,"August 27, 2020","Stefanikova ulica 53/16, Nitra 94901 Slovakia",48.312107,18.087364,"#13 of 107 Restaurants in Nitra","#1 of 3 Indian in Nitra",45,0,,"₪28 - ₪52","Indian","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options","Reservations, Serves Alcohol, Table Service, Takeout, Seating","True","True","http://m.facebook.com/swagatamnitra/",45,45,40,,26,14,4,1,0,"Russian (1), German (1), Slovak (14), English (26), Czech (3)","in rating","g274933-d10791835","$$ - $$$","Indian, Vegetarian Friendly, Vegan Options","Restaurants",26,19,14
"g274933-d10846127","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Riverside Restaurant']","Riverside Restaurant","Unclaimed",4.5,"November 12, 2019","Nábrežie Mládeže 2A, Nitra 94901 Slovakia",48.30546,18.09109,"#32 of 107 Restaurants in Nitra","#1 of 1 Diner in Nitra",10,0,,,"Diner",,,,"False","True","https://www.facebook.com/riversidenitra/",45,45,45,,5,5,0,0,0,"English (2), Russian (1), German (1), Dutch (1), Slovak (5)","in rating","g274933-d10846127","$$ - $$$","Diner","Restaurants",2,8,5
"g274933-d11680786","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Cajovna Dobrych Ludi - Tea House of Good People']","Cajovna Dobrych Ludi - Tea House of Good People","Claimed",5,"September 4, 2022","Pri synagoge 3 Profesionélne bonsajové a čajové centrum, Nitra 949 01 Slovakia",48.31142,18.08637,"#3 of 14 Coffee & Tea in Nitra","#3 of 14 Coffee & Tea in Nitra",24,0,,,,,,"Outdoor Seating, Seating, Accepts Mastercard, Accepts Visa, Reservations","True","True","http://www.e-tea.eu/",50,50,45,,21,2,1,0,0,"English (8), Czech (2), Serbian (1), Slovak (13)","in rating","g274933-d11680786","$$ - $$$",,"Coffee & Tea",8,16,13
"g274933-d11770667","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Hajovna u Hoffera']","Hajovna u Hoffera","Unclaimed",4,"November 10, 2019","Spitalska 8, Nitra Slovakia",48.30216,18.08713,"#50 of 107 Restaurants in Nitra","#3 of 4 Contemporary in Nitra",11,0,,,"Contemporary",,,,"False","True","http://www.penzion-hoffer.sk/stranky/sk/hajovna-u-hoffera/kontakt.php",,,,,5,4,1,0,1,"Slovak (8), English (3)","in rating","g274933-d11770667",,"Contemporary","Restaurants",3,8,8
"g274933-d12112040","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Subway']","Subway - CLOSED","Unclaimed",,,"Nitra-Kynek Sc 153 Score, Nitra 949 01 Slovakia",48.316284,18.029858,,,0,0,,"₪10 - ₪34","American, Cafe","Breakfast, Lunch, Dinner",,,"False","True","https://restaurants.subway.com/slovakia/nitra/nitra-kynek-153?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=68143&utm_campaign=evergreen-2020&y_source=1_MTQ5MjUwMDUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,0,0,0,0,0,"nan","closed","g274933-d12112040","$","American, Cafe",,0,0,0
