"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g294452-d8862315","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Chez Fefe macarons & cafe']","Chez Fefe macarons & café","Claimed",5,"October 11, 2022","12 Solunska Str, Sofia 1000 Bulgaria",42.6927,23.32168,"#9 of 53 Desserts in Sofia","#9 of 53 Dessert in Sofia",43,0,,,"European, Cafe, French","Drinks, Breakfast, Dinner",,"Takeout, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Delivery, Seating, Street Parking, Highchairs Available, Accepts Credit Cards","True","True",50,50,45,,35,7,1,0,0,"Italian (1), Russian (1), Serbian (1), English (37), French (1), Hebrew (2)","in rating","g294452-d8862315","$$ - $$$","Dessert, French, Cafe","Desserts",37,6,0,"http://www.chezfefe.com/","Chez Fefe macarons & café – Chez Fefe френски макарони",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d8862874","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Corte']","La Corte - CLOSED","Unclaimed",2,"September 8, 2016","Graf Ignatiev 43, Sofia 1142 Bulgaria",42.68784,23.32948,,,1,0,,"₪9 - ₪52","Italian, French, Seafood, International",,,,"False","True",,,,,0,0,0,1,0,"Italian (1), English","closed","g294452-d8862874","$","Italian, French, Seafood",,0,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d8868504","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Grill ""With the Boss""']","Grill ""With the Boss""","Claimed",,,"bul.Makedonia 16, Sofia 1606 Bulgaria",42.6941,23.313057,,,0,0,,"₪22 - ₪43","European","Lunch, Dinner","Vegetarian Friendly","Takeout, Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards","True","True",,,,,0,0,0,0,0,,"in rating","g294452-d8868504","$","European, Vegetarian Friendly",,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d911208","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Embassy']","Embassy","Unclaimed",5,"June 16, 2008","ul.D-r Petar Beron 9, Sofia 1000 Bulgaria",42.68533,23.32166,"#1,077 of 1,226 Restaurants in Sofia","#23 of 25 Middle Eastern in Sofia",1,0,,"₪60 - ₪89","Greek, Middle Eastern",,,,"False","True",,,,,1,0,0,0,0,"English (1)","in rating","g294452-d911208","$$ - $$$","Greek, Middle Eastern","Restaurants",1,0,0,"http://bulgaria.usembassy.gov/","failed_to_access",,"nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g294452-d919101","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Vetrilo']","Vetrilo","Unclaimed",3.5,"June 21, 2022","Solun, Sofia Bulgaria",42.671627,23.289438,"#505 of 1,226 Restaurants in Sofia","#73 of 153 Pizza in Sofia",33,0,,"₪177 - ₪414","Pizza, European, Pub","Lunch, Dinner",,"Seating, Serves Alcohol, Delivery, Takeout, Reservations, Highchairs Available, Table Service","False","True",35,35,40,40,6,15,6,3,3,"German (1), English (31), Russian (1)","in rating","g294452-d919101","$$ - $$$","Pizza, European, Pub","Restaurants",31,2,0,"http://www.pizza-vetrilo.com","Пицарии ВЕТРИЛО : Всеки ден различни и ароматни ястия, поднесени с необходимото внимание за Вас скъпи клиенти.","Пицарии ВЕТРИЛО : Всеки ден различни и ароматни ястия, поднесени с необходимото внимание за Вас скъпи клиенти.","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d940506","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Spaghetti Company']","Spaghetti Company","Claimed",3.5,"June 19, 2022","48 Sityakovo Blvd Mall Serdika, Sofia 1505 Bulgaria",42.69141,23.35367,"#424 of 1,226 Restaurants in Sofia","#424 of 1,226 Restaurants in Sofia",74,0,,,"Italian, European","Lunch, Dinner",,"Takeout, Reservations, Seating, Serves Alcohol, Delivery, Outdoor Seating, Highchairs Available, Table Service","False","True",30,40,35,45,28,15,17,3,11,"Spanish (1), Italian (4), Danish (1), German (2), French (3), English (59), Russian (3), Portuguese (1)","in rating","g294452-d940506","$$ - $$$","Italian, European","Restaurants",59,15,0,"http://www.spaghetti-company.com/","Spaghetti Company - Pizza, Pasta, Modernista",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d941696","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pod Lipite']","Pod Lipite","Unclaimed",4,"August 3, 2023","ul.Elin Pelin 1, Sofia 1164 Bulgaria",42.68184,23.33545,"#30 of 1,226 Restaurants in Sofia","#30 of 1,226 Restaurants in Sofia",559,0,,"₪60 - ₪149","Barbecue, European, Eastern European, Central European, International","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music","False","True",45,40,40,45,289,186,36,24,24,"Japanese (1), Danish (3), French (34), Greek (8), Hebrew (3), Dutch (8), Spanish (36), Portuguese (3), Chinese (Trad.) (1), Czech (1), Swedish (1), Italian (96), Russian (19), English (326), Hungarian (1), Turkish (1), Polish (1), German (19)","in rating","g294452-d941696","$$ - $$$","International, Barbecue, European","Restaurants",326,236,0,"http://www.podlipitebg.com","Начало | Ресторант Под Липите","Начало | Ресторант Под Липите","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d941697","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Captain Cook']","Captain Cook","Claimed",4.5,"September 5, 2023","Blvd James Bourchier 100 Hotel Marinela, Sofia 1407 Bulgaria",42.67222,23.319025,"#42 of 1,226 Restaurants in Sofia","#29 of 469 European in Sofia",299,0,,"₪64 - ₪149","Seafood, Mediterranean, European","Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Free Wifi, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Table Service, Live Music","True","True",45,45,40,45,167,88,27,6,11,"Spanish (6), Arabic (1), Russian (16), Turkish (4), German (12), Polish (1), Greek (3), English (177), Swedish (1), Dutch (5), Hebrew (16), Portuguese (2), Chinese (Sim.) (1), Serbian (1), French (4), Korean (1), Italian (48)","in rating","g294452-d941697","$$$$","Seafood, Mediterranean, European","Restaurants",177,122,0,"http://captaincook.bg/","Captain Cook Fish & Beef Restaurants - Верига ресторанти в България | Captaincook.bg",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d943213","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Sweet']","Sweet","Unclaimed",3,"December 10, 2019","Dimo Dichev, Sofia Bulgaria",42.63757,23.37954,"#1,148 of 1,226 Restaurants in Sofia","#1,148 of 1,226 Restaurants in Sofia",20,0,,"₪28 - ₪60",,"Dinner",,"Seating, Reservations, Table Service","False","True",35,30,35,,2,8,2,5,3,"German (1), French (1), English (18)","in rating","g294452-d943213","$$ - $$$",,"Restaurants",18,2,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d943626","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'The Sushi Bar']","The Sushi Bar","Claimed",4,"December 22, 2022","ul.Denkoglu 18, Sofia 1000 Bulgaria",42.693962,23.318819,"#119 of 1,226 Restaurants in Sofia","#6 of 30 Japanese in Sofia",139,0,,"₪40 - ₪89","Japanese","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Full Bar","True","True",45,40,40,40,68,44,13,6,8,"Japanese (1), Spanish (5), Swedish (1), Italian (9), English (110), Russian (6), French (1), Greek (1), Hebrew (2), Dutch (4)","in rating","g294452-d943626","$$ - $$$","Japanese, Vegetarian Friendly, Vegan Options","Restaurants",110,30,0,"http://www.thesushibar.bg","Начало","Начало","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9453088","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pizza Parma']","Pizza Parma","Unclaimed",3.5,"May 9, 2021","ul.Parensov 12, Sofia 1000 Bulgaria",42.688908,23.32944,"#802 of 1,226 Restaurants in Sofia","#111 of 153 Pizza in Sofia",8,0,,,"Pizza",,,"Reservations","False","True",,,,,1,3,3,1,0,"English (8)","in rating","g294452-d9453088","$$ - $$$","Pizza","Restaurants",8,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9453096","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pastoccino']","Pastoccino","Claimed",4,"September 10, 2023","ul.San Stefano 18, Sofia 1504 Bulgaria",42.692604,23.338894,"#512 of 1,226 Restaurants in Sofia","#118 of 275 Italian in Sofia",24,0,,"₪17 - ₪68","Italian, European, Seafood","Dinner, Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Outdoor Seating, Wheelchair Accessible, Accepts Credit Cards, Table Service","True","True",,,,,11,7,1,2,3,"Spanish (1), German (1), Italian (2), Dutch (2), French (1), English (17)","in rating","g294452-d9453096","$$ - $$$","Italian, Seafood, European","Restaurants",17,7,0,"http://www.facebook.com/PASTOCCINO-1075541012471444/","account_exists","Остерия Pastoccino","October 17 , 2023","Здравейте 
Накарахме ли Ви да се усмихнете днес?
Да, това вкусният ни домашен хляб. Получавате го нарязан на филийки в панерче или пък като част от палитрата ни от разядки и мусове.
Ето как изглежда щом излезне от фурната ни Остерия Pastoccino
Хайде и на апетит","4.5K likes • 4.6K followers","Intro
Атмосфера на гостоприемство и уют, първокласни италиански продукти и рецепти, отношение и любов.
Page · Mediterranean Restaurant
Ул. Сан Стефано 27 б, Sofia, Bulgaria
+359 88 718 1856
pastoccino@gmail.com
Closed now
Dine-in · Outdoor seating
Price Range · $$$
Rating · 4.6 (237 Reviews)
Offers free Wi-Fi",2023,"facebook","online","True","True",,,4600
"g294452-d9456175","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Amaro Bar']","Amaro Bar","Unclaimed",3.5,"April 2, 2023","Bul. Vitosha 15, Sofia 1000 Bulgaria",42.69435,23.32089,"#622 of 1,226 Restaurants in Sofia","#91 of 153 Pizza in Sofia",18,0,,"₪4 - ₪434","Pizza","Brunch",,"Seating, Wheelchair Accessible","False","True",40,25,30,,4,9,1,0,4,"French (2), Italian (4), English (11), Portuguese (1)","in rating","g294452-d9456175","$","Pizza","Restaurants",11,7,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9456841","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Venge Bar']","Venge Bar","Unclaimed",5,"March 12, 2016","Boulevard Patriarch Evtimii 6, Sofia 70 533 Bulgaria",42.68824,23.327553,"#36 of 39 Bars & Pubs in Sofia","#36 of 39 Bars & Pubs in Sofia",1,0,,,"Bar, Pub",,,,"False","True",,,,,1,0,0,0,0,"English (1)","fb_closed","g294452-d9456841",,"Bar, Pub","Bars & Pubs",1,0,0,"http://www.facebook.com/vengebar","account_exists","Venge Bar","August 20, 2020",,"2.3K likes • 2.3K followers","Intro
Телефон за резервации: 0899866995
Page · Whisky Bar
+359 89 986 6995
vengebarsofia@gmail.com
Permanently Closed
Price Range · $$
Rating · 4.6 (51 Reviews)",2020,"facebook","online","True","True",4.6,51,2300
"g294452-d9463135","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Home Kitchen']","Home Kitchen","Unclaimed",4,"October 26, 2017","ul.Ivan Denkoglu 38 Close to Vitosha Boulevard, Sofia 1000 Bulgaria",42.693615,23.321384,"#907 of 1,226 Restaurants in Sofia","#907 of 1,226 Restaurants in Sofia",4,0,,,,,,,"False","True",,,,,0,3,1,0,0,"English (2), German (1), Hebrew (1)","in rating","g294452-d9463135",,,"Restaurants",2,2,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d950603","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Commercial']","Commercial","Unclaimed",4,"March 16, 2013","27 Shishman str., Sofia Bulgaria",42.58007,23.42068,"#892 of 1,226 Restaurants in Sofia","#892 of 1,226 Restaurants in Sofia",5,0,,,"Mediterranean","Lunch, Dinner",,,"True","False",,,,,2,2,1,0,0,"English (5)","in rating","g294452-d950603",,"Mediterranean","Restaurants",5,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d952099","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'The Apartment']","The Apartment","Claimed",3.5,"February 11, 2023","ul.Neofit Rilski 68, Sofia 1000 Bulgaria",42.68971,23.324352,"#18 of 53 Desserts in Sofia","#18 of 53 Dessert in Sofia",190,0,,,"Indian","Late Night, Drinks","Vegetarian Friendly","Highchairs Available, Buffet, Seating, Serves Alcohol, Wine and Beer, Digital Payments, Cash Only, Free Wifi","True","True",40,35,35,45,80,45,19,14,32,"Greek (1), Spanish (8), Swedish (1), Dutch (5), German (7), Hebrew (1), Chinese (Trad.) (2), French (5), English (135), Russian (2), Italian (20), Portuguese (3), Chinese (Sim.) (2)","in rating","g294452-d952099","$$ - $$$","Dessert, Indian, Vegetarian Friendly","Desserts",135,57,0,"http://www.facebook.com/apartamenta","account_exists","The Apartment Апартамента","August 9, 2023","Мили приятели, ‘Апартамента’ е затворен това лято.
Имам нужда от време да измисля следващи добри идеи, последните няколко години не бях в топ форма и затова Ви моля за разбиране.
Скоро отново ще вляза в перфектна форма и ще Ви зарадвам с начинанията си.","5.4K likes • 5.5K followers","Intro
Официална страница на Апартамента
Official page of The Apartment
NGO for Art, Culture and Ecology!
Page · Candy Store
68, Neofit Rilski Str, Sofia, Bulgaria
+359 87 878 7123
apartmental@gmail.com
facebook.com/apartamenta
Temporarily Closed
Offers free Wi-Fi with purchase",2023,"facebook","online","True","True",,,5500
"g294452-d952571","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Chepishev']","Chepishev - CLOSED","Claimed",4.5,"August 27, 2018","Kv. Boiana Ul.Ivan Yonchev 27, Sofia 1618 Bulgaria",42.67384,23.28078,,,13,0,,"₪60 - ₪80","European, Central European","Dinner, Lunch",,"Reservations, Seating, Table Service","False","True",40,40,40,35,8,2,2,1,0,"French (2), Italian (1), German (1), Russian (1), English (8)","closed","g294452-d952571","$$ - $$$","European, Central European",,8,5,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d952585","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Park Cafe']","Park Cafe - CLOSED","Unclaimed",3.5,"January 18, 2017","ul.Akad. Metodi Popov 26, Sofia 1113 Bulgaria",42.67305,23.34915,,,6,0,,"₪40 - ₪60",,,,,"False","True",,,,,2,2,1,0,1,"English (2), Italian (2), Chinese (Sim.) (1), Greek (1)","closed","g294452-d952585","$$ - $$$",,,2,4,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d952586","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Djepeto']","Djepeto","Unclaimed",3.5,"December 17, 2018","Gurko 19, Sofia Bulgaria",42.67824,23.42683,"#993 of 1,226 Restaurants in Sofia","#993 of 1,226 Restaurants in Sofia",6,0,,"₪40 - ₪60",,"Breakfast",,"Reservations, Buffet","False","True",,,,,2,2,0,1,1,"English (6)","in rating","g294452-d952586","$$ - $$$",,"Restaurants",6,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d952587","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Laguna']","Laguna","Claimed",4,"January 6, 2023","ulitsa Hristo Belchev 13 Central City Part, Sofia 1000 Bulgaria",42.693306,23.321829,"#17 of 53 Desserts in Sofia","#17 of 53 Dessert in Sofia",118,0,,"₪40 - ₪93","European","Drinks",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Takeout, Full Bar","True","True",40,35,40,45,48,36,13,10,11,"Greek (6), French (2), Dutch (1), Hebrew (1), Russian (7), Spanish (7), Italian (10), English (80), Turkish (1), German (3)","in rating","g294452-d952587","$$ - $$$","Dessert, European","Desserts",80,38,0,"http://www.laguna-bg.com","Сладкарница Лагуна • Разнообразие от торти • Laguna-bg.com | Сладкарници Лагуна","Сладкарница Лагуна • Разнообразие от торти • Laguna-bg.com | Сладкарници Лагуна","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9558328","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Q-Ftetaria']","Q-Ftetaria","Claimed",4,"September 4, 2022","ul.Angel Kanchev 1 On The Second Floor, Sofia 1000 Bulgaria",42.693146,23.32262,"#120 of 1,226 Restaurants in Sofia","#89 of 469 European in Sofia",96,0,,,"Bar, Barbecue, European, Central European","Lunch, Dinner, Drinks","Vegetarian Friendly","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Free Wifi, Table Service, Delivery, Highchairs Available, Full Bar","True","True",45,40,40,,44,31,14,2,5,"Greek (1), Spanish (1), Italian (4), German (1), Swedish (1), French (4), English (82), Portuguese (1), Dutch (1)","in rating","g294452-d9558328","$$ - $$$","Bar, Barbecue, European","Restaurants",82,14,0,"http://q-ftetaria.bg/english/","ENGLISH | Q-Ftetaria","Q-Ftetaria","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9562438","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Azahar']","Azahar","Unclaimed",3.5,"September 23, 2020","84 Krum Popov Strasse, Sofia 1421 Bulgaria",42.678932,23.322397,"#868 of 1,226 Restaurants in Sofia","#169 of 214 Eastern European in Sofia",10,0,,,"Spanish, Mediterranean, Eastern European",,,"Reservations","False","False",40,40,35,,4,2,1,0,3,"Spanish (1), French (1), English (8)","in rating","g294452-d9562438","$$$$","Mediterranean, Spanish, Eastern European","Restaurants",8,2,0,"http://azahar.bg/","Azahar.bg – Restaurant Azahar",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d9562695","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Boyansko Hanche']","Boyansko Hanche","Unclaimed",4,"July 30, 2023","Sofia Bulgaria",42.64626,23.26694,"#404 of 1,226 Restaurants in Sofia","#404 of 1,226 Restaurants in Sofia",30,0,,,"Eastern European","Lunch, Dinner","Vegetarian Friendly","Reservations, Seating, Serves Alcohol, Table Service","False","True",40,40,35,,13,9,3,3,2,"French (1), Spanish (1), Japanese (1), English (16), Italian (6), Russian (3), German (2)","in rating","g294452-d9562695","$$ - $$$","Eastern European, Vegetarian Friendly","Restaurants",16,14,0,"http://sofia.zavedenia.com/uk/2157/offers/29500","Ресторанти в София | Zavedenia.bg","Ресторанти в София | Zavedenia.bg","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9598222","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Cotto']","Cotto","Unclaimed",4,"March 22, 2020","Oborishte 63, Sofia 1000 Bulgaria",42.694378,23.345514,"#412 of 1,226 Restaurants in Sofia","#75 of 117 Central European in Sofia",24,0,,,"Central European","Dinner, Lunch","Vegetarian Friendly","Reservations, Seating, Table Service","False","True",40,40,35,,10,4,5,4,1,"Portuguese (1), Italian (1), German (1), English (20), French (1)","in rating","g294452-d9598222","$$ - $$$","Central European, Vegetarian Friendly","Restaurants",20,4,0,"https://www.facebook.com/cottorestaurantsofia","account_exists","Cotto Restaurant",,"no_posts","Facebook is showing information to help you better understand the purpose of a Page. See actions taken by the people who manage and post content.","About
See all
Уютна атмосфера, безупречно обслужване. Прясна паста, приготвена на място
""COTTO"" обединява уютна арт обстановка с невероятни кулинарни изкушения.Ние съчетаваме радостта за окото с блаженството за небцето на по чаша вино
18 people like this
18 people follow this
+359 87 718 6688
cottorestaurantsofia@gmail.com
Price range
  · $$
Mediterranean Restaurant · Family Style Restaurant",0,"facebook","online","True","True",,,0
"g294452-d9609642","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Beer Box Grill&Beer']","Beer Box Grill&Beer","Claimed",3.5,"October 15, 2022","bul.Aleksandar Malinov 38, Sofia 1784 Bulgaria",42.649204,23.37734,"#393 of 1,226 Restaurants in Sofia","#40 of 144 Pub in Sofia",67,0,,"₪11 - ₪33","Barbecue, Pub","Lunch, Dinner","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Television","True","True",30,35,35,,27,15,11,5,9,"English (62), Italian (5), Russian (3)","in rating","g294452-d9609642","$$ - $$$","Barbecue, Pub, Vegetarian Friendly","Restaurants",62,8,0,"http://www.facebook.com/BeerBox-456124207909007/","account_exists","BeerBox Grill&Beer","August 21, 2023"," Beer Box 
Здравейте, приятели на вкусното и неустоимо! 
Съчетанието от свежи съставки и внимателно подбрани подправки прави нашия бургер истинско вкусово изживяване. Поднесен с любов и грижа, всеки хапка е като пътешествие към съвършенството на вкуса! 
Зап… See more","8K likes • 8.1K followers","Intro
Бирен ресторант №1 на София за 2016, 2017 и 2019г! Над 100 вида бира и вкусни месни предложения! BIO
Page · Pub
38 Alexander Malinov Blvd / бул. Александър Малинов 38, Sofia, Bulgaria
+359 87 982 4000
beerbox@abv.bg
beerbox.bar
Open now
Dine-in · Outdoor seating · In-store pickup
Price Range · $$",2023,"facebook","online","True","True",,,8100
"g294452-d968048","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Geppetto II']","Geppetto II - CLOSED","Unclaimed",3.5,"February 14, 2012","ul.Graf Ignatiev 4, Sofia 1000 Bulgaria",42.69425,23.32228,,,3,0,,,,,,,"False","False",,,,,0,1,2,0,0,"English (3)","closed","g294452-d968048",,,,3,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d969357","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Ugo']","Ugo","Unclaimed",3,"July 6, 2023","ul.Han Krum 2, Sofia 1000 Bulgaria",42.691666,23.319868,"#1,151 of 1,226 Restaurants in Sofia","#454 of 469 European in Sofia",248,0,,,"Italian, Pizza, European","Lunch, Late Night","Vegetarian Friendly","Delivery, Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Reservations","False","True",30,30,35,35,50,61,45,29,63,"Spanish (6), Portuguese (5), Turkish (3), French (2), Norwegian (1), Swedish (1), Greek (7), Italian (44), Hebrew (3), Russian (2), English (164), German (6), Dutch (4)","in rating","g294452-d969357","$$ - $$$","Italian, Pizza, European","Restaurants",164,84,0,"http://www.ugo.bg","UGO restaurants","UGO restaurants","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9699707","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Jerusalem Kosher Food']","Jerusalem Kosher Food","Claimed",3.5,"August 9, 2023","ul.Trapezitsa 4 Tzum shoping center, Ground floor, Sofia 1000 Bulgaria",42.69848,23.32263,"#311 of 1,226 Restaurants in Sofia","#9 of 25 Middle Eastern in Sofia",95,0,,"₪15 - ₪217","Middle Eastern, Israeli, Mediterranean","Lunch, Dinner, Drinks","Kosher, Vegetarian Friendly, Vegan Options","Seating, Wheelchair Accessible, Table Service, Takeout, Private Dining, Street Parking, Highchairs Available, Wine and Beer, Free Wifi, Accepts Credit Cards","True","True",45,45,40,,50,13,6,9,17,"Hebrew (30), Spanish (1), Italian (4), English (54), French (4), Portuguese (1), Dutch (1)","in rating","g294452-d9699707","$","Mediterranean, Middle Eastern, Israeli","Restaurants",54,41,0,"http://www.facebook.com/Jerusalemmkosherfood/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g294452-d9706756","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Spaggo']","Spaggo","Unclaimed",4,"February 9, 2018","bul.Sitnyakovo 48 Oborishte, Sofia 1505 Bulgaria",42.69178,23.354525,"#641 of 1,226 Restaurants in Sofia","#641 of 1,226 Restaurants in Sofia",12,0,,,"Mediterranean","Dinner, Lunch, Brunch",,"Reservations, Seating, Table Service, Wheelchair Accessible","False","True",35,45,35,,4,4,1,3,0,"English (9), Italian (1), Russian (1), French (1)","in rating","g294452-d9706756","$$ - $$$","Mediterranean","Restaurants",9,3,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9712535","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Marionette Bar & Dinner']","Marionette Bar & Dinner","Claimed",3.5,"March 8, 2022","Blvd James Bourchier 100, Sofia 1000 Bulgaria",42.671707,23.318237,"#639 of 1,226 Restaurants in Sofia","#91 of 117 Central European in Sofia",62,0,,"₪85 - ₪212","Italian, Bar, French, American, International, Sushi, European, Central European","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly","Reservations, Seating, Parking Available, Street Parking, Free off-street parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Discover, Validated Parking, Television, Wheelchair Accessible, Accepts Credit Cards, Table Service","True","True",40,40,40,,25,14,6,4,13,"Greek (1), Spanish (2), German (2), Italian (10), English (42), French (1), Russian (2), Hebrew (2)","in rating","g294452-d9712535","$$ - $$$","Italian, French, American","Restaurants",42,20,0,"http://marionette.bg","Home - MARIONETTE Bar & Dinner","Home - MARIONETTE Bar & Dinner","nan",,,,0,"non-facebook","online","True","True",,,0
