"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g274927-d19114302","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Sibling Coffee']","Sibling Coffee","Unclaimed",,,"Werferova 6, Kosice 04011 Slovakia",48.70673,21.24514,,,0,0,,,"Cafe",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g274927-d19114302","$","Cafe",,0,0,0,"http://siblingcoffee.sk","Mód údržby","Mód údržby","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d19119804","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Babetta KGP']","Babetta KGP","Claimed",5,"September 19, 2023","Werferova 6, Kosice 040 01 Slovakia",48.70623,21.246181,"#45 of 229 Restaurants in Kosice","#45 of 229 Restaurants in Kosice",9,0,,"₪8 - ₪59","Contemporary, International","Breakfast, Lunch, Brunch, Drinks",,"Free Wifi, Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service, Drive Thru, Dog Friendly, Family style, Gift Cards Available","True","True",50,50,50,,9,0,0,0,0,"English (3), Slovak (4), Czech (1), Spanish (1)","in rating","g274927-d19119804","$","International, Contemporary","Restaurants",3,6,4,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d19268097","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Macarons Kosice']","Macarons Košice","Claimed",5,"June 21, 2021","Štúrova 7/14 Medzi Capricorn a Helium King, Kosice 04001 Slovakia",48.716137,21.258114,"#77 of 229 Restaurants in Kosice","#77 of 229 Restaurants in Kosice",5,0,,,"French, Cafe, European","Breakfast, Lunch, Dinner, Drinks",,"Reservations, Seating, Street Parking, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants","True","True",,,,,5,0,0,0,0,"Slovak (4), English (1)","in rating","g274927-d19268097","$$ - $$$","French, Cafe, European","Restaurants",1,4,4,"http://www.macaronskosice.sk","Macarons – Macarons","Macarons – Macarons","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d19338079","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'La Hacienda']","La Hacienda","Claimed",5,"August 27, 2023","Masiarska 430/8 Kráľovský dvor, Kosice 040 01 Slovakia",48.72135,21.254097,"#15 of 229 Restaurants in Kosice","#1 of 2 Mexican in Kosice",31,0,,"₪17 - ₪85","Mexican","Lunch, Dinner, Drinks",,"Takeout, Reservations, Accepts Credit Cards, Table Service, Seating","True","True",50,50,50,,29,1,1,0,0,"Slovak (15), English (15), Norwegian (1)","in rating","g274927-d19338079","$$ - $$$","Mexican","Restaurants",15,16,15,"http://lahacienda.sk/","La Hacienda – Mexická reštaurácia Košice",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g274927-d19363105","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Taumi']","Taumi","Unclaimed",5,"July 15, 2022","Hlavna 68, Kosice 4001 Slovakia",48.722576,21.256432,"#31 of 229 Restaurants in Kosice","#2 of 7 Japanese in Kosice",18,0,,,"Japanese, Sushi, Asian, Vietnamese","Lunch, Dinner",,"Reservations, Table Service, Seating","True","True",,,,,15,3,0,0,0,"English (11), Spanish (2), Russian (1), Slovak (4)","in rating","g274927-d19363105","$$ - $$$","Japanese, Sushi, Asian","Restaurants",11,7,4,"https://www.facebook.com/taumi.kosice/","account_exists","Taumi Košice Hlavná 68","September 14, 2023","Aj na zajtrajší sviatok máme otvorené, priatelia! od 12:00 do 22:00","4.8K likes • 5K followers","Intro
Autentická reštaurácia so širokou ponukou jedál z juhovýchodnej Ázie
Page · Asian Fusion Restaurant
Hlavná 68, Kosice, Slovakia
+421 910 505 568
Open now
Dine-in · Curbside pickup
Price Range · $$$
Rating · 4.4 (86 Reviews)",2023,"facebook","online","True","True",4.4,86,5000
"g274927-d19393343","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'MARIN']","MARIN","Claimed",5,"May 9, 2020","Presovska cesta 21 Dargovských hrdinov, Kosice 040 01 Slovakia",48.72696,21.27736,"#167 of 229 Restaurants in Kosice","#65 of 81 European in Kosice",1,0,,"₪13 - ₪25","European","Lunch, Dinner",,,"True","True",,,,,1,0,0,0,0,"Slovak (1), English","in rating","g274927-d19393343","$","European","Restaurants",0,1,1,"http://www.pizzamarin.sk","MARIN - donášková služba","MARIN - donášková služba","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d19410663","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'NICO CAFFE']","NICO CAFFÉ","Claimed",4,"July 31, 2023","Kuzmanyho 1, Kosice 04001 Slovakia",48.72628,21.24939,"#102 of 229 Restaurants in Kosice","#1 of 1 Japanese Fusion in Kosice",11,0,,,"European, Thai, Arabic, Japanese Fusion","Breakfast, Lunch, Dinner, Brunch, Drinks",,"Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Family style, Non-smoking restaurants","True","True",40,45,40,,8,0,1,0,2,"Slovak (7), Czech (1), English (3)","in rating","g274927-d19410663","$$ - $$$","European, Thai, Arabic","Restaurants",3,8,7,"https://www.facebook.com/nicokosice/?pageid=287719775465564&ftentidentifier=338076773763197&padding=0","account_exists","NICO CAFFÉ Košice is in Kosice, Slovakia.","May 19, 2023","Ľadový cajík? 
#fruit #dnespijem #tesimesenavas #ladovycaj #limonada #summer #spring #kosice","3.6K likes • 3.8K followers","Intro
raňajky & pan asia bistro
Page · Breakfast & Brunch Restaurant
Kuzmányho 1, Kosice, Slovakia
+421 917 478 034
office@kavejo.sk
Open now
Dine-in · Outdoor seating · In-store pickup
Price Range · $$
Rating · 4.0 (44 Reviews)",2023,"facebook","online","True","True",4,44,3800
"g274927-d19484992","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Slavianka Cafe']","Slavianka Cafe","Unclaimed",,,"Alzbetina 12, Kosice 04001 Slovakia",48.71979,21.25614,,,0,0,,,"European, Slovenian",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g274927-d19484992","$","European, Slovenian",,0,0,0,"https://www.facebook.com/slaviankacafe/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g274927-d19597718","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Masala Indian Restaurant and Bar']","Masala Indian Restaurant and Bar","Claimed",5,"December 12, 2019","Hlavna 73, Kosice 04001 Slovakia",48.723045,21.257046,"#136 of 229 Restaurants in Kosice","#5 of 8 Indian in Kosice",2,0,,"₪17 - ₪64","Indian","Lunch, Dinner, Drinks",,"Delivery, Takeout, Reservations, Buffet, Seating, Television, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Family style","True","True",,,,,2,0,0,0,0,"English (2)","in rating","g274927-d19597718","$$ - $$$","Indian","Restaurants",2,0,0,"https://www.facebook.com/masalakosice","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g274927-d20098254","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Subway']","Subway - CLOSED","Unclaimed",5,"April 24, 2021","Moldavská Cesta 32, Kosice 040 11 Slovakia",48.69543,21.237938,,,2,0,,,,"Breakfast, Lunch, Dinner",,,"False","True",,,,,2,0,0,0,0,"Slovak (1), English, Serbian (1)","closed","g274927-d20098254",,,,0,2,1,"https://restaurants.subway.com/slovakia/kosice/moldavska-cesta-32?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=68086&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjk2MjctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D","Subway® Restaurants - Sandwiches, Salads, Wraps & More | SUBWAY at Moldavská Cesta 32 Košice","All Subway Locations | Subs, Sandwiches, Salads","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d20105971","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Subway']","Subway - CLOSED","Unclaimed",,,"Námestie Osloboditelov 1, Kosice 4001 Slovakia",48.720997,21.257748,,,0,0,,,,"Breakfast, Lunch, Dinner",,,"False","True",,,,,0,0,0,0,0,,"closed","g274927-d20105971",,,,0,0,0,"https://restaurants.subway.com/slovakia/kosice/namestie-osloboditelov-1?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=51301&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjk2MjktNzY5LWxvY2F0aW9uLndlYnNpdGU%3D","Subway® Restaurants - Sandwiches, Salads, Wraps & More | SUBWAY at Námestie Osloboditelov 1 Košice","All Subway Locations | Subs, Sandwiches, Salads","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d2025176","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Camelot - medieval restaurant']","Camelot - medieval restaurant","Claimed",4,"October 7, 2023","Kováčska 19, Kosice 04004 Slovakia",48.722504,21.25919,"#13 of 229 Restaurants in Kosice","#13 of 229 Restaurants in Kosice",341,0,,"₪16 - ₪88","European, Eastern European, Central European","Lunch, Dinner, Late Night",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Free Wifi","True","True",40,40,40,40,142,105,58,18,18,"Portuguese (2), Polish (5), German (14), Dutch (2), English (171), Russian (10), Slovak (69), Chinese (Trad.) (1), Italian (35), Danish (2), Norwegian (1), Hebrew (2), Spanish (4), Japanese (1), Turkish (2), Finnish (1), Hungarian (4), French (12), Czech (3)","in rating","g274927-d2025176","$$ - $$$","European, Eastern European, Central European","Restaurants",171,170,69,"http://www.bestrestaurant.sk","MattO","MattO","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d20483674","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Viet Bistro']","Viet Bistro","Unclaimed",2.5,"March 8, 2022","Popradska 92, Kosice 040 01 Slovakia",48.699787,21.237265,"#217 of 229 Restaurants in Kosice","#13 of 13 Asian in Kosice",2,0,,"₪13 - ₪21","Chinese, Asian, Vietnamese",,,,"False","True",,,,,0,1,0,0,1,"English, Slovak (2)","in rating","g274927-d20483674","$","Chinese, Asian, Vietnamese","Restaurants",0,2,2,"http://www.vietbistro.sk","www.vietbistro.sk Košice","www.vietbistro.sk Košice","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d2065236","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Krcma Letna']","Krcma Letna","Claimed",4.5,"March 7, 2023","Letna 1 Letna 1, 04001, Košice, Košický kraj, Kosice 040 01 Slovakia",48.73157,21.249538,"#30 of 229 Restaurants in Kosice","#30 of 229 Restaurants in Kosice",65,0,,,"European, Central European","Lunch, Dinner","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Serves Alcohol, Full Bar, Table Service","True","True",45,45,40,,42,12,7,1,3,"Russian (4), French (1), Hebrew (1), German (4), Danish (1), Italian (2), Hungarian (1), Slovak (23), English (28)","in rating","g274927-d2065236","$$ - $$$","European, Central European, Vegetarian Friendly","Restaurants",28,37,23,"http://www.krcma-letna.sk","Gastronomický zážitok prepojený s luxusom | Krčma Letná","Gastronomický zážitok prepojený s luxusom | Krčma Letná","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d20937689","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Quick Bar']","Quick Bar","Unclaimed",,,"Lorincik 51, Kosice 04011 Slovakia",48.68999,21.19277,"#228 of 229 Restaurants in Kosice",,0,0,,"₪13 - ₪42","Italian","Lunch, Dinner",,,"True","True",,,,,0,0,0,0,0,,"in rating","g274927-d20937689","$","Italian","Restaurants",0,0,0,"https://web.facebook.com/pages/category/Beer-Bar/Quick-Bar-122365791137000/?_rdc=1&_rdr","account_exists","Fabbro Pizzeria&Restaurant","October, 2023","Obedové menu PIATOK 20.10.2023 ","2K likes • 2.1K followers","Intro
Page · Pizza place
Lorinčík 51, Kosice, Slovakia
+421 904 053 012
fabbro.sk
Closed now
Dine-in · Outdoor seating · Curbside pickup
Price Range · $$
Rating · 4.3 (73 Reviews)",2023,"facebook","online","True","True",4.3,73,2100
"g274927-d21039528","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'REPUBLIKA VYCHODU - Atrium Optima']","REPUBLIKA VÝCHODU - Atrium Optima","Claimed",3,"October 6, 2022","Moldavská Cesta Atrium Optima, Kosice 04011 Slovakia",48.695988,21.23674,"#203 of 229 Restaurants in Kosice","#26 of 29 Pub in Kosice",1,0,,,"Bar, European, Pub, Diner, Healthy, Gastropub, Soups, Central European","Breakfast, Lunch, Dinner, Brunch",,,"False","True",,,,,0,0,1,0,0,"English (1)","in rating","g274927-d21039528","$$ - $$$","Bar, European, Pub","Restaurants",1,0,0,"http://www.republikavychodu.sk","Domov - Republika Východu","Domov - Republika Východu","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d21137767","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Vega Heaven']","Vega Heaven","Claimed",4.5,"September 3, 2021","Orlia 10, Kosice 04001 Slovakia",48.720367,21.260273,"#73 of 229 Restaurants in Kosice","#3 of 8 Indian in Kosice",12,0,,"₪21 - ₪42","Indian, European, Healthy, Soups","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Family style, Non-smoking restaurants","True","True",,,,,9,0,2,0,1,"English (5), Slovak (6), Swedish (1)","in rating","g274927-d21137767","$","Indian, European, Healthy","Restaurants",5,7,6,"http://www.vegaheaven.sk/","Domov - Vega Heaven",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g274927-d21221106","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'The Bridge - Street & Casual Food']","The Bridge - Street & Casual Food","Unclaimed",5,"September 26, 2020","Masarykova 2, Kosice 04001 Slovakia",48.72859,21.258303,"#162 of 229 Restaurants in Kosice","#13 of 18 Eastern European in Kosice",1,0,,"₪13 - ₪42","Fast Food, Eastern European",,,,"False","True",,,,,1,0,0,0,0,"Slovak (1), English","in rating","g274927-d21221106","$","Fast Food, Eastern European","Restaurants",0,1,1,"http://www.facebook.com/THEBRIDGEKOSICE","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g274927-d21230759","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Zlaty Dvor - Cafe & Shisha Bar']","Zlaty Dvor - Café & Shisha Bar","Claimed",5,"March 26, 2023","Námestie Osloboditelov 20, Kosice 04001 Slovakia",48.717873,21.26204,"#116 of 229 Restaurants in Kosice","#17 of 29 Pub in Kosice",2,0,,,"Bar, Cafe, Pub","Late Night, Drinks",,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards","True","True",,,,,2,0,0,0,0,"English, Slovak (2)","in rating","g274927-d21230759","$$$$","Bar, Cafe, Pub","Restaurants",0,2,2,"http://zlatydvor.com/","Zlatý Dvor | Shisha & Koktail Bar Košice |",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g274927-d21241561","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'MEDELLIN club']","MEDELLIN club","Claimed",5,"September 1, 2020","Masiarska 46, Kosice 04001 Slovakia",48.723488,21.254301,"#163 of 229 Restaurants in Kosice","#22 of 26 Bar in Kosice",1,0,,,"Bar, Asian, Pub, Burmese, Dining bars",,,,"False","True",,,,,1,0,0,0,0,"English (1)","in rating","g274927-d21241561","$","Bar, Asian, Pub","Restaurants",1,0,0,"http://www.medellin.sk","Domov","Domov","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d21255188","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Zmrlina Jusufi']","Zmrlina Jusufi","Unclaimed",5,"August 29, 2020","Trieda Snp 22, Kosice 04011 Slovakia",48.719543,21.232277,"#160 of 229 Restaurants in Kosice","#160 of 229 Restaurants in Kosice",1,0,,,,,,,"False","True",,,,,1,0,0,0,0,"English (1)","in rating","g274927-d21255188","$",,"Restaurants",1,0,0,"http://sk-sk.facebook.com/zmrzlinajusufi","account_exists","Zmrzlina Jusufi","June 18, 2023","Najkrajšie momenty
                                     Ďakujeme ","1.7K likes • 1.8K followers","Intro
Mňamka
Page · Ice Cream Shop
Trieda SNP 22, Kosice, Slovakia
+421 908 631 221
Open now
Curbside pickup · In-store pickup
Price Range · $$
Rating · 4.7 (32 Reviews)",2023,"facebook","online","True","True",4.7,32,1800
"g274927-d21311617","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'OhniskO Fire Dining & Brew Bar']","OhniskO Fire Dining & Brew Bar","Claimed",4.5,"September 1, 2023","Gorkého 9, Kosice 040 01 Slovakia",48.730972,21.254686,"#64 of 229 Restaurants in Kosice","#64 of 229 Restaurants in Kosice",9,0,,,"Steakhouse, Barbecue, Pub, Fusion, Bar","Dinner, Late Night, Drinks",,"Reservations, Delivery, Takeout, Outdoor Seating, Parking Available, Television, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Waterfront, BYOB, Dog Friendly, Gift Cards Available","True","True",,,,,7,0,1,1,0,"Slovak (1), English (8)","in rating","g274927-d21311617",,"Steakhouse, Bar, Barbecue, Pub","Restaurants",8,1,1,"http://ohnisko.com","Ohnisko Fire Dining & Brew Bar -","Ohnisko Fire Dining & Brew Bar -","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d21339528","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Hoblina Gallery Cafe']","Hoblina Gallery Cafe","Unclaimed",,,"Hrnčiarska 21, Kosice 040 01 Slovakia",48.723984,21.259268,,,0,0,,"₪8 - ₪42","Cafe",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g274927-d21339528","$","Cafe",,0,0,0,"http://www.hoblinagallery.sk","Kaviareň • Galéria • Umelecké kurzy • Hoblina Gallery","Kaviareň • Galéria • Umelecké kurzy • Hoblina Gallery","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d2175869","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Dolna brana']","Dolna brana","Unclaimed",4.5,"September 19, 2012","Kosice 04001 Slovakia",,,"#189 of 229 Restaurants in Kosice","#189 of 229 Restaurants in Kosice",2,0,,,,,,,"False","False",,,,,1,1,0,0,0,"English (1), German (1)","in rating","g274927-d2175869",,,"Restaurants",1,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d2239951","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Bamboo Sushi and Grill Bar']","Bamboo Sushi and Grill Bar","Unclaimed",3.5,"August 16, 2021","Hlavna 78, Kosice 04001 Slovakia",48.72345,21.25611,"#81 of 229 Restaurants in Kosice","#6 of 7 Japanese in Kosice",50,0,,,"Asian, Japanese, Sushi","Lunch, Dinner","Vegetarian Friendly","Takeout, Reservations, Seating, Serves Alcohol, Table Service","True","True",40,30,35,35,13,12,14,8,3,"Slovak (10), Japanese (3), Italian (1), Spanish (1), Serbian (1), French (2), English (30), Norwegian (2)","in rating","g274927-d2239951","$$ - $$$","Japanese, Sushi, Asian","Restaurants",30,20,10,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d2263534","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Piano Restaurant']","Piano Restaurant","Claimed",3.5,"June 28, 2020","Hlavna 92, Kosice Slovakia",48.72448,21.2557,"#137 of 229 Restaurants in Kosice","#18 of 24 Italian in Kosice",25,0,,,"Pizza, Italian, European","Lunch, Late Night","Vegetarian Friendly","Seating, Reservations, Table Service","False","True",40,35,35,45,5,11,5,2,2,"English (18), German (1), Norwegian (3), Slovak (3)","in rating","g274927-d2263534","$$ - $$$","Italian, Pizza, European","Restaurants",18,7,3,"http://www.piano-cafe.sk/home.html","404 Not Found","403 Forbidden","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g274927-d2272385","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Golem Pub']","Golem Pub","Claimed",4,"October 1, 2023","Dominikanske namestie 15, Kosice 040 01 Slovakia",48.72045,21.254921,"#18 of 229 Restaurants in Kosice","#18 of 229 Restaurants in Kosice",112,0,,,"Bar, European, Eastern European, Central European, International, Pub","Lunch, Dinner",,"Outdoor Seating, Seating, Television, Serves Alcohol, Table Service, Reservations, Full Bar","True","True",40,40,45,40,55,38,11,4,4,"English (52), Norwegian (1), Polish (4), Slovak (22), Greek (1), Spanish (4), Japanese (1), Russian (19), Czech (2), Italian (2), German (2), Hungarian (2)","in rating","g274927-d2272385","$","Bar, International, European","Restaurants",52,60,22,"http://www.pivovargolem.sk","Pivovar Golem","Pivovar Golem","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d23022464","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Glory Cafe']","Glory Café","Unclaimed",,,"Alžbetiná 12, Kosice 04001 Slovakia",48.719753,21.256151,,,0,0,,,,,,,"False","True",,,,,0,0,0,0,0,,"in rating","g274927-d23022464","$","Bar, Cafe, Pub",,0,0,0,"https://m.facebook.com/GloryCafeKosice/?ref=bookmarks","account_exists","Glory Café","October, 2023","Novinka miniatúrne prosecca 
 príďte si ich k nám vychutnať. Tešíme sa na Vás Po-Pia 9:00-19:00 a Soboty 11:00-16:00
#prosecco #proseccotime #proseccolover #italy #drinks #aperitivo #italia #proseccolover","369 likes • 382 followers","Intro
Nechajte sa pozvať na svoju šálku oddychu a vychutnajte si výhľad na Dóm sv. Alžbety.
Page · Coffee shop
Alžbetina 12, Kosice, Slovakia
+421 917 216 977
glory.kaviaren@gmail.com
Open now
Not yet rated (3 Reviews)",2023,"facebook","online","True","True",,3,382
"g274927-d23096104","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Mogu-mogu Cafe & Food']","Mogu-mogu Café & Food","Unclaimed",5,"May 8, 2023","Mäsiarska 8, Kosice 04001 Slovakia",48.72147,21.253927,"#58 of 229 Restaurants in Kosice","#4 of 7 Japanese in Kosice",6,0,,,"Japanese, Asian, Soups",,,,"False","False",,,,,6,0,0,0,0,"Slovak (2), English (4)","in rating","g274927-d23096104","$$ - $$$","Japanese, Asian, Soups","Restaurants",4,2,2,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d23131802","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'MANNO']","MANNO","Claimed",,,"Zvonárska 13, Kosice 04001 Slovakia",48.719482,21.260698,,,0,0,,,,"Lunch, Dinner",,,"True","True",,,,,0,0,0,0,0,,"in rating","g274927-d23131802",,,,0,0,0,"https://www.facebook.com/manno.kosice/","account_exists","MANNO created an event.","June 21, 2023",,"1.7K likes • 1.7K followers","Intro
𝔸𝕕𝕕𝕚𝕔𝕥𝕖𝕕 𝕥𝕠 𝕓𝕖𝕖𝕗

Prémiový Street food v srdci Košíc,
Page · Steakhouse
Stará Baštová 11, Košice - Staré Mesto, Slovakia
+421 949 002 620
manno.kosice@gmail.com
instagram.com/manno_kosice
Open now
Rating · 5.0 (20 Reviews)",2023,"facebook","online","True","True",5,20,1700
"g274927-d23142973","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'My Little Budapest']","My Little Budapest","Claimed",,,"Kovacska 4, Kosice 04001 Slovakia",48.721203,21.259668,,,0,0,,,,"Lunch, Drinks",,"Seating, Free Wifi, Accepts Credit Cards, Gift Cards Available","True","True",,,,,0,0,0,0,0,,"in rating","g274927-d23142973","$","European",,0,0,0,"https://www.facebook.com/mojamalabudapest/","account_exists","Moja Malá Budapešť","October, 2023","Na toto sa teším celý rok 
 Perníčkový cheesecake z domácich perníčkov, ktoré si naša cukrárka pečie sama 
 keďže sa pripravuje na Vianoce - vianočnú ponuku, pripravila pre Vás tento dokonalý cheesik aj keď sú Vianky ešte ďaleko 
 @gabi_meluchova_cakes_by_buksy  ďakujeme ","1.2K likes • 1.2K followers","Intro
Kaviareň
Page · Coffee shop
Kováčska 4, Kosice, Slovakia
+421 917 824 446
fulkaroman@gmail.com
Closed now
In-store pickup
Price Range · $$
Rating · 5.0 (5 Reviews)",2023,"facebook","online","True","True",5,5,1200
"g274927-d23167843","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Mnaukafe Macacia Kaviaren']","Mňaukafé Mačacia Kaviareň","Claimed",5,"June 15, 2023","Hlavná 43/80, Kosice 04001 Slovakia",48.723396,21.25504,"#14 of 22 Coffee & Tea in Kosice","#14 of 22 Coffee & Tea in Kosice",2,0,,,"Cafe",,,"Reservations, Cash Only, Free Wifi","False","True",,,,,2,0,0,0,0,"English (2)","in rating","g274927-d23167843","$","Cafe","Coffee & Tea",2,0,0,"https://www.facebook.com/mnaukafe","account_exists","Mňaukafé mačacia kaviareň","February 16, 2021","Jedno veľké Ďakujeme ","4.7K likes • 4.8K followers","Intro
Vidíme sa v Mňau Kafé v Košiciach, kde si možeš vychutnať domáci cheesecake, úžasnú kávu
Page · Coffee shop
Kosice, Slovakia
+421 948 125 124
mnaukaci@gmail.com
Rating · 4.9 (121 Reviews)",2021,"facebook","online","True","True",4.9,121,4800
"g274927-d2386554",,,,,,,,,,,0,0,,,,,,,"False","False",,,,,,,,,,,"redirect",,,,,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d2620743","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'AJVEGA']","AJVEGA","Claimed",3,"July 24, 2019","Orlia 10, Kosice 040 01 Slovakia",48.72041,21.26017,"#212 of 229 Restaurants in Kosice","#16 of 16 Healthy in Kosice",23,0,,"₪13 - ₪34","Healthy",,,"Takeout, Reservations, Buffet, Seating, Parking Available, Valet Parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Outdoor Seating, Table Service","True","True",30,25,35,30,5,5,1,7,5,"English (19), French (1), Slovak (3)","in rating","g274927-d2620743","$$ - $$$","Healthy","Restaurants",19,4,3,"http://ajvega.sk/","Redirect",,"nan",,,,0,"non-facebook","online","True","False",,,0
