id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
g303647-d7614292,['https://www.tripadvisor.com/Restaurant_Review-g303647-d7614292-Reviews-The_Red_Dragon-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'The Red Dragon']",The Red Dragon, Unclaimed,4.5,"March 25, 2016","Main Street, Borovets 2100 Bulgaria",42.2711,23.60496,#38 of 58 Restaurants in Borovets,#38 of 58 Restaurants in Borovets,"['$$ - $$$', 'Chinese', 'Asian']",(31),,,,"Chinese, Asian",Dinner,,"Reservations, Seating, Serves Alcohol, Takeout",+ Add hours,tel:+359 75 032 617,,bubble_45,bubble_50,bubble_45,bubble_45,19,8.0,2.0,1.0,1.0,"{'English (27)', 'French (1)', 'Russian (2)', 'All languages', 'Turkish (1)'}",ALL
g303647-d7732602,['https://www.tripadvisor.com/Restaurant_Review-g303647-d7732602-Reviews-Bulgare-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'Bulgare']",Bulgare, Unclaimed,4.5,"January 8, 2023","Rila, Borovets Bulgaria",42.264465,23.606928,#28 of 58 Restaurants in Borovets,#20 of 34 European in Borovets,"['$$ - $$$', 'European', 'Vegetarian Friendly']",(54),,,,European,"Lunch, Dinner, Breakfast",Vegetarian Friendly,"['Reservations', 'Seating', 'Serves Alcohol', 'Outdoor Seating', 'Table Service']",+ Add hours,tel:+359 88 880 5544,,bubble_45,bubble_45,bubble_45,,30,17.0,4.0,1.0,2.0,"{'Greek (1)', 'Italian (1)', 'Dutch (2)', 'English (48)', 'Russian (2)', 'All languages'}",ALL
g303647-d7744880,['https://www.tripadvisor.com/Restaurant_Review-g303647-d7744880-Reviews-Black_Tiger-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'Black Tiger']",Black Tiger, Unclaimed,4.0,"March 21, 2023",Borovets Bulgaria,42.26444,23.606844,#31 of 58 Restaurants in Borovets,#20 of 27 Bar in Borovets,"['$$ - $$$', 'Bar', 'European', 'Pub']",(167),,,,"Bar, European, Pub, Eastern European","Lunch, Dinner",,"Outdoor Seating, Seating, Television, Serves Alcohol, Full Bar, Free Wifi, Table Service", Open now: 09:00 AM - 01:00 AM,tel:+359 88 372 7972,http://www.facebook.com/blacktigerkaraoke/,bubble_35,bubble_35,bubble_35,,63,45.0,31.0,16.0,12.0,"{'Danish (1)', 'English (160)', 'Dutch (1)', 'Greek (2)', 'Serbian (1)', 'Russian (2)', 'All languages'}",ALL
g303647-d7813903,['https://www.tripadvisor.com/Restaurant_Review-g303647-d7813903-Reviews-White_House-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'White House']",White House, Claimed,2.5,"February 14, 2023","Markujik Ski Centre, Borovets Bulgaria",42.22696,23.617456,#57 of 58 Restaurants in Borovets,#34 of 34 European in Borovets,"['$$ - $$$', 'European']",(25),,,,European,[],,"Seating, Serves Alcohol",+ Add hours,tel:+359 88 251 9168,,bubble_25,bubble_25,bubble_25,,4,7.0,1.0,3.0,10.0,"{'English (23)', 'French (1)', 'Dutch (1)', 'All languages'}",ALL
g303647-d8805304,['https://www.tripadvisor.com/Restaurant_Review-g303647-d8805304-Reviews-Vicky_s_Pizza-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', ""Vicky's Pizza""]",Vicky's Pizza, Claimed,4.5,"August 24, 2023","Near to Hotel ELA Under Hotel Ela, Oposite Moura Hotel, Borovets 2010 Bulgaria",42.268536,23.604164,#9 of 58 Restaurants in Borovets,#9 of 58 Restaurants in Borovets,"['$$ - $$$', 'Italian', 'Bar', 'Pizza']",(317),,,₪21 - ₪127,"Italian, Bar, Pizza, European, International, Grill","['Breakfast', 'Lunch', 'Dinner', 'Brunch']","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Delivery', 'Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Television', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Digital Payments', 'Cash Only', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']", Open now: 07:00 AM - 01:00 AM,tel:+359 89 846 2757,"http://www.facebook.com/BarPizzaBorovets/"",""email"":""vickyspizza@gmail.com",bubble_45,bubble_45,bubble_45,,232,48.0,13.0,7.0,17.0,"{'Hebrew (5)', 'Italian (2)', 'Greek (5)', 'Russian (11)', 'Serbian (1)', 'English (287)', 'Spanish (3)', 'French (1)', 'Dutch (1)', 'All languages', 'Turkish (1)'}",ALL
g303647-d8846032,['https://www.tripadvisor.com/Restaurant_Review-g303647-d8846032-Reviews-Sunnys_Steakhouse_and_Grill-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'Sunnys Steakhouse and Grill']",Sunnys Steakhouse and Grill, Unclaimed,4.5,"June 11, 2020","Sunny’s Lodge, Borovets 2010 Bulgaria",42.26405,23.604485,#48 of 58 Restaurants in Borovets,#3 of 3 Steakhouse in Borovets,"['$$ - $$$', 'Steakhouse', 'International', 'Barbecue']",(5),,,₪21 - ₪85,"Steakhouse, International, Barbecue, Grill, Pub",[],Vegetarian Friendly,[],+ Add hours,tel:+359 87 822 4533,,,,,,2,3.0,0.0,0.0,0.0,"{'English (4)', 'Russian (1)', 'All languages'}",ALL
g303647-d9561805,['https://www.tripadvisor.com/Restaurant_Review-g303647-d9561805-Reviews-OTP_Apres_Ski_Bar_BBQ-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'OTP Apres Ski Bar & BBQ']",OTP Apres Ski Bar & BBQ, Claimed,4.5,"February 21, 2020","Club Hotel Yanakiev, Borovets 2010 Bulgaria",42.262756,23.60408,#36 of 58 Restaurants in Borovets,#10 of 14 Pub in Borovets,"['$$ - $$$', 'Bar', 'Barbecue', 'Grill']",(22),,,₪17 - ₪64,"Grill, Bar, Barbecue, Pub","['Brunch', 'Drinks', 'Lunch', 'Dinner']",Vegetarian Friendly,"['Validated Parking', 'Television', 'Serves Alcohol', 'Full Bar', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Takeout', 'Reservations', 'Seating', 'Accepts Credit Cards', 'Table Service']",+ Add hours,tel:+359 89 469 3011,http://www.facebook.com/OTP.APRES.SKI.BOROVETS/,bubble_40,bubble_45,bubble_45,,16,5.0,1.0,0.0,0.0,"{'English (21)', 'All languages', 'Finnish (1)'}",ALL
g303647-d9717131,['https://www.tripadvisor.com/Restaurant_Review-g303647-d9717131-Reviews-Restaurant_Francos-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'Restaurant Francos']",Restaurant Francos, Claimed,3.5,"January 21, 2023","Opposite Hotel Rila, Borovets 6100 Bulgaria",42.27249,23.606182,#46 of 58 Restaurants in Borovets,#46 of 58 Restaurants in Borovets,"['$$ - $$$', 'Mexican', 'Bar', 'European']",(54),,,₪42 - ₪64,"Bar, Mexican, European, British, Pub","['Breakfast', 'Lunch', 'Dinner']",Vegetarian Friendly,"['Seating', 'Serves Alcohol', 'Full Bar', 'Cash Only', 'Free Wifi', 'Table Service', 'Reservations', 'Television']", Open now: 09:00 AM - 02:00 AM,tel:+359 88 511 8224,"http://www.facebook.com/Restaurant-Francos-886280361484615/info/?tab=page_info"",""email"":""restaurantfrancos@abv.bg",bubble_35,bubble_35,bubble_35,,20,14.0,7.0,4.0,9.0,"{'German (1)', 'English (52)', 'Dutch (1)', 'All languages'}",ALL
g303647-d9749296,['https://www.tripadvisor.com/Restaurant_Review-g303647-d9749296-Reviews-Forest_Nook-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'Forest Nook']",Forest Nook, Claimed,4.5,"March 9, 2023","Haus Forest Nook, Borovets 2010 Bulgaria",42.26468,23.606077,#26 of 58 Restaurants in Borovets,#26 of 58 Restaurants in Borovets,"['$', 'Vegetarian Friendly']",(28),,,₪13 - ₪64,,"Dinner, Breakfast, Lunch, Brunch",Vegetarian Friendly,"['Reservations', 'Table Service', 'Seating', 'Wheelchair Accessible']", Open now: 09:00 AM - 11:00 PM,tel:+359 88 857 4882,,bubble_40,bubble_45,bubble_45,,24,2.0,1.0,0.0,1.0,"{'French (2)', 'Danish (1)', 'Hebrew (1)', 'English (22)', 'Russian (2)', 'All languages'}",ALL
g303647-d9836042,['https://www.tripadvisor.com/Restaurant_Review-g303647-d9836042-Reviews-Pizza_Napoli-Borovets_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'Pizza Napoli']",Pizza Napoli, Unclaimed,4.0,"August 16, 2023","Near Hotel RILA, Borovets Bulgaria",42.265,23.606388,#20 of 58 Restaurants in Borovets,#8 of 18 Eastern European in Borovets,"['$', 'European', 'Eastern European', 'Vegetarian Friendly']",(113),Travelers' Choice2023,,,"Eastern European, European","Dinner, Brunch, Lunch",Vegetarian Friendly,"['Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Outdoor Seating', 'Full Bar']",+ Add hours,tel:+359 88 694 2735,http://www.restaurant.bg/restoranti/borovets-restaurants-pizza-steakhouse-napoli-borovets-restorant-pizeria-borovez-restoranti-stekhaus-5424,bubble_45,bubble_45,bubble_40,,65,26.0,5.0,10.0,7.0,"{'Hebrew (4)', 'Russian (5)', 'All languages', 'English (104)'}",ALL
g303648-d10163385,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10163385-Reviews-Vodopada_Restaurant-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Vodopada Restaurant']",Vodopada Restaurant, Unclaimed,4.5,"September 24, 2023","St. Kiril and Metodiy street, Nessebar 8230 Bulgaria",42.66178,27.71593,#30 of 144 Restaurants in Nessebar,#30 of 144 Restaurants in Nessebar,"['$', 'Vegetarian Friendly']",(59),,,,,"Lunch, Dinner",Vegetarian Friendly,"Seating, Serves Alcohol, Table Service, Reservations",+ Add hours,tel:+359 55 474 004,,bubble_45,bubble_45,bubble_45,,44,7.0,6.0,2.0,0.0,"{'French (2)', 'Italian (1)', 'German (1)', 'Dutch (1)', 'Russian (29)', 'Danish (2)', 'English (18)', 'Norwegian (2)', 'All languages', 'Polish (3)'}",ALL
g303648-d10235859,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10235859-Reviews-Salt_Pepper-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Salt & Pepper']",Salt & Pepper, Unclaimed,4.0,"July 3, 2023","Nessebar South Port, Nessebar 8230 Bulgaria",42.68263,27.70946,#67 of 144 Restaurants in Nessebar,#67 of 144 Restaurants in Nessebar,"['$', 'International', 'Vegetarian Friendly']",(23),,,,International,[],Vegetarian Friendly,"Seating, Wheelchair Accessible, Table Service",+ Add hours,tel:+359 87 777 7411,,,,,,12,6.0,3.0,0.0,2.0,"{'English (19)', 'Russian (2)', 'All languages', 'Polish (2)'}",ALL
g303648-d10303935,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10303935-Reviews-The_Sea_Wolf_Restaurant-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'The Sea Wolf Restaurant']",The Sea Wolf Restaurant, Claimed,4.5,"February 2, 2020","Andzhelo Ronkali Street Next to Flagman Restaurant, Nessebar 8230 Bulgaria",42.65815,27.730473,#25 of 144 Restaurants in Nessebar,#19 of 57 Mediterranean in Nessebar,"['$$ - $$$', 'Seafood', 'Mediterranean', 'European']",(89),,,,"Seafood, Mediterranean, European, Eastern European","Dinner, Brunch, Breakfast, Lunch","Vegetarian Friendly, Gluten Free Options, Vegan Options","['Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Table Service', 'Takeout', 'Serves Alcohol']", Open now: 09:00 AM - 11:30 PM,tel:+359 89 680 6315,"http://www.nessebar-seawolf.com"",""email"":""dimitur.dosev@abv.bg",,,,,75,8.0,2.0,3.0,1.0,"{'Norwegian (1)', 'Polish (2)', 'Swedish (1)', 'English (71)', 'Dutch (2)', 'Hebrew (1)', 'Russian (10)', 'French (1)', 'All languages'}",ALL
g303648-d10375625,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10375625-Reviews-Kristal-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Kristal']",Kristal, Unclaimed,4.5,"October 6, 2023","Kraibrejna Str 1, Nessebar 8230 Bulgaria",42.65898,27.73167,#7 of 144 Restaurants in Nessebar,#7 of 144 Restaurants in Nessebar,"['$$ - $$$', 'Seafood', 'Mediterranean', 'European']",(729),Travelers' Choice2023,,,"Seafood, Mediterranean, European, Eastern European, Central European","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",+ Add hours,tel:+359 89 883 3225,http://www.facebook.com/kristal5706,bubble_45,bubble_45,bubble_45,,605,76.0,19.0,15.0,14.0,"{'Dutch (12)', 'French (17)', 'Polish (64)', 'Greek (1)', 'Hebrew (8)', 'Korean (1)', 'Spanish (1)', 'Italian (3)', 'English (452)', 'Russian (86)', 'Czech (11)', 'All languages', 'Slovak (13)', 'German (22)', 'Turkish (2)', 'Danish (7)', 'Swedish (7)', 'Serbian (1)', 'Norwegian (21)'}",ALL
g303648-d10379264,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10379264-Reviews-Bravo_Italia-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Bravo Italia']",Bravo Italia, Unclaimed,3.5,"August 9, 2022","Ulisa Struma 7, Nessebar 8230 Bulgaria",42.66312,27.717617,#128 of 144 Restaurants in Nessebar,#128 of 144 Restaurants in Nessebar,['$$ - $$$'],(20),,,,,[],,"Reservations, Seating, Table Service, Takeout",+ Add hours,tel:+359 89 904 9006,,,,,,7,3.0,2.0,4.0,4.0,"{'Czech (1)', 'Norwegian (3)', 'Russian (3)', 'All languages', 'English (13)'}",ALL
g303648-d10392031,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10392031-Reviews-Pizza_Bar_Balgar-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Pizza Bar Balgar']",Pizza Bar Balgar, Claimed,5.0,"June 15, 2019","Glarus 8 Street Old town Nessebar , 8 Glarus str., Nessebar 8230 Bulgaria",42.65923,27.73732,#52 of 144 Restaurants in Nessebar,#3 of 8 Diner in Nessebar,"['$$ - $$$', 'Italian', 'Bar', 'Pizza']",(23),,,₪15 - ₪43,"Pizza, Italian, Bar, Pub, Diner","['Brunch', 'Lunch']",Vegetarian Friendly,"['Takeout', 'Seating', 'Wheelchair Accessible', 'Delivery', 'Reservations', 'Outdoor Seating']", Closed now:  See all hours,tel:+359 89 923 1819,"http://www.facebook.com/pizzabalgar/"",""email"":""iliminata@yahoo.com",bubble_50,bubble_45,bubble_45,,20,3.0,0.0,0.0,0.0,"{'Norwegian (1)', 'Polish (1)', 'English (19)', 'Russian (2)', 'All languages'}",ALL
g303648-d10393709,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10393709-Reviews-Restaurant_Breeze-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Restaurant Breeze']",Restaurant Breeze, Claimed,4.5,"October 6, 2023","Ivan Asen II Street 25, Nessebar 8230 Bulgaria",42.658882,27.737877,#10 of 144 Restaurants in Nessebar,#10 of 144 Restaurants in Nessebar,"['$$ - $$$', 'Seafood', 'Mediterranean', 'European']",(225),Travelers' Choice2023,,₪21 - ₪106,"Seafood, European, Grill, Eastern European, Mediterranean","['Breakfast', 'Lunch', 'Dinner', 'Brunch']","Vegetarian Friendly, Vegan Options","['Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']", Open now: 10:00 AM - 11:00 PM,tel:+359 88 876 2606,http://www.facebook.com/Restaurant-Breeze-639055426258064/,bubble_45,bubble_45,bubble_45,bubble_50,187,12.0,7.0,6.0,13.0,"{'Italian (1)', 'Swedish (1)', 'Dutch (5)', 'French (6)', 'Serbian (1)', 'German (8)', 'Norwegian (3)', 'Russian (18)', 'Polish (5)', 'English (176)', 'Hungarian (1)', 'All languages'}",ALL
g303648-d10428256,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10428256-Reviews-Stariat_Kavak_The_Old_Tree-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Stariat Kavak The Old Tree']",Stariat Kavak The Old Tree, Claimed,5.0,"September 28, 2023","st. Ivan Asen II 8 Nesebar On the Corner of Tsar Ivan Asen II and Street Dobromir, Nessebar 8231 Bulgaria",42.658966,27.736227,#3 of 144 Restaurants in Nessebar,#3 of 144 Restaurants in Nessebar,"['$$ - $$$', 'Seafood', 'Mediterranean', 'European']",(820),Travelers' Choice2023,,,"Seafood, Mediterranean, European, Eastern European","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']", Open now: 09:00 AM - 11:00 PM,tel:+359 89 987 6254,"http://bg-bg.facebook.com/stariatkavak/"",""email"":""dimostoyanov83@gmail.com",bubble_45,bubble_45,bubble_45,,724,53.0,22.0,11.0,10.0,"{'Hungarian (1)', 'Polish (35)', 'Spanish (5)', 'Swedish (3)', 'Dutch (2)', 'Italian (9)', 'Chinese (Sim.) (1)', 'German (37)', 'Norwegian (14)', 'Czech (2)', 'Danish (2)', 'Hebrew (1)', 'English (562)', 'French (12)', 'Turkish (7)', 'All languages', 'Finnish (1)', 'Russian (126)'}",ALL
g303648-d10492682,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10492682-Reviews-Restaurant_Saint_Nikola-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Restaurant Saint Nikola']",Restaurant Saint Nikola, Unclaimed,4.0,"August 12, 2022","Jana Chimbuleva St. 2 Hotel Saint Nikola, Nessebar 8230 Bulgaria",,,#108 of 144 Restaurants in Nessebar,#37 of 48 Eastern European in Nessebar,"['$$ - $$$', 'Italian', 'Eastern European']",(6),,,,"Eastern European, Italian",[],,[],+ Add hours,,,,,,,2,3.0,0.0,0.0,1.0,"{'Italian (1)', 'German (1)', 'Russian (1)', 'English (3)', 'All languages'}",ALL
g303648-d10597795,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10597795-Reviews-Dono_Restaurant-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Dono Restaurant']",Dono Restaurant, Claimed,4.5,"September 1, 2021","Mesambriya Square Nessebar Old Town, Nessebar 8230 Bulgaria",42.658314,27.733158,#36 of 144 Restaurants in Nessebar,#32 of 73 European in Nessebar,"['$$ - $$$', 'Seafood', 'International', 'Mediterranean']",(100),,,₪13 - ₪64,"Seafood, International, Mediterranean, Barbecue, Eastern European, Central European, European","['Breakfast', 'Lunch', 'Dinner', 'Brunch']","Vegetarian Friendly, Vegan Options","['Reservations', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Free Wifi', 'Table Service', 'Highchairs Available', 'Full Bar', 'Live Music']", Open now: 08:00 AM - 01:00 AM,tel:+359 89 451 2474,"http://www.facebook.com/restaurant.dono/"",""email"":""ilian.ganev@gmail.com",bubble_45,bubble_40,bubble_45,,66,17.0,8.0,4.0,5.0,"{'Polish (2)', 'Italian (4)', 'Swedish (1)', 'German (2)', 'Russian (7)', 'French (3)', 'English (76)', 'Greek (1)', 'All languages', 'Dutch (4)'}",ALL
g303648-d10636346,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10636346-Reviews-Palazzo_Pizza_Bar_Restaurant-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Palazzo Pizza Bar & Restaurant']",Palazzo Pizza Bar & Restaurant, Unclaimed,3.5,"September 14, 2019","Strada Vasil Levski, Nessebar 8230 Bulgaria",42.66,27.716322,#101 of 144 Restaurants in Nessebar,#10 of 13 Pizza in Nessebar,"['$$ - $$$', 'Italian', 'Pizza', 'Vegetarian Friendly']",(30),,,,"Italian, Pizza","Lunch, Dinner",Vegetarian Friendly,"['Takeout', 'Seating', 'Table Service', 'Reservations', 'Serves Alcohol']",+ Add hours,,https://www.facebook.com/Palazzo-pizza-bar-restaurant-173452525998193,bubble_40,bubble_35,bubble_40,,5,11.0,6.0,4.0,4.0,"{'Spanish (1)', 'Czech (1)', 'Swedish (1)', 'Italian (2)', 'Russian (8)', 'English (15)', 'Norwegian (2)', 'All languages'}",ALL
g303648-d10720278,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10720278-Reviews-Restaurant_Prince_Cyril-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Restaurant Prince Cyril']",Restaurant Prince Cyril, Claimed,4.5,"September 3, 2023","Venera 11, Nessebar 8230 Bulgaria",42.65985,27.736103,#16 of 144 Restaurants in Nessebar,#14 of 73 European in Nessebar,"['$$ - $$$', 'Seafood', 'International', 'Mediterranean']",(155),,,₪17 - ₪85,"Seafood, International, Mediterranean, European, Eastern European, Central European","['Breakfast', 'Lunch', 'Dinner', 'Brunch']","Vegetarian Friendly, Vegan Options","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Table Service']", Open now: 10:00 AM - 01:00 AM,tel:+359 87 680 7622,"http://restaurantprincecyril.com"",""email"":""darinkavasilevska@gmail.com",bubble_45,bubble_45,bubble_45,,112,24.0,5.0,8.0,6.0,"{'Spanish (1)', 'Czech (1)', 'Dutch (2)', 'German (7)', 'Hebrew (1)', 'Swedish (4)', 'Danish (2)', 'Polish (6)', 'French (4)', 'Russian (18)', 'Norwegian (2)', 'All languages', 'English (107)'}",ALL
g303648-d10743796,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10743796-Reviews-Akropol_Restaurant-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Akropol Restaurant']",Akropol Restaurant, Claimed,4.5,"May 29, 2023","Mitropolitska 36, Nessebar 8230 Bulgaria",42.659283,27.73773,#5 of 144 Restaurants in Nessebar,#5 of 144 Restaurants in Nessebar,"['$', 'Seafood', 'Barbecue', 'Grill']",(429),Travelers' Choice2023,,₪42 - ₪106,"Seafood, Barbecue, Grill","Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer", Open now: 12:00 PM - 12:00 AM,tel:+359 88 993 7595,"http://www.facebook.com/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%90%D0%BA%D1%80%D0%BE%D0%BF%D0%BE%D0%BB-Restaurant-Akropol-1041294045937124/"",""email"":""aleksandar0408@hotmail.com",bubble_50,bubble_50,bubble_45,,369,34.0,7.0,10.0,9.0,"{'Turkish (2)', 'French (18)', 'Swedish (2)', 'Polish (36)', 'German (15)', 'Finnish (1)', 'Serbian (1)', 'Danish (2)', 'English (224)', 'Italian (8)', 'Czech (8)', 'Spanish (7)', 'Dutch (3)', 'Hungarian (2)', 'Portuguese (1)', 'Norwegian (2)', 'All languages', 'Russian (97)'}",ALL
g303648-d10760646,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10760646-Reviews-Bar_Food_Sonya-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Bar & Food Sonya']",Bar & Food Sonya, Claimed,4.5,"October 7, 2019","Ul ""Mesembrija"" 7, Nessebar 8230 Bulgaria",42.658546,27.731678,#69 of 144 Restaurants in Nessebar,#50 of 73 European in Nessebar,"['$', 'Bar', 'Pizza', 'Seafood']",(14),,,₪13 - ₪54,"Bar, Pizza, Seafood, European","['Breakfast', 'Brunch']","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Takeout', 'Reservations', 'Seating', 'Wheelchair Accessible']",+ Add hours,tel:+359 89 935 2503,,,,,,10,1.0,3.0,0.0,0.0,"{'Polish (1)', 'Russian (1)', 'English (10)', 'All languages', 'German (2)'}",ALL
g303648-d10782834,['https://www.tripadvisor.com/Restaurant_Review-g303648-d10782834-Reviews-Pool_Bar_Fenix-Nessebar_Burgas_Province.html'],"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Pool Bar Fenix']",Pool Bar Fenix, Unclaimed,5.0,"August 15, 2022","Sunny Beach, Hang Out On Holiday, Nessebar 8240 Bulgaria",42.686977,27.710756,#1 of 1 Bars & Pubs in Nessebar,#1 of 1 Bars & Pubs in Nessebar,"['Bar', 'Pub']",(9),,,,"Bar, Pub",[],,[],+ Add hours,,,,,,,9,0.0,0.0,0.0,0.0,"{'English (9)', 'All languages'}",ALL
