id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers
g186477-d10662887,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Teacups & Trinkets']",Teacups & Trinkets,Claimed,4.5,"November 13, 2017","Market Street Unit 6A, Grove Shopping Centre, Downpatrick BT30 6LP Northern Ireland",54.3261,-5.72108,#2 of 4 Coffee & Tea in Downpatrick,#2 of 4 Coffee & Tea in Downpatrick,9,0,0,,,"Breakfast, Brunch, Lunch",,"Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Free Wifi",True,True,40.0,45.0,45.0,,6,2,1.0,0.0,0.0,English (9),g186477-d10662887,in rating,$$ - $$$,,9,0,9,Coffee & Tea,http://www.facebook.com/teacupsandtrinkets.co.uk/info/?entry_point=page_nav_about_item&tab=page_info,nan,,nan,0,facebook,unavailable,,,0
g186477-d1069289,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', ""Denvir's""]",Denvir's,Claimed,4.0,"October 11, 2023","14-16 English Street, Downpatrick BT30 6AB Northern Ireland",54.32881,-5.716634,#3 of 27 Restaurants in Downpatrick,#3 of 27 Restaurants in Downpatrick,222,0,0,₪24 - ₪97,"Irish, Bar, British, Pub","Breakfast, Lunch, Dinner, Brunch",Vegetarian Friendly,"Serves Alcohol, Reservations, Outdoor Seating, Buffet, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music",True,True,40.0,45.0,40.0,40.0,111,73,24.0,6.0,8.0,"Dutch (1), Italian (4), French (3), English (213), Spanish (1)",g186477-d1069289,in rating,$$ - $$$,"Irish, Bar, British",213,9,213,Restaurants,http://www.denvirs.com,nan,,nan,0,non-facebook,online,,,0
g186477-d10836863,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'St Patrick’s Golf Club']",St Patrick’s Golf Club,Unclaimed,4.5,"December 23, 2021","43 Saul Road, Downpatrick BT30 6PA Northern Ireland",54.33404,-5.69842,#13 of 27 Restaurants in Downpatrick,#8 of 11 British in Downpatrick,10,0,0,,British,"Breakfast, Lunch, Dinner",,Reservations,True,True,,,,,7,1,0.0,2.0,0.0,"English (9), German (1)",g186477-d10836863,in rating,,British,9,1,9,Restaurants,http://www.stpatricksgolfclub.com/,nan,,nan,0,non-facebook,online,,,0
g186477-d11667280,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Costa Coffee']",Costa Coffee,Unclaimed,3.0,"October 5, 2020","Downe Retail Park Ballydugan Road Down Retail Park, Downpatrick BT30 6DR Northern Ireland",54.324768,-5.724465,#4 of 4 Coffee & Tea in Downpatrick,#4 of 4 Coffee & Tea in Downpatrick,15,0,0,,Cafe,"Breakfast, Lunch, Dinner, Brunch",,"Seating, Wheelchair Accessible",True,False,,,,,2,5,2.0,2.0,4.0,English (15),g186477-d11667280,in rating,$,"Quick Bites, Cafe",15,0,15,Coffee & Tea,http://www.costaireland.ie,nan,,nan,0,non-facebook,online,,,0
g186477-d12115146,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'The Coffee Station']",The Coffee Station,Unclaimed,4.0,"September 12, 2017","83 Market Street, Downpatrick BT30 6LZ Northern Ireland",54.32542,-5.719514,#3 of 4 Coffee & Tea in Downpatrick,#3 of 4 Coffee & Tea in Downpatrick,1,0,0,₪15 - ₪34,"Cafe, Fast Food",,,,False,True,,,,,0,1,0.0,0.0,0.0,English (1),g186477-d12115146,in rating,$,"Cafe, Fast Food",1,0,1,Coffee & Tea,https://www.facebook.com/coffeestationdownpatrick83/,nan,,nan,0,facebook,unavailable,,,0
g186477-d12439032,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', ""Domino's Pizza""]",Domino's Pizza,Unclaimed,2.5,"August 12, 2023","32 St. Patricks Avenue, Downpatrick BT30 6DW Northern Ireland",54.326595,-5.716601,#27 of 27 Restaurants in Downpatrick,#2 of 2 Pizza in Downpatrick,9,0,0,₪49 - ₪97,"Fast Food, Pizza","Lunch, Dinner",,,True,True,,,,,2,0,1.0,2.0,4.0,English (9),g186477-d12439032,in rating,$$ - $$$,"Pizza, Fast Food",9,0,9,Restaurants,https://www.dominos.co.uk/pizza-near-me/downpatrick/32-st.-patricks-avenue?utm_source=extended_network&utm_medium=yext&y_source=1_MTIxMzczMzEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g186477-d12898249,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Country fried Chicken']",Country fried Chicken,Unclaimed,2.5,"May 11, 2023","26 St. Patricks Avenue, Downpatrick BT30 6DP Northern Ireland",54.32678,-5.71669,#24 of 27 Restaurants in Downpatrick,#6 of 8 Fast Food in Downpatrick,5,0,0,,Fast Food,,,,False,True,,,,,0,2,0.0,2.0,1.0,English (5),g186477-d12898249,in rating,,Fast Food,5,0,5,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186477-d12959021,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Your Just Desserts']",Your Just Desserts,Claimed,5.0,"November 6, 2018","8 Scotch Street, Downpatrick BT30 6AQ Northern Ireland",54.3291,-5.71556,#1 of 1 Dessert in Downpatrick,#1 of 1 Dessert in Downpatrick,4,0,0,,"Irish, Cafe, British, Grill, Soups",,,,False,True,,,,,4,0,0.0,0.0,0.0,English (4),g186477-d12959021,in rating,,"Dessert, Irish, Cafe, British",4,0,4,Desserts,https://www.facebook.com/Yourjustdessert/,"March 31, 2023","So tomorrow is our final day.
We have been blown away by the well wishes, cards and gifts this week. Its like the your just desserts community. 
Thank you all soo much for the support during the last 11 years. We will miss you all soo much but its not goodbye its see you later.
Gemma & Staff xx","Intro
Cakery
Coffee Shop
Sandwich Bar
Good food, locally sourced
Page · Cafe
9a Scotch Street, Downpatrick, United Kingdom
+44 28 4461 3954
some@email.com
Closed now
Dine-in · In-store pickup
Price Range · $
Rating · 4.9 (252 Reviews)",2023,facebook,online,4.9,252,7400
g186477-d13991968,,,,,,,,,,,0,0,0,,,,,,False,False,,,,,,,,,,,,redirect,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186477-d14130005,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Texas State Pizza']",Texas State Pizza,Claimed,1.0,"November 17, 2021","19A Scotch Street, Downpatrick BT30 6AQ Northern Ireland",54.32911,-5.71479,#26 of 27 Restaurants in Downpatrick,#2 of 2 American in Downpatrick,2,0,0,₪19 - ₪73,"American, Pizza","Lunch, Dinner",,"Delivery, Free off-street parking, Free Wifi, Accepts Credit Cards",True,True,,,,,0,0,0.0,0.0,2.0,English (2),g186477-d14130005,in rating,$$ - $$$,"American, Pizza",2,0,2,Restaurants,http://www.texasstatepizza.co.uk,nan,,nan,0,non-facebook,online,,,0
g186477-d15238417,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Fodder']",Fodder,Claimed,3.5,"October 1, 2023","26 Killyleagh Road, Downpatrick BT30 9BL Northern Ireland",54.359234,-5.708786,#7 of 27 Restaurants in Downpatrick,#7 of 27 Restaurants in Downpatrick,79,0,0,,"Cafe, British","Breakfast, Lunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Highchairs Available",True,True,40.0,40.0,35.0,,39,15,6.0,4.0,15.0,English (79),g186477-d15238417,in rating,$$ - $$$,"Cafe, British, Vegetarian Friendly",79,0,79,Restaurants,https://finnebroguewoods.com/fodder-farm-shop-cafe,nan,,nan,0,non-facebook,online,,,0
g186477-d15439886,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Sweets & Treats']",Sweets & Treats,Unclaimed,5.0,"March 2, 2019","31 Market Street, Downpatrick BT30 6LP Northern Ireland",54.32796,-5.71682,#20 of 27 Restaurants in Downpatrick,#11 of 14 Cafe in Downpatrick,1,0,0,,Cafe,,,,False,True,,,,,1,0,0.0,0.0,0.0,English (1),g186477-d15439886,in rating,,Cafe,1,0,1,Restaurants,https://www.facebook.com/Sweets-Treats-downpatrick-154735507956370/,nan,,nan,0,facebook,unavailable,,,0
g186477-d16803465,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Stableyard Tea Room, Castle Ward']","Stableyard Tea Room, Castle Ward",Unclaimed,4.5,"April 17, 2023","Strangford Road Castle Ward Stableyard, Downpatrick Northern Ireland",54.35792,-5.65856,#14 of 27 Restaurants in Downpatrick,#9 of 14 Cafe in Downpatrick,4,0,0,,Cafe,,,,False,False,,,,,2,1,1.0,0.0,0.0,English (4),g186477-d16803465,in rating,,Cafe,4,0,4,Restaurants,http://www.nationaltrust.org.uk/castle-ward/features/stableyard-tea-room,nan,,nan,0,non-facebook,online,,,0
g186477-d17304984,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Wok Inn']",Wok Inn,Claimed,4.5,"September 17, 2023","110 Market Street, Downpatrick BT30 6LZ Northern Ireland",54.324554,-5.718261,#12 of 27 Restaurants in Downpatrick,#12 of 27 Restaurants in Downpatrick,8,0,0,₪24 - ₪39,"Chinese, Japanese, European, Asian, Thai, Malaysian",Dinner,,,True,True,,,,,6,1,0.0,0.0,1.0,English (8),g186477-d17304984,in rating,$$ - $$$,"Chinese, Japanese, European",8,0,8,Restaurants,https://www.facebook.com/Wok-inn-downpatrick-609396119132636/,"October, 2023","We’re open at 4pm. 
Relax in the comfort of your home , watch some rugby , big brother , catch up on your favourite tv shows .
Let our friendly drivers deliver your meals. 
Ring 02844612938 to place your order.","Intro
Wok inn is NOT your average chinese takeaway.
We cook all your favourite Chinese dishes but also spe
Page · Chinese Restaurant
112A Market Street, Downpatrick, United Kingdom
+44 28 4461 2938
Closed now
Delivery · Takeout · In-store pickup
Price Range · $$
Rating · 4.7 (78 Reviews)",2023,facebook,online,4.7,78,3500
g186477-d17363096,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Meadow Farm']",Meadow Farm,Unclaimed,3.5,"October 10, 2023","123 Downpatrick Road, Downpatrick Northern Ireland",54.370888,-5.739946,#11 of 27 Restaurants in Downpatrick,#11 of 27 Restaurants in Downpatrick,38,0,0,,"Cafe, European, British","Breakfast, Lunch",Vegetarian Friendly,"Seating, Highchairs Available, Wheelchair Accessible, Table Service",True,True,40.0,40.0,35.0,,16,5,5.0,8.0,4.0,English (38),g186477-d17363096,in rating,$$ - $$$,"Cafe, European, British",38,0,38,Restaurants,https://meadowfarmpotatoes.com/,nan,,nan,0,non-facebook,online,,,0
g186477-d17766689,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'The Quoile Bar and Bistro']",The Quoile Bar and Bistro,Claimed,4.0,"September 7, 2020","2b Strangford Road Downpatrick Next to the Cricket Club, Downpatrick BT30 6SL Northern Ireland",54.33818,-5.71372,#15 of 27 Restaurants in Downpatrick,#5 of 6 Irish in Downpatrick,7,0,0,₪15 - ₪122,"Irish, British, Pub, Gastropub","Lunch, Dinner, Drinks",,"Reservations, Takeout, Buffet, Private Dining, Seating, Parking Available, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service",True,True,,,,,5,0,1.0,0.0,1.0,English (7),g186477-d17766689,in rating,$$ - $$$,"Irish, British, Pub",7,0,7,Restaurants,http://the-quoile-bar-and-bistro.business.site/?m=true&fbclid=IwAR2W2RTLXGFH12ctVLu_4zGUvjdyXn45KGCVhQ5m0WTQzC_JoRkF1YTj_b4,nan,,nan,0,non-facebook,online,,,0
g186477-d1798261,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Daily Grind']",Daily Grind,Unclaimed,5.0,"September 15, 2023","20 St. Patricks Avenue, Downpatrick BT30 6DW Northern Ireland",54.32695,-5.71682,#2 of 27 Restaurants in Downpatrick,#2 of 27 Restaurants in Downpatrick,133,0,0,,Cafe,"Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Table Service",True,False,50.0,50.0,50.0,45.0,109,20,3.0,1.0,0.0,English (133),g186477-d1798261,in rating,$$ - $$$,"Cafe, Vegetarian Friendly, Vegan Options",133,0,133,Restaurants,https://www.facebook.com/TheDailyGrindDownpatrick/?rf=101692300620583,"October 9 , 2023","‘The Combo’ … it’s Soup Season at the Daily Grind! Call in and try our broccoli & cauliflower soup with a tasty toastie or sandwich, make it your own! 
 #thedailygrindcafedownpatrick","Intro
Unique one of a kind cafe in Downparick. Staff are crazy but good workers. Owner is well he is just
Page · Coffee shop
+44 28 4461 7173
some@email.com
Price Range · $
Rating · 4.7 (232 Reviews)",2023,facebook,online,4.7,232,4000
g186477-d19141733,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', '94 Market Street Gastro Pub']",94 Market Street Gastro Pub,Unclaimed,4.0,"October 18, 2019","94 Market Street, Downpatrick BT30 6LZ Northern Ireland",54.326168,-5.718337,#21 of 27 Restaurants in Downpatrick,#21 of 27 Restaurants in Downpatrick,1,0,0,,,,,,False,True,,,,,0,1,0.0,0.0,0.0,English (1),g186477-d19141733,in rating,,,1,0,1,Restaurants,https://www.facebook.com/94-Market-Street-Gastro-Pub-102618364458629/,nan,,nan,0,facebook,unavailable,,,0
g186477-d20041927,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Subway']",Subway - CLOSED,Unclaimed,,,"Unit 9 Market House, Market Street Unit 9, The Market House, Downpatrick BT30 6LZ Northern Ireland",54.327484,-5.718009,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,False,True,,,,,0,0,0.0,0.0,0.0,,g186477-d20041927,closed,,,0,0,0,,https://restaurants.subway.com/united-kingdom/ni/downpatrick/unit-9-market-house-market-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=42938&utm_campaign=evergreen-2020&y_source=1_MTQ5MjY4MDktNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g186477-d20867271,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Ryan’s Garden Cafe']",Ryan’s Garden Cafe,Unclaimed,1.0,"October 8, 2020","The Saint Patrick’s Centre 53a Market Street, Downpatrick BT30 6LZ Northern Ireland",53.563835,-0.088997,#25 of 27 Restaurants in Downpatrick,#14 of 14 Cafe in Downpatrick,1,0,0,₪24 - ₪97,"Cafe, Asian",,,,False,True,,,,,0,0,0.0,0.0,1.0,English (1),g186477-d20867271,in rating,$$ - $$$,"Cafe, Asian",1,0,1,Restaurants,http://facebook.com/ryansgardencafe,"June 12, 2021","ITS OUR LAST DAY
We are OPEN 9AM-3PM... so CALL IN FOR SOME FINAL SUPPORT
.
.
.
.… See more","Intro
Page · Cafe
53A, Downpatrick, United Kingdom
+44 7935 120890
some@email.com
Closed now
Price Range · $
Rating · 4.9 (29 Reviews)",2021,facebook,online,4.9,29,959
g186477-d20914050,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'The Barn Bar and Country Kitchen']",The Barn Bar and Country Kitchen,Claimed,4.5,"September 16, 2023","37A Mearne Road, Downpatrick BT30 6SY Northern Ireland",54.34372,-5.67565,#4 of 27 Restaurants in Downpatrick,#3 of 6 Irish in Downpatrick,39,0,0,₪24 - ₪122,"Irish, Bar, British, Pub","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service",True,True,50.0,50.0,50.0,,31,4,2.0,2.0,0.0,"English (38), French (1)",g186477-d20914050,in rating,$$ - $$$,"Irish, Bar, British",38,1,38,Restaurants,http://thebarnsaul.com,nan,,nan,0,non-facebook,online,,,0
g186477-d21370699,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Wrap & Roll']",Wrap & Roll,Unclaimed,,,Downpatrick Northern Ireland,54.3248,-5.719606,,,0,0,0,,,,,,False,True,,,,,0,0,0.0,0.0,0.0,,g186477-d21370699,in rating,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186477-d2659979,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Tikka Spice']",Tikka Spice,Unclaimed,5.0,"November 12, 2019","St Patricks Ave, Downpatrick Northern Ireland",54.32604,-5.71621,#18 of 27 Restaurants in Downpatrick,#3 of 3 Thai in Downpatrick,1,0,0,,"Indian, Thai",,,,False,False,,,,,1,0,0.0,0.0,0.0,English (1),g186477-d2659979,in rating,,"Indian, Thai",1,0,1,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186477-d3246904,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'The Passage To India']",The Passage To India,Claimed,3.5,"November 2, 2019","20 St. Patricks Avenue, Downpatrick BT30 6DW Northern Ireland",54.32695,-5.71682,#19 of 27 Restaurants in Downpatrick,#2 of 2 Indian in Downpatrick,7,0,0,₪39 - ₪49,Indian,Dinner,,"Reservations, Street Parking, Free off-street parking, Accepts Mastercard, Accepts Visa, Cash Only, Accepts Credit Cards",True,True,,,,,4,0,0.0,1.0,2.0,English (7),g186477-d3246904,in rating,$$ - $$$,Indian,7,0,7,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186477-d4802388,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', ""Murphy's Bar and Restaurant""]",Murphy's Bar and Restaurant,Claimed,4.5,"October 1, 2023","78 Market Street, Downpatrick BT30 6LZ Northern Ireland",54.32683,-5.717833,#1 of 27 Restaurants in Downpatrick,#1 of 27 Restaurants in Downpatrick,362,0,0,,"Irish, Bar, British","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Parking Available, Reservations, Private Dining, Seating, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Buffet, Wine and Beer",True,True,45.0,45.0,45.0,45.0,285,43,15.0,10.0,9.0,"Dutch (1), French (1), English (356), Spanish (2), German (2)",g186477-d4802388,in rating,$$ - $$$,"Irish, Bar, British",356,6,356,Restaurants,http://www.murphysbarandrestaurant.com,nan,,nan,0,non-facebook,online,,,0
g186477-d4924789,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Tearoom at Seaforde Gardens']",Tearoom at Seaforde Gardens,Unclaimed,5.0,"June 15, 2022","Seaforde Demesne, Downpatrick BT30 8PG Northern Ireland",54.3066,-5.84207,#1 of 4 Coffee & Tea in Downpatrick,#1 of 4 Coffee & Tea in Downpatrick,12,0,0,,Cafe,Lunch,,Seating,False,True,50.0,50.0,50.0,,12,0,0.0,0.0,0.0,English (12),g186477-d4924789,in rating,$$ - $$$,Cafe,12,0,12,Coffee & Tea,http://www.seafordegardens.com/,nan,,nan,0,non-facebook,online,,,0
g186477-d4988265,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'The Emperor']",The Emperor,Unclaimed,3.0,"June 26, 2022","13 Church Street, Downpatrick BT30 6EH Northern Ireland",54.32971,-5.71547,#23 of 27 Restaurants in Downpatrick,#5 of 8 Fast Food in Downpatrick,22,0,0,,"Chinese, Fast Food, Asian","Lunch, Dinner",,"Takeout, Reservations, Seating, Wheelchair Accessible, Table Service",True,True,30.0,30.0,35.0,30.0,5,6,1.0,4.0,6.0,English (22),g186477-d4988265,in rating,$$ - $$$,"Chinese, Fast Food, Asian",22,0,22,Restaurants,https://www.facebook.com/theemperordownpatrick/,"October 11 , 2023",Amazing dinner with the best company (missing a few) on our day off! ,"Intro
Chinese Restaurant, sit-in and take away services
Page · Chinese Restaurant
13 Church Street, Downpatrick, Co Down, BT30 6EH , Downpatrick, United Kingdom
+44 28 4461 7775
Closed now
Dine-in · Curbside pickup · In-store pickup
Price Range · $
Rating · 3.9 (155 Reviews)",2023,facebook,online,3.9,155,4200
g186477-d5249769,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', ""McDonald's""]",McDonald's,Unclaimed,2.0,"February 1, 2023","Downe Retail Park Ballydugan Road, Downpatrick BT30 6DR Northern Ireland",54.323875,-5.721648,#4 of 4 Quick Bites in Downpatrick,#4 of 4 Quick Bites in Downpatrick,27,0,0,,Fast Food,Breakfast,,"Takeout, Wheelchair Accessible, Seating",True,True,,,,,4,3,0.0,7.0,13.0,English (27),g186477-d5249769,in rating,$,"Quick Bites, Fast Food",27,0,27,Quick Bites,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:EXTNET:8260964:Clicks:DIRSYN:,nan,,nan,0,non-facebook,online,,,0
g186477-d5316212,,,,,,,,,,,0,0,0,,,,,,False,False,,,,,,,,,,,,redirect,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186477-d5816838,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'The Bizzy Bee Bistro']",The Bizzy Bee Bistro,Claimed,4.0,"July 23, 2023","13 St. Patricks Avenue, Downpatrick BT30 6DW Northern Ireland",54.3267,-5.716881,#6 of 27 Restaurants in Downpatrick,#6 of 27 Restaurants in Downpatrick,53,0,0,,Cafe,"Breakfast, Brunch, Lunch",Vegetarian Friendly,"Takeout, Seating, Highchairs Available, Table Service",True,True,40.0,40.0,35.0,,33,10,3.0,3.0,4.0,English (53),g186477-d5816838,in rating,$,"Cafe, Vegetarian Friendly",53,0,53,Restaurants,https://www.facebook.com/TheBizzyBeeBistro/,"September 30 , 2023",Hello Saturday,"Intro
Breakfast, lunch, deli, dinners, specialised coffees
Page · Restaurant
13 ST. Patrick's Avenue, Downpatrick, United Kingdom
+44 28 4461 6033
some@email.com
the-bizzy-bee-bistro.business.site
Closed now
Dine-in · Outdoor seating · In-store pickup
Price Range · $$
Rating · 4.8 (231 Reviews)",2023,facebook,online,4.8,231,3900
g186477-d6981517,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', ""Doc's Fish and Chips""]",Doc's Fish and Chips,Claimed,4.0,"April 27, 2023","Unit 17 18 The Grove Shopping Centre Market Street, Downpatrick BT30 6LP Northern Ireland",54.327274,-5.718662,#8 of 27 Restaurants in Downpatrick,#6 of 11 British in Downpatrick,66,0,0,₪15 - ₪73,"Cafe, Fast Food, British","Brunch, Lunch, Dinner",,"Takeout, Reservations, Seating, Highchairs Available, Accepts Mastercard, Accepts Visa, Cash Only, Wheelchair Accessible, Accepts Credit Cards",True,True,40.0,40.0,40.0,,32,13,8.0,4.0,9.0,"Spanish (1), English (65)",g186477-d6981517,in rating,$,"Cafe, Fast Food, British",65,1,65,Restaurants,https://www.facebook.com/docsfishandchips/,"October, 2023","HEY!
 Are you looking for a steak & seafood themed evening?
Well get to Docs NOW because ours is running until 8:30pm
#docsbistro #docsfishandchips #steakandseafood #surfandturf","Intro
Purveyor of traditional fish & chips and takeaway food, Doc’s locations also offer a sit-in café
Page · Fish & Chips Restaurant
Newcastle, United Kingdom
Closed now
Dine-in · In-store pickup
Rating · 4.4 (508 Reviews)",2023,facebook,online,4.4,508,10000
g186477-d7245645,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Wrap & Roll']",Wrap & Roll,Claimed,4.5,"December 15, 2022","25 Church Street, Downpatrick BT30 6EH Northern Ireland",54.32467,-5.719222,#9 of 27 Restaurants in Downpatrick,#9 of 27 Restaurants in Downpatrick,21,0,0,,Fast Food,"Lunch, Breakfast, Brunch","Vegetarian Friendly, Vegan Options","Takeout, Wheelchair Accessible, Delivery, Gift Cards Available",True,True,,,,,17,1,1.0,1.0,1.0,"French (1), English (20)",g186477-d7245645,in rating,$,"Fast Food, Vegetarian Friendly, Vegan Options",20,1,20,Restaurants,http://www.facebook.com/WrapandRollDownpatrick/,"October, 2023","P R O T E I N 
Just finished training and focusing on your recovery? 
Give our Roast Chicken Salad Bowl a try. … See more","Intro
Church St: 028 4461 7200
Market St: 028 44615291
Page · Deli
25 Church Street, Downpatrick, United Kingdom
+44 28 4461 7200
some@email.com
linktr.ee/WrapandRoll
Closed now
Price Range · $$
Rating · 4.9 (166 Reviews)",2023,facebook,online,4.9,166,5600
g186477-d7734515,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Oakley Fayre']",Oakley Fayre,Claimed,4.0,"October 19, 2022","52 Market Street, Downpatrick BT30 6LY Northern Ireland",54.32758,-5.716931,#5 of 27 Restaurants in Downpatrick,#2 of 14 Cafe in Downpatrick,81,0,0,,"Irish, Cafe, Healthy","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service",True,True,40.0,45.0,40.0,,37,29,6.0,6.0,3.0,"German (1), English (80)",g186477-d7734515,in rating,$$ - $$$,"Irish, Cafe, Healthy",80,1,80,Restaurants,http://www.oakleyfayre.com/,nan,,nan,0,non-facebook,unavailable,,,0
g186477-d8711952,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'The Garden Cafe']",The Garden Cafe,Claimed,4.0,"July 29, 2023","53A Market Street, Downpatrick BT30 6LZ Northern Ireland",54.32757,-5.719271,#10 of 27 Restaurants in Downpatrick,#7 of 14 Cafe in Downpatrick,27,0,0,₪10 - ₪29,Cafe,Brunch,Vegetarian Friendly,"Seating, Wheelchair Accessible, Takeout, Outdoor Seating",False,True,40.0,45.0,40.0,,13,8,0.0,4.0,2.0,"Danish (1), English (26)",g186477-d8711952,in rating,$$ - $$$,"Cafe, Vegetarian Friendly",26,1,26,Restaurants,http://www.steppingstonesni.com,nan,,nan,0,non-facebook,online,,,0
