,id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
2138,g209938-d3773823,['https://www.tripadvisor.com/Restaurant_Review-g209938-d3773823-Reviews-Dong_Dong_Chinese_Takeaway-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Dong Dong Chinese Takeaway']",Dong Dong Chinese Takeaway - CLOSED, Unclaimed,2.5,"February 9, 2016","50 Monaghan Street, Newry BT35 6AA Northern Ireland",54.17739,-6.34615,,,"['Chinese', 'Asian']",(8),,,,"Chinese, Asian",Dinner,,[],,tel:+44 28 3025 0040,,,,,,2,0,1.0,1.0,4.0,"{'English (8)', 'All languages'}",ALL
2139,g209938-d3802877,['https://www.tripadvisor.com/Restaurant_Review-g209938-d3802877-Reviews-Deli_Lites-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Deli Lites']",Deli Lites, Claimed,4.0,"August 16, 2023","Shopping Centre The Quays, Newry BT35 8QS Northern Ireland",54.168392,-6.33975,#29 of 80 Restaurants in Newry,#29 of 80 Restaurants in Newry,"['$$ - $$$', 'Irish', 'Cafe', 'Vegetarian Friendly']",(72),,,,"Irish, Cafe","Breakfast, Lunch","Vegetarian Friendly, Vegan Options","['Takeout', 'Seating', 'Highchairs Available', 'Wheelchair Accessible']",+ Add hours,,"http://www.delilitesandwiches.com/our-gourmet-cafes.html"",""email"":""sales@delilites.plus.com",bubble_40,bubble_35,bubble_35,bubble_40,37,11,7.0,6.0,11.0,"{'English (71)', 'All languages', 'French (1)'}",ALL
2140,g209938-d3931023,['https://www.tripadvisor.com/Restaurant_Review-g209938-d3931023-Reviews-Shelbourne_Bakery_and_Restaurant-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Shelbourne Bakery and Restaurant']",Shelbourne Bakery and Restaurant, Claimed,4.5,"July 8, 2023","69 Hill Street, Newry BT34 1DG Northern Ireland",54.17647,-6.337437,#1 of 14 Coffee & Tea in Newry,#1 of 14 Coffee & Tea in Newry,"['$$ - $$$', 'Dessert', 'Irish', 'Cafe']",(169),,,,"Irish, Cafe","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Takeout', 'Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Wine and Beer', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']",Opens in 42 min:  See all hours,tel:+44 28 3026 2002,"http://www.shelbournebakery.com/"",""email"":""sales@shelbournebakery.com",bubble_45,bubble_45,bubble_45,bubble_45,95,47,11.0,10.0,6.0,"{'Spanish (1)', 'Polish (1)', 'All languages', 'English (167)'}",ALL
2141,g209938-d3932105,['https://www.tripadvisor.com/Restaurant_Review-g209938-d3932105-Reviews-Courtney_s-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""Courtney's""]",Courtney's, Claimed,4.5,"October 12, 2023","Mill Street, Newry BT34 1DF Northern Ireland",54.17372,-6.33935,#7 of 80 Restaurants in Newry,#7 of 80 Restaurants in Newry,"['$$ - $$$', 'Irish', 'Cafe', 'Vegetarian Friendly']",(132),,,,"Irish, Cafe","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Takeout', 'Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Table Service']", Open now: 07:00 AM - 6:00 PM,tel:+44 28 3025 1900,"https://www.facebook.com/courtneysnewry/"",""email"":""courtneys.sandwich.bar@gmail.com",bubble_45,bubble_45,bubble_45,bubble_40,104,12,2.0,6.0,8.0,"{'English (132)', 'All languages'}",ALL
2142,g209938-d3936613,['https://www.tripadvisor.com/Restaurant_Review-g209938-d3936613-Reviews-Henrys_Newry-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Henrys Newry']",Henrys Newry, Unclaimed,3.5,"May 21, 2023","Kilmorey Street, Newry Northern Ireland",54.17784,-6.33083,#60 of 80 Restaurants in Newry,#6 of 12 Chinese in Newry,"['$', 'Chinese']",(10),,,,Chinese,Dinner,,Takeout, Closed now:  See all hours,,,,,,,6,0,1.0,0.0,3.0,"{'English (10)', 'All languages'}",ALL
2143,g209938-d3941029,['https://www.tripadvisor.com/Restaurant_Review-g209938-d3941029-Reviews-Belleek_Country_House-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Belleek Country House']",Belleek Country House, Claimed,4.5,"September 3, 2023","16 Main Street Belleeks, Armagh, Newry BT35 7PH Northern Ireland",54.18433,-6.48647,#24 of 80 Restaurants in Newry,#11 of 15 Bar in Newry,"['$$ - $$$', 'Bar', 'European', 'Pub']",(22),,,,"Bar, European, Pub","Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options","['Reservations', 'Seating', 'Highchairs Available', 'Takeout', 'Outdoor Seating', 'Buffet', 'Private Dining', 'Parking Available', 'Street Parking', 'Free off-street parking', 'Television', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']", Closed now:  See all hours,tel:+44 28 3087 8999,http://en-gb.facebook.com/Belleek-Country-House-1635748713336736/,bubble_45,bubble_45,bubble_45,,15,4,2.0,1.0,0.0,"{'English (22)', 'All languages'}",ALL
2144,g209938-d3981029,['https://www.tripadvisor.com/Restaurant_Review-g209938-d3981029-Reviews-Murphys-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Murphys']",Murphys, Claimed,4.0,"February 26, 2023","2 Drumintee Road, Newry BT35 8JT Northern Ireland",54.122307,-6.388713,#16 of 80 Restaurants in Newry,#16 of 80 Restaurants in Newry,"['$$ - $$$', 'Irish', 'Bar', 'European']",(233),,,₪29 - ₪102,"Irish, Bar, European","['Lunch', 'Dinner', 'Brunch', 'Late Night']","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Delivery', 'Takeout', 'Reservations', 'Outdoor Seating', 'Buffet', 'Private Dining', 'Seating', 'Parking Available', 'Validated Parking', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']", Closed now:  See all hours,tel:+44 28 3084 8789,,bubble_45,bubble_45,bubble_45,bubble_40,157,24,15.0,12.0,25.0,"{'All languages', 'English (233)'}",ALL
2145,g209938-d4263616,['https://www.tripadvisor.com/Restaurant_Review-g209938-d4263616-Reviews-Snaubs-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Snaubs']",Snaubs, Claimed,4.5,"June 9, 2023","15 Monaghan Street, Newry BT35 6BB Northern Ireland",54.17695,-6.342125,#14 of 80 Restaurants in Newry,#4 of 24 Cafe in Newry,"['$$ - $$$', 'Irish', 'Cafe', 'International']",(58),,,,"Irish, Cafe, International, European, Healthy, Soups, Wine Bar","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Takeout', 'Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Table Service']", Closed now:  See all hours,tel:+44 28 3026 5381,"http://www.snaubs.com"",""email"":""snaubsboutiquecafe@hotmail.com",bubble_45,bubble_50,bubble_45,,42,10,4.0,2.0,0.0,"{'English (58)', 'All languages'}",ALL
2146,g209938-d4307547,['https://www.tripadvisor.com/Restaurant_Review-g209938-d4307547-Reviews-Maya_Cafe_Company-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Maya Cafe Company']",Maya Cafe Company, Unclaimed,4.5,"June 21, 2023","12A Monaghan Street, Newry BT35 6AA Northern Ireland",54.176895,-6.341684,#15 of 80 Restaurants in Newry,#1 of 1 Mexican in Newry,"['$', 'Mexican', 'Cafe', 'Guatemalan']",(96),,,,"Mexican, Cafe, Guatemalan","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options","['Takeout', 'Seating', 'Table Service', 'Accepts Mastercard', 'Accepts Visa', 'Accepts Credit Cards']", Closed now:  See all hours,tel:+44 7749 461494,"https://www.facebook.com/Maya-Caf%C3%A9-Company-331147140306229/"",""email"":""mayacafecompanyltd@gmail.com",bubble_45,bubble_40,bubble_45,bubble_45,77,11,3.0,2.0,3.0,"{'All languages', 'English (96)'}",ALL
2147,g209938-d4326675,['https://www.tripadvisor.com/Restaurant_Review-g209938-d4326675-Reviews-Spice_of_India-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Spice of India']",Spice of India, Unclaimed,4.0,"September 29, 2020","6 Corn Market, Newry BT35 8BG Northern Ireland",54.176945,-6.342149,#39 of 80 Restaurants in Newry,#2 of 6 Indian in Newry,"['$$ - $$$', 'Indian', 'Bangladeshi', 'Vegetarian Friendly']",(64),,,,"Indian, Bangladeshi",Dinner,Vegetarian Friendly,"['Takeout', 'Reservations', 'Wheelchair Accessible', 'Table Service', 'Delivery', 'Seating', 'Serves Alcohol']", Closed now:  See all hours,tel:+44 28 3025 0700,https://www.facebook.com/Spice-Of-India-891585094252743/,bubble_40,bubble_45,bubble_40,bubble_35,33,11,7.0,2.0,11.0,"{'All languages', 'English (64)'}",ALL
2148,g209938-d4432671,['https://www.tripadvisor.com/Restaurant_Review-g209938-d4432671-Reviews-Transylvania-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Transylvania']",Transylvania, Claimed,4.0,"June 14, 2023","12 Upper Water Street, Newry BT34 1DJ Northern Ireland",54.176537,-6.33644,#41 of 80 Restaurants in Newry,#5 of 10 Pizza in Newry,"['$', 'Pizza', 'Fast Food']",(14),,,,"Fast Food, Pizza","Lunch, Dinner, Brunch",,"Takeout, Wheelchair Accessible, Seating", Closed now:  See all hours,tel:+44 28 3083 3363,https://www.facebook.com/Transylvania-Newry-359563147507717/,bubble_50,bubble_50,bubble_50,,9,1,1.0,1.0,2.0,"{'All languages', 'English (14)'}",ALL
2149,g209938-d4580083,['https://www.tripadvisor.com/Restaurant_Review-g209938-d4580083-Reviews-McCooey_s-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""McCooey's""]",McCooey's, Claimed,4.5,"December 7, 2022","22 Monaghan Street, Newry BT35 6AA Northern Ireland",54.176945,-6.342634,#10 of 80 Restaurants in Newry,#10 of 80 Restaurants in Newry,"['$', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",(117),,,,Soups,"Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Takeout', 'Outdoor Seating', 'Highchairs Available', 'Seating', 'Wheelchair Accessible', 'Table Service', 'Free Wifi']",Opens in 39 min:  See all hours,tel:+44 7752 888397,"http://www.facebook.com/McCooeysNewry"",""email"":""weemccooey@gmail.com",bubble_50,bubble_50,bubble_45,bubble_50,90,15,2.0,7.0,3.0,"{'English (117)', 'All languages'}",ALL
2150,g209938-d4605046,['https://www.tripadvisor.com/Restaurant_Review-g209938-d4605046-Reviews-Pepperjacks-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Pepperjacks']",Pepperjacks, Unclaimed,5.0,"April 19, 2019","Kilkeel road, Newry Northern Ireland",54.10874,-5.97504,#44 of 80 Restaurants in Newry,#44 of 80 Restaurants in Newry,['Fast Food'],(5),,,,Fast Food,[],,[],+ Add hours,,,,,,,5,0,0.0,0.0,0.0,"{'English (5)', 'All languages'}",ALL
2151,g209938-d4911540,['https://www.tripadvisor.com/Restaurant_Review-g209938-d4911540-Reviews-Ned_Kelly_s_Food_Bar-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""Ned Kelly's Food Bar""]",Ned Kelly's Food Bar, Unclaimed,4.0,"April 27, 2021","3 Dominic Street, Newry BT35 8BN Northern Ireland",54.17329,-6.34439,#31 of 80 Restaurants in Newry,#2 of 20 Fast Food in Newry,"['$', 'Fast Food', 'Vegetarian Friendly']",(19),,,,Fast Food,[],Vegetarian Friendly,"Takeout, Wheelchair Accessible",+ Add hours,tel:+44 28 3026 5420,,bubble_40,bubble_45,bubble_40,,8,6,4.0,1.0,0.0,"{'English (19)', 'All languages'}",ALL
2152,g209938-d4923993,['https://www.tripadvisor.com/Restaurant_Review-g209938-d4923993-Reviews-Tasty_Chinese_Takeaway-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Tasty Chinese Takeaway']",Tasty Chinese Takeaway - CLOSED, Unclaimed,3.0,"January 4, 2020","12 Sugar Island, Newry BT35 6HT Northern Ireland",54.17819,-6.33758,,,['Chinese'],(11),,,,Chinese,Dinner,,[],,tel:+44 28 3026 4948,,,,,,4,1,2.0,1.0,3.0,"{'English (11)', 'All languages'}",ALL
2153,g209938-d5249714,['https://www.tripadvisor.com/Restaurant_Review-g209938-d5249714-Reviews-La_Dolce_Vita_Pizzeria-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'La Dolce Vita Pizzeria']",La Dolce Vita Pizzeria, Claimed,3.5,"September 16, 2023","42 Patrick Street, Newry BT35 8DN Northern Ireland",54.17727,-6.34578,#47 of 80 Restaurants in Newry,#47 of 80 Restaurants in Newry,"['$$ - $$$', 'Italian', 'Pizza', 'Vegetarian Friendly']",(68),,,,"Italian, Pizza",Dinner,Vegetarian Friendly,"['Delivery', 'Takeout', 'Wheelchair Accessible']", Closed now:  See all hours,tel:+44 28 3025 2700,http://www.ladolcevitapizzeria.com,bubble_40,bubble_40,bubble_35,,33,8,7.0,3.0,17.0,"{'English (68)', 'All languages'}",ALL
2154,g209938-d5254593,['https://www.tripadvisor.com/Restaurant_Review-g209938-d5254593-Reviews-Maddens_Bar-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Maddens Bar']",Maddens Bar - CLOSED, Unclaimed,3.5,"April 12, 2018","46A Mill Street, Newry BT34 1AG Northern Ireland",54.17372,-6.338952,,,['Pub'],(4),,,,Pub,[],,[],,tel:+44 28 3026 4558,,,,,,1,1,1.0,1.0,0.0,"{'All languages', 'English (4)'}",ALL
2155,g209938-d5809984,['https://www.tripadvisor.com/Restaurant_Review-g209938-d5809984-Reviews-Subway-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Subway']",Subway - CLOSED, Unclaimed,3.5,"November 27, 2018","1D Francis Street Unit 12B, Newry BT35 8BQ Northern Ireland",54.17676,-6.341325,,,,(14),,,,,"Breakfast, Lunch, Dinner",,[],,tel:+44 28 3025 0999,https://restaurants.subway.com/united-kingdom/ni/newry/12a-monaghan-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=42467&utm_campaign=evergreen-2020&y_source=1_MTQ5MjYxNDktNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,,,,,2,6,3.0,1.0,2.0,"{'All languages', 'English (14)'}",ALL
2156,g209938-d5884366,['https://www.tripadvisor.com/Restaurant_Review-g209938-d5884366-Reviews-The_Boulevard_Restaurant-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Boulevard Restaurant']",The Boulevard Restaurant, Unclaimed,5.0,"March 5, 2020","1 Margaret Square Hill Street, Newry BT34 1DE Northern Ireland",54.17648,-6.33798,#25 of 80 Restaurants in Newry,#11 of 24 Cafe in Newry,"['$$ - $$$', 'Cafe']",(21),,,,Cafe,"Breakfast, Lunch, Dinner",,"Seating, Wheelchair Accessible, Table Service",Opens in 36 min:  See all hours,tel:+44 28 3026 6555,https://www.facebook.com/theboulevardrestaurantnewry/,bubble_50,bubble_50,bubble_50,,18,2,0.0,1.0,0.0,"{'All languages', 'Italian (1)', 'English (20)'}",ALL
2157,g209938-d6012696,['https://www.tripadvisor.com/Restaurant_Review-g209938-d6012696-Reviews-Granary_Bar-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Granary Bar']",Granary Bar, Unclaimed,4.0,"April 20, 2023","Merchant's Quay Canal Court Hotel, Newry BT35 8HF Northern Ireland",54.17638,-6.33998,#38 of 80 Restaurants in Newry,#6 of 14 British in Newry,"['$$ - $$$', 'Bar', 'British', 'Pub']",(31),,,,"Bar, British, Pub","Lunch, Dinner",Vegetarian Friendly,"['Seating', 'Reservations', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Table Service']",+ Add hours,tel:+44 28 3025 1234,"http://www.canalcourthotel.com/dining.html"",""email"":""manager@canalcourthotel.com",,bubble_40,bubble_35,,13,10,1.0,2.0,5.0,"{'All languages', 'English (31)'}",ALL
2158,g209938-d6387686,['https://www.tripadvisor.com/Restaurant_Review-g209938-d6387686-Reviews-Mourne_Country_Hotel_Restaurant-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Mourne Country Hotel Restaurant']",Mourne Country Hotel Restaurant, Unclaimed,3.0,"December 14, 2019","52 Belfast Road, Newry BT34 1TR Northern Ireland",54.19484,-6.33435,#72 of 80 Restaurants in Newry,#72 of 80 Restaurants in Newry,['$$ - $$$'],(11),,,,,"Breakfast, Lunch, Dinner",,"Reservations, Seating, Wheelchair Accessible, Table Service", Open now: 12:00 AM - 11:59 PM,tel:+44 28 3026 7922,,,bubble_30,bubble_25,,3,2,1.0,2.0,3.0,"{'English (11)', 'All languages'}",ALL
2159,g209938-d6739849,['https://www.tripadvisor.com/Restaurant_Review-g209938-d6739849-Reviews-Timoneys_Ice_Cream-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Timoneys Ice Cream']",Timoneys Ice Cream, Unclaimed,4.5,"December 10, 2019","6 Canal Street, Newry BT35 6JB Northern Ireland",54.17889,-6.33818,#2 of 4 Desserts in Newry,#2 of 4 Dessert in Newry,"['$', 'Dessert']",(62),,,,,[],,"Takeout, Wheelchair Accessible", Closed now:  See all hours,tel:+44 28 3025 2083,"http://www.timoneysicecream.co.uk/"",""email"":""timoneys99@yahoo.co.uk",bubble_45,bubble_45,bubble_45,,50,8,3.0,0.0,1.0,"{'English (62)', 'All languages'}",ALL
2160,g209938-d6864050,['https://www.tripadvisor.com/Restaurant_Review-g209938-d6864050-Reviews-Garvey_s_Bar_Restaurant-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""Garvey's Bar & Restaurant""]",Garvey's Bar & Restaurant, Unclaimed,5.0,"September 5, 2022","58 New Road, Newry BT35 9LN Northern Ireland",54.08078,-6.51029,#26 of 80 Restaurants in Newry,#26 of 80 Restaurants in Newry,"['$$ - $$$', 'Vegetarian Friendly']",(20),,,,,"Dinner, Lunch",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Table Service",+ Add hours,tel:+44 28 3088 9008,https://www.facebook.com/Garveys-Bar-Restaurant-492546320923418/,bubble_50,bubble_50,bubble_50,,18,1,1.0,0.0,0.0,"{'All languages', 'English (20)'}",ALL
2161,g209938-d7229908,['https://www.tripadvisor.com/Restaurant_Review-g209938-d7229908-Reviews-Two_Chefs-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Two Chefs']",Two Chefs - CLOSED, Unclaimed,3.5,"August 28, 2017","2 The Mall, Newry BT34 1BX Northern Ireland",54.17718,-6.33766,,,['$'],(10),,,,,[],,[],,tel:+44 28 3083 3656,,,,,,2,6,0.0,0.0,2.0,"{'English (10)', 'All languages'}",ALL
2162,g209938-d7251402,['https://www.tripadvisor.com/Restaurant_Review-g209938-d7251402-Reviews-Two_Chefs_Carriage-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Two Chefs Carriage']",Two Chefs Carriage - CLOSED, Unclaimed,3.5,"June 30, 2016","Warrenpoint Rd Unit 4, Greenbank Service Station, Newry BT34 2PF Northern Ireland",54.15435,-6.322793,,,['Diner'],(7),,,,Diner,[],,[],,tel:+44 28 3025 0000,,,,,,2,1,2.0,1.0,1.0,"{'English (7)', 'All languages'}",ALL
2163,g209938-d7278713,['https://www.tripadvisor.com/Restaurant_Review-g209938-d7278713-Reviews-Fiveways_Diner-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Fiveways Diner']",Fiveways Diner, Claimed,3.0,"September 21, 2020","99/101 Armagh Road, Newry BT35 6PW Northern Ireland",54.191326,-6.351056,#75 of 80 Restaurants in Newry,#7 of 8 Diner in Newry,"['$$ - $$$', 'Diner']",(102),,,,Diner,"Lunch, Brunch",,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service",+ Add hours,tel:+44 28 3026 2945,"https://www.facebook.com/Fiveways-Supermarket-Newry-513446895460205/"",""email"":""info@colmmeehan.co.uk",bubble_35,bubble_35,bubble_40,,31,14,16.0,10.0,31.0,"{'English (102)', 'All languages'}",ALL
2164,g209938-d7288525,['https://www.tripadvisor.com/Restaurant_Review-g209938-d7288525-Reviews-The_Genoa_Newry-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Genoa Newry']",The Genoa Newry, Claimed,2.5,"September 22, 2023","Unit 5 50 Belfast Road The Plaza, Newry BT34 1QA Northern Ireland",54.193424,-6.334553,#78 of 80 Restaurants in Newry,#18 of 20 Fast Food in Newry,"['$$ - $$$', 'Fast Food', 'British']",(50),,,,"Fast Food, British",[],,"Takeout, Seating, Wheelchair Accessible, Table Service", Closed now:  See all hours,tel:+44 28 3083 3617,http://thegenoa.com/,bubble_20,bubble_20,bubble_25,,10,7,6.0,6.0,21.0,"{'English (50)', 'All languages'}",ALL
2165,g209938-d7686468,['https://www.tripadvisor.com/Restaurant_Review-g209938-d7686468-Reviews-Subway-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Subway']",Subway - CLOSED, Unclaimed,2.5,"December 14, 2020","Unit 20A The Quays Shopping Centre 20A, Newry BT35 8QS Northern Ireland",54.168816,-6.339316,,,,(12),,,,,"Breakfast, Lunch, Dinner",,[],,tel:+44 28 3025 1013,"https://restaurants.subway.com/united-kingdom/ni/newry/unit-20a-the-quays-shopping-centre?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=61896&utm_campaign=evergreen-2020&y_source=1_MTQ5MjQyOTYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"",""email"":""colm.magee@virgin.net",,,,,1,3,3.0,0.0,5.0,"{'All languages', 'English (12)'}",ALL
2166,g209938-d8015448,['https://www.tripadvisor.com/Restaurant_Review-g209938-d8015448-Reviews-Eddie_Rocket_s-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""Eddie Rocket's""]",Eddie Rocket's, Claimed,2.5,"October 5, 2023","The Quays Shopping Centre, Newry BT35 8QS Northern Ireland",54.168278,-6.339943,#80 of 80 Restaurants in Newry,#8 of 8 Diner in Newry,"['$$ - $$$', 'American', 'Fast Food', 'Diner']",(110),,,,"American, Fast Food, Diner","Breakfast, Dinner, Brunch, Lunch",,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service", Closed now:  See all hours,tel:+44 28 3025 0885,"http://www.eddierockets.ie/"",""email"":""info@eddierockets.ie",bubble_35,bubble_35,bubble_30,,26,11,15.0,21.0,37.0,"{'English (109)', 'All languages', 'French (1)'}",ALL
2167,g209938-d8498145,['https://www.tripadvisor.com/Restaurant_Review-g209938-d8498145-Reviews-Macs_Pizzas-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Macs Pizzas']",Macs Pizzas, Unclaimed,3.5,"September 28, 2021","3 St. Marys Street, Newry BT34 2AA Northern Ireland",54.17344,-6.33948,#66 of 80 Restaurants in Newry,#10 of 10 Pizza in Newry,['Pizza'],(7),,,,Pizza,"Breakfast, Lunch, Dinner",,"Delivery, Takeout", Closed now:  See all hours,tel:+44 7907 591053,https://www.facebook.com/macspizzatakeaway,,,,,4,1,0.0,0.0,2.0,"{'English (7)', 'All languages'}",ALL
2168,g209938-d8512575,['https://www.tripadvisor.com/Restaurant_Review-g209938-d8512575-Reviews-Brief_Encounters-Newry_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Brief Encounters']",Brief Encounters, Claimed,4.5,"March 12, 2023","14 Charlotte Street Warrenpoint, Newry BT34 3LF Northern Ireland",54.10176,-6.25482,#35 of 80 Restaurants in Newry,#35 of 80 Restaurants in Newry,"['$', 'Italian', 'Pizza', 'Fast Food']",(11),,,,"Fast Food, Italian, Pizza, Mediterranean, Turkish",Dinner,,"Delivery, Parking Available, Wheelchair Accessible, Cash Only", Closed now:  See all hours,tel:+44 7516 928466,,,,,,10,0,0.0,0.0,1.0,"{'English (11)', 'All languages'}",ALL
