id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers,rand,Open-closed,Comment
g318870-d11912740,"['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Bansko', 'Bansko Restaurants', 'Ntomata Piperia']",Ntomata Piperia,Unclaimed,4,"February 22, 2020","Pirin 125, Bansko 2780 Bulgaria",41.824627,23.47782,#74 of 136 Restaurants in Bansko,#58 of 80 European in Bansko,76,0,,?33 - ?87,"Mediterranean, Greek, Seafood, European","Dinner, Lunch",Vegetarian Friendly,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Takeout, Table Service",False,True,40,45,40,,50,8,5,2,11,"Turkish (3), German (1), Russian (1), Greek (38), English (33)",g318870-d11912740,in rating,$$ - $$$,"Seafood, Mediterranean, European",33,43,0,Restaurants,http://www.facebook.com/ntomata.piperia/,,,,0,facebook,unavailable,,,0,0.416126747382805,,
g776232-d10628027,"['Europe', 'Finland', 'Uusimaa', 'Lohja', 'Lohja Restaurants', 'Sushi House']",Sushi House,Unclaimed,4,"November 5, 2021","Kauppakatu 5-9, Lohja 08100 Finland",60.249622,24.066221,#5 of 33 Restaurants in Lohja,#1 of 1 Sushi in Lohja,35,0,0,,Sushi,,Vegetarian Friendly,,False,True,40,40,40,,13,17,3,1,1,"Russian (1), English (3), Finnish (31)",g776232-d10628027,in rating,$$ - $$$,"Sushi, Vegetarian Friendly",3,32,31,Restaurants,http://www.sushihouselohja.fi,,,,0,non-facebook,unavailable,,,0,0.281994168879464,,
g189934-d7088656,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', ""Thai O'Cha""]",Thai O'Cha,Claimed,4,"November 6, 2021","Mannerheimintie 49, Helsinki 00250 Finland",60.189228,24.917513,"#510 of 1,407 Restaurants in Helsinki","#510 of 1,407 Restaurants in Helsinki",34,0,0,?36 - ?81,"Asian, Thai","Dinner, Lunch, Drinks","Vegan Options, Vegetarian Friendly","Takeout, Seating, Reservations, Table Service",True,True,45,40,50,,16,11,1,1,5,"German (1), English (24), Finnish (9)",g189934-d7088656,in rating,$,"Asian, Thai, Vegetarian Friendly",24,10,9,Restaurants,http://www.ocharestaurant.com,,,,0,non-facebook,unavailable,,,0,0.372040937887505,,
g209947-d8373655,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Carrickfergus', 'Carrickfergus Restaurants', 'Brown Cow Bistro']",Brown Cow Bistro,Claimed,4.5,"May 29, 2021","Fairview Terrace, Woodburn Road, Carrickfergus BT38 8PY Northern Ireland",54.72123,-5.82689,#17 of 44 Restaurants in Carrickfergus,#15 of 26 British in Carrickfergus,36,0,0,,"British, Pub","Lunch, Dinner",,"Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service",True,True,45,45,45,,31,1,1,1,2,"French (1), English (35)",g209947-d8373655,in rating,$$ - $$$,"British, Pub",35,1,35,Restaurants,https://www.facebook.com/The-brown-cow-inn-120530144627301/,"April 4, 2021","Would anyone know John Murphy who originally lived in Whinfield walk, just so one has been I contact looking for him.  Please could you get in touch if you would have know them.  Many thanks","Intro
Welcome to the Brown Cow Inn bar and bistro.
Page · Pub
11 Fairview Terrace, Belfast, United Kingdom
+44 28 9336 4815
browncowinn.co.uk
Open now
Price Range · $$
Rating · 4.8 (94 Reviews)",2021,facebook,online,4.8,94,1800,0.29246232425794,,
g189908-d8495272,"['Europe', 'Finland', 'Northern Savonia', 'Kuopio', 'Kuopio Restaurants', 'Grillsson Steakhouse & Bar Kuopio -ravintola']",Grillsson Steakhouse & Bar Kuopio -ravintola,Claimed,4,"July 21, 2021","Haapaniemenkatu 22, Kuopio 70110 Finland",62.891846,27.676268,#19 of 92 Restaurants in Kuopio,#1 of 1 Steakhouse in Kuopio,67,0,0,,"Steakhouse, European","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service",False,True,40,40,40,,21,23,16,5,2,"French (2), Swedish (1), Russian (1), Finnish (35), Italian (1), English (27)",g189908-d8495272,in rating,$$ - $$$,"Steakhouse, European",27,40,35,Restaurants,http://www.ravintolamaailma.fi/grillsson/ravintolat,,,,0,non-facebook,unavailable,,,0,0.691141003509983,,
g189934-d8785522,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Laivaravintola Marival II']",Laivaravintola Marival II,Claimed,4.5,"February 4, 2020","Kauppatori 1, Helsinki 00170 Finland",60.167397,24.952902,"#222 of 1,407 Restaurants in Helsinki","#222 of 1,407 Restaurants in Helsinki",41,0,0,?34 - ?47,"Bar, Cafe, Scandinavian, European",Lunch,,"Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Seating, Highchairs Available",True,True,45,45,45,,25,14,0,1,1,"French (2), English (12), Italian (3), Chinese (Trad.) (2), Russian (10), German (2), Spanish (2), Portuguese (2), Finnish (6)",g189934-d8785522,in rating,$,"Bar, Cafe, European",12,29,6,Restaurants,http://www.marival.fi,,,,0,non-facebook,unavailable,,,0,0.351891664788127,,
g186470-d12537719,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Pizza Boutique Belfast']",Pizza Boutique Belfast,Claimed,4.5,"November 7, 2020","34 Castle Street, Belfast BT1 1HB Northern Ireland",54.59912,-5.932206,#157 of 689 Restaurants in Belfast,#15 of 73 Pizza in Belfast,77,0,0,?39 - ?48,"Italian, Pizza, European","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Wheelchair Accessible, Table Service, Delivery, Reservations, Highchairs Available, BYOB",True,True,45,45,45,,66,5,2,2,2,"Spanish (2), English (73), German (2)",g186470-d12537719,in rating,$,"Italian, Pizza, European",73,4,73,Restaurants,http://www.pizzaboutique.co.uk,,,,0,non-facebook,unavailable,,,0,0.99795712181367,,
g209945-d5817736,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Strabane', 'Strabane Restaurants', 'Masala']",Masala,Claimed,4,"November 21, 2019","6-12 Abercorn Sq, Strabane BT82 8AN Northern Ireland",54.82669,-7.46332,#8 of 20 Restaurants in Strabane,#8 of 20 Restaurants in Strabane,60,0,0,,"Indian, European, Asian","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",True,True,40,40,40,,34,11,3,4,8,English (60),g209945-d5817736,in rating,$$ - $$$,"Indian, European, Asian",60,0,60,Restaurants,http://www.masalaonline.info/,,,,0,non-facebook,unavailable,,,0,0.353622065624222,,
g186482-d8843370,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Derry', 'Derry Restaurants', 'Cafe Gate']",Café Gate,Unclaimed,4.5,"September 11, 2021","13-15 Craft Village, Derry Northern Ireland",54.996662,-7.321321,#5 of 16 Coffee & Tea in Derry,#5 of 16 Coffee & Tea in Derry,37,0,0,,"Cafe, Irish","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Seating, Takeout, Table Service",False,True,45,45,45,,17,17,2,1,0,"English (31), Italian (1), Dutch (1), French (1), Spanish (1), German (2)",g186482-d8843370,in rating,$,"Irish, Cafe, Vegetarian Friendly",31,6,31,Coffee & Tea,https://www.facebook.com/cafegatederry/?fref=ps_result,,no_posts,"About
See all
All our food is homemade on the premises sweet and savoury!
39 seats inside and outside seating.
Free wifi available.
Cash only. Accepts euro.
A welcoming cafe, located in the heart of the city serving homemade cooking, surrounded by a range of unique craft shops to capture your attention. … See more
2 people like this
2 people follow this
+44 28 7136 9128
Price range
  · $
Coffee shop · Tea Room
Take out available
outside catering
Groups welcome
outdoor seating
table service
good for kids",0,facebook,online,,,0,0.859405570430681,,
g294452-d4348632,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Petleto Center']",Petleto Center,Claimed,4,"March 9, 2021","ul.Neofit Rilski 44, Sofia 1000 Bulgaria",42.68993,23.320862,"#312 of 1,226 Restaurants in Sofia",#76 of 214 Eastern European in Sofia,106,0,,?9 - ?59,"European, Eastern European, International","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Table Service",True,True,40,40,40,50,45,23,17,9,12,"Greek (1), Spanish (2), German (1), French (4), Russian (4), Italian (16), English (74), Danish (4)",g294452-d4348632,in rating,$$ - $$$,"International, European, Eastern European",74,32,0,Restaurants,http://www.petleto.com,,,,0,non-facebook,unavailable,,,0,0.809565876377746,,
g227603-d3527390,"['Europe', 'Finland', 'South Karelia', 'Lappeenranta', 'Lappeenranta Restaurants', 'Cafe Violet']",Cafe Violet,Unclaimed,4,"July 21, 2018","Kauppakatu 28, Lappeenranta 53100 Finland",61.05996,28.18551,#5 of 6 Desserts in Lappeenranta,#5 of 6 Dessert in Lappeenranta,37,0,0,,"Cafe, Turkish","Lunch, Dinner",,"Outdoor Seating, Takeout",True,False,45,40,45,40,17,14,1,2,3,"English (17), Finnish (12), Russian (8)",g227603-d3527390,in rating,$$ - $$$,"Dessert, Cafe, Turkish",17,20,12,Desserts,http://www.caffeviolet.fi,,,,0,non-facebook,unavailable,,,0,0.0859439913183451,,
g295391-d4573088,"['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', ""McDonald's""]",McDonald's,Unclaimed,3,"December 14, 2021","Knyaz Aleksandar I Str. 42, Plovdiv 4000 Bulgaria",42.14469,24.74907,#299 of 310 Restaurants in Plovdiv,#20 of 22 Fast Food in Plovdiv,32,0,,,Fast Food,,,Takeout,False,True,30,30,30,,6,5,10,6,5,"Turkish (3), Arabic (1), Spanish (1), Italian (1), German (1), Russian (7), Greek (1), English (17)",g295391-d4573088,in rating,$,Fast Food,17,15,0,Restaurants,,,,,0,no_website,no_website,,,0,0.143497555050999,,
g12528885-d5422825,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Conlig', 'Conlig Restaurants', 'Kaldi Coffee House']",Kaldi Coffee House,Unclaimed,4.5,"July 17, 2020","5 Green Road, Conlig BT23 7PZ Northern Ireland",54.632614,-5.672107,#1 of 1 Restaurant in Conlig,#1 of 1 Restaurants in Conlig,47,0,0,,"Cafe, British","Breakfast, Lunch, Brunch",Vegetarian Friendly,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Reservations",False,True,45,45,45,,28,11,6,1,1,English (47),g12528885-d5422825,in rating,$$ - $$$,"Cafe, British, Vegetarian Friendly",47,0,47,Restaurants,https://www.facebook.com/Kaldi-Coffee-House-540920425932257/?hc_ref=PAGES_TIMELINE&fref=nf,,,,0,facebook,unavailable,,,0,0.333376928698272,,
g294452-d5790277,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Spice House Indian Restaurant']",Spice House Indian Restaurant,Claimed,4,"March 19, 2019","ul.Rodopski izvor 40, Sofia 1680 Bulgaria",42.690372,23.314495,"#165 of 1,226 Restaurants in Sofia","#165 of 1,226 Restaurants in Sofia",111,0,,,"Indian, Asian, Healthy","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Serves Alcohol, Delivery, Outdoor Seating, Highchairs Available, Full Bar, Wine and Beer, Free Wifi, Table Service",True,True,40,45,40,45,63,22,14,7,5,"Spanish (1), Japanese (1), English (100), German (1), Italian (2), Dutch (2), Russian (3), Finnish (1)",g294452-d5790277,in rating,$$ - $$$,"Indian, Asian, Healthy",100,11,0,Restaurants,http://spicehouse.bg/bg/,,,,0,non-facebook,unavailable,,,0,0.345005087321624,,
g186470-d7684259,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Frango']",Frango,Unclaimed,3.5,"March 7, 2021","41 Bradbury Place, Belfast BT7 1RR Northern Ireland",54.588554,-5.935082,#492 of 689 Restaurants in Belfast,#65 of 150 Fast Food in Belfast,34,0,0,,Fast Food,,Halal,"Takeout, Reservations",False,True,30,35,35,,15,6,4,1,8,"Spanish (1), English (33)",g186470-d7684259,in rating,$$ - $$$,"Fast Food, Halal",33,1,33,Restaurants,,,,,0,no_website,no_website,,,0,0.832473080838099,,
g186470-d3652594,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Pizza Hut']",Pizza Hut,Unclaimed,2.5,"February 8, 2020","Unit 5 Queens Quay Abercorn Basin Belfast BT3 9QQ Queens Quay, Belfast BT3 9QQ Northern Ireland",54.604076,-5.915794,#672 of 689 Restaurants in Belfast,#672 of 689 Restaurants in Belfast,173,0,0,,"Pizza, Fast Food",Dinner,Vegetarian Friendly,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service",True,True,30,25,30,20,28,27,22,33,63,"English (170), Italian (2), Dutch (1)",g186470-d3652594,in rating,$$ - $$$,"Pizza, Fast Food, Vegetarian Friendly",170,3,170,Restaurants,https://www.pizzahutireland.com/,,,,0,non-facebook,unavailable,,,0,0.573043661890551,,
g186470-d3473871,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Spence's chip shop""]",Spence's chip shop,Unclaimed,4.5,"August 17, 2021","Beersbridge Road, Belfast Northern Ireland",54.59285,-5.88915,#321 of 689 Restaurants in Belfast,#321 of 689 Restaurants in Belfast,40,0,0,,"Fast Food, British","Lunch, Dinner",,Takeout,False,False,50,50,45,50,33,3,0,0,4,English (40),g186470-d3473871,in rating,$,"Fast Food, British",40,0,40,Restaurants,,,,,0,no_website,no_website,,,0,0.849998857825995,,
g186478-d2276002,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'The Anchor Bar']",The Anchor Bar,Claimed,4.5,"November 5, 2021","9-11 Bryansford Road, Newcastle BT33 0HJ Northern Ireland",54.206963,-5.893535,#14 of 35 Restaurants in Newcastle,#4 of 8 Pub in Newcastle,113,0,0,?15 - ?53,"Bar, British, Pub","Lunch, Dinner",,"Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Wheelchair Accessible",True,True,35,40,40,35,72,22,10,4,5,English (113),g186478-d2276002,in rating,$$ - $$$,"Bar, British, Pub",113,0,113,Restaurants,http://www.anchorbar.co.uk,,,,0,non-facebook,unavailable,,,0,0.763948536245152,,
g303647-d7614292,"['Europe', 'Bulgaria', 'Sofia Region', 'Borovets', 'Borovets Restaurants', 'The Red Dragon']",The Red Dragon,Unclaimed,4.5,"March 25, 2016","Main Street, Borovets 2100 Bulgaria",42.2711,23.60496,#38 of 58 Restaurants in Borovets,#38 of 58 Restaurants in Borovets,31,0,,,"Chinese, Asian",Dinner,,"Reservations, Seating, Serves Alcohol, Takeout",False,True,45,50,45,45,19,8,2,1,1,"English (27), French (1), Russian (2), Turkish (1)",g303647-d7614292,in rating,$$ - $$$,"Chinese, Asian",27,4,0,Restaurants,,,,,0,no_website,no_website,,,0,0.957319017034024,,
g186470-d6616380,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The teapot belfast']",The teapot belfast,Claimed,4.5,"January 27, 2020","87 Dublin Road, Belfast BT2 7HF Northern Ireland",54.590755,-5.933393,#155 of 689 Restaurants in Belfast,#155 of 689 Restaurants in Belfast,123,0,0,,"Cafe, British, Healthy","Dinner, Breakfast, Lunch, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Highchairs Available, Wheelchair Accessible, Table Service, Accepts Credit Cards",True,True,45,45,45,40,87,25,4,0,7,"Dutch (1), Russian (2), English (116), Portuguese (1), Spanish (1), German (2)",g186470-d6616380,in rating,$,"Cafe, British, Healthy",116,7,116,Restaurants,http://www.theteapotbelfast.co.uk/,,,,0,non-facebook,unavailable,,,0,0.911816583247855,,
g274924-d3928955,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'U Prasiatka']",U Prasiatka,Unclaimed,2.5,"August 16, 2020","Rybarska brana 8, Bratislava 811 01 Slovakia",48.142353,17.109217,"#1,000 of 1,028 Restaurants in Bratislava",#382 of 394 European in Bratislava,60,0,,,"European, Central European","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service",False,True,30,30,25,35,3,11,17,13,16,"English (33), Spanish (2), Russian (4), Italian (11), French (1), Polish (1), Czech (1), Slovak (1), Hungarian (1), German (5)",g274924-d3928955,in rating,$$ - $$$,"European, Central European",33,27,1,Restaurants,http://www.restauraciaprasiatko.sk/o-nas,,,,0,non-facebook,unavailable,,,0,0.166225152323022,,
g186474-d4454627,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Armagh', 'Armagh Restaurants', 'Macari Ice Cream & Coffee']",Macari Ice Cream & Coffee,Unclaimed,4.5,"July 30, 2021","7 Lower English Street, Armagh BT61 7LJ Northern Ireland",54.35108,-6.65557,#2 of 8 Coffee & Tea in Armagh,#2 of 8 Coffee & Tea in Armagh,51,0,0,,,,,"Takeout, Seating, Wheelchair Accessible",False,True,50,45,45,,37,11,2,0,1,English (51),g186474-d4454627,in rating,$,Dessert,51,0,51,Coffee & Tea,,,,,0,no_website,no_website,,,0,0.0189148499630392,,
g191277-d5816589,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Bangor', 'Bangor Restaurants', 'Cafe King']",Cafe King,Unclaimed,4,"February 16, 2020","2a 2B King Street, Bangor BT20 3AH Northern Ireland",54.661602,-5.669531,#42 of 75 Restaurants in Bangor,#17 of 30 Cafe in Bangor,30,0,0,,Cafe,"Breakfast, Lunch, Brunch",Vegetarian Friendly,"Takeout, Seating, Wheelchair Accessible, Table Service",False,True,40,35,45,,15,8,6,0,1,English (30),g191277-d5816589,in rating,$,"Cafe, Vegetarian Friendly",30,0,30,Restaurants,https://www.facebook.com/pages/Cafe-King/215788681818062?hc_location=timeline,,,,0,facebook,unavailable,,,0,0.908748785965145,,
g1088372-d2342583,"['Europe', 'Bulgaria', 'Burgas Province', 'Sveti Vlas', 'Sveti Vlas Restaurants', 'Poseidon - Marina Dinevi']",Poseidon - Marina Dinevi,Claimed,4,"October 11, 2019","Marina Dinevi Yacht Port, Sveti Vlas 8256 Bulgaria",42.70726,27.768208,#14 of 63 Restaurants in Sveti Vlas,#14 of 63 Restaurants in Sveti Vlas,123,0,,,Seafood,"Lunch, Dinner, Late Night",,"Takeout, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Outdoor Seating, Accepts Credit Cards, Table Service",True,True,45,45,45,45,75,12,14,9,13,"French (2), Turkish (2), Norwegian (1), Polish (1), Italian (1), Swedish (1), Russian (45), Hungarian (1), Dutch (1), Spanish (2), Finnish (1), English (65)",g1088372-d2342583,in rating,$$ - $$$,Seafood,65,58,0,Restaurants,http://www.facebook.com/Poseidon.Vlas/,,,,0,facebook,unavailable,,,0,0.354696668684483,,
g189934-d943293,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', ""Chico's""]",Chico's,Unclaimed,3,"January 7, 2020","Mannerheimintie 20, Helsinki 00100 Finland",60.1692,24.93822,"#933 of 1,407 Restaurants in Helsinki",#43 of 77 American in Helsinki,31,0,0,?28 - ?89,"Mexican, American","Dinner, Breakfast, Lunch",,"Seating, Reservations, Serves Alcohol, Table Service",False,True,35,35,30,35,6,9,6,6,4,"Italian (2), English (21), Japanese (1), Finnish (2), Russian (2), Swedish (2), French (1)",g189934-d943293,in rating,$$ - $$$,"Mexican, American",21,10,2,Restaurants,,,,,0,no_website,no_website,,,0,0.825403172289953,,
g294452-d878580,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Ego']",Ego,Unclaimed,4,"February 19, 2016","bul.Tsar Osvoboditel 12, Sofia 1000 Bulgaria",42.69445,23.33079,"#237 of 1,226 Restaurants in Sofia","#237 of 1,226 Restaurants in Sofia",62,0,,?28 - ?60,"European, Central European","Dinner, Lunch, Late Night",,"Reservations, Seating, Serves Alcohol, Table Service",True,True,45,45,40,45,31,21,6,2,2,"French (2), Spanish (1), Japanese (1), Italian (6), German (2), Russian (1), English (48), Greek (1)",g294452-d878580,in rating,$$ - $$$,"European, Central European",48,14,0,Restaurants,http://www.egoworld.com,,,,0,non-facebook,unavailable,,,0,0.969527655048296,,
g303648-d4453147,"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Chervemeto']",Chervemeto,Unclaimed,3.5,"September 2, 2021","New Nessebar Town South Beach, Nessebar 8230 Bulgaria",42.658768,27.735308,#105 of 144 Restaurants in Nessebar,#16 of 21 Central European in Nessebar,35,0,,,"Barbecue, European, Eastern European, Central European",Dinner,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",False,True,40,35,35,40,11,8,7,2,7,"Norwegian (1), German (1), English (11), Swedish (1), Turkish (1), Russian (20)",g303648-d4453147,in rating,$$ - $$$,"Barbecue, European, Eastern European",11,24,0,Restaurants,http://www.chevermeto-nessebar.com/,,,,0,non-facebook,unavailable,,,0,0.555422207806259,,
g209945-d4356220,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Strabane', 'Strabane Restaurants', ""Gray's Tea Rooms Strabane""]",Gray's Tea Rooms Strabane,Unclaimed,4,"September 20, 2020","49 Main Street, Strabane BT82 9HG Northern Ireland",54.82545,-7.463331,#5 of 20 Restaurants in Strabane,#5 of 20 Restaurants in Strabane,83,0,0,,"Irish, British, Cafe, International","Lunch, Breakfast, Brunch",,"Takeout, Seating, Highchairs Available, Table Service",False,True,45,45,45,45,43,21,12,3,4,English (83),g209945-d4356220,in rating,$$ - $$$,"Irish, Cafe, International",83,0,83,Restaurants,https://www.facebook.com/graystearooms.strabane.5,,no_posts,"About
See all
A wonderful old fashioned tea rooms that offer homecooked food, a nice cup of tea and a wee bit of banter!!!
13 people like this
15 people follow this
https://www.nationaltrust.org.uk/grays-printing-press
+44 28 7188 0896
some@email.com
Price range
  · $
Coffee shop · British Restaurant · Irish Restaurant",0,facebook,online,,,0,0.0945205364841968,,
g189911-d6983391,"['Europe', 'Finland', 'Southern Savonia', 'Savonlinna', 'Savonlinna Restaurants', 'Restaurant Valo']",Restaurant Valo,Claimed,3,"July 30, 2020","Linnankatu 12, Savonlinna 57130 Finland",61.86449,28.894852,#35 of 43 Restaurants in Savonlinna,#35 of 43 Restaurants in Savonlinna,75,0,0,?7 - ?29,"European, Scandinavian","Drinks, Lunch, Dinner, Brunch, Late Night",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Highchairs Available, Table Service",True,True,35,35,35,,14,27,9,12,13,"Swedish (1), Russian (2), Spanish (2), German (3), French (1), Finnish (46), Italian (1), English (19)",g189911-d6983391,in rating,$$ - $$$,"European, Scandinavian, Vegetarian Friendly",19,56,46,Restaurants,http://www.ravintolavalo.fi,,,,0,non-facebook,unavailable,,,0,0.635482411365956,,
g189934-d7314681,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Ravintola Basilika']",Ravintola Basilika,Unclaimed,4,"June 29, 2020","Kaisaniemenkatu 2, Helsinki 00100 Finland",60.170956,24.945896,"#221 of 1,407 Restaurants in Helsinki",#3 of 64 Chinese in Helsinki,53,0,0,,"Chinese, Sushi, Asian","Lunch, Dinner",Vegetarian Friendly,"Takeout, Seating, Reservations, Table Service",True,True,45,40,45,,20,25,6,1,1,"Russian (4), Japanese (1), Italian (3), Hebrew (1), Finnish (13), English (26), Chinese (Sim.) (3), German (1), Danish (1)",g189934-d7314681,in rating,$$ - $$$,"Chinese, Sushi, Asian",26,27,13,Restaurants,http://www.facebook.com/ravintolabasilika,,no_posts,"About
See all
Ravintola Basilikan fuusiokeittiö tarjoilee thaimaalaisia, kiinalaisia ja japanilaisia makuja joka päivä klo 23 saakka. Lista-annoksien lisäksi paikan… See more
0 people follow this
+358 44 5931104
Price range
  · $$
Diner · Sushi Restaurant · Asian Fusion Restaurant",0,facebook,online,,,0,0.551069262903184,,
g303648-d8401498,"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Viko-bistro']",Viko-bistro,Unclaimed,4.5,"August 28, 2019","Tervel-8A, Nessebar 8231 Bulgaria",42.659134,27.735136,#50 of 144 Restaurants in Nessebar,#8 of 24 International in Nessebar,29,0,,?30 - ?37,"International, European, Eastern European","Dinner, Lunch, Brunch",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Table Service",False,True,50,50,50,,24,2,2,0,1,"Spanish (1), Russian (10), English (14), French (1), Polish (3)",g303648-d8401498,in rating,$,"International, European, Eastern European",14,15,0,Restaurants,,,,,0,no_website,no_website,,,0,0.292711017420515,,
g274924-d5005005,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Pizza Mizza Avion BA']",Pizza Mizza Avion BA,Unclaimed,3,"February 24, 2020","Ivanska cesta 16, Bratislava 821 04 Slovakia",48.164654,17.182737,"#934 of 1,028 Restaurants in Bratislava","#934 of 1,028 Restaurants in Bratislava",34,0,,,"Italian, Pizza","Lunch, Dinner",,"Takeout, Wheelchair Accessible, Table Service, Seating",False,True,35,35,35,,5,11,7,4,7,"Slovak (18), Russian (2), Czech (1), Italian (1), English (9), German (3)",g274924-d5005005,in rating,$$ - $$$,"Italian, Pizza",9,25,18,Restaurants,http://www.pizzamizza.sk,,,,0,non-facebook,unavailable,,,0,0.95790128572844,,
g612451-d13002986,"['Europe', 'Slovakia', 'Banska Bystrica Region', 'Banska Stiavnica', 'Banska Stiavnica Restaurants', 'Kantina Tratoria']",Kantina Tratoria,Unclaimed,4,"October 31, 2021","A. Kmeta 14, Banska Stiavnica Slovakia",48.45847,18.894995,#10 of 30 Restaurants in Banska Stiavnica,#10 of 30 Restaurants in Banska Stiavnica,50,0,,,,,Vegetarian Friendly,"Seating, Accepts Credit Cards, Table Service",False,True,40,50,40,,35,5,2,1,7,"English (5), French (1), Polish (1), Slovak (38), Greek (1), Czech (2), Hungarian (2)",g612451-d13002986,in rating,$$ - $$$,Vegetarian Friendly,5,45,38,Restaurants,http://www.facebook.com/Kantina-Trat%C3%B3ria-1238379009607617/,,,,0,facebook,unavailable,,,0,0.694274561712518,,
