"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type","website","last_update","facebook_text","description","fb_last_update_year","website_type","website_status","fb_rating","fb_reviews","fb_followers","restaurant_link","rand","Open\Closed","Comment"
"g274931-d14203357","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', 'Cafe Kamala']","Café Kamala","Claimed",5,"August 9, 2022","M.R. Stefanika 997/1, Martin 03601 Slovakia",49.063656,18.921423,"#2 of 32 Restaurants in Martin","#2 of 32 Restaurants in Martin",36,0,,"₪21 - ₪212","Cafe","Breakfast, Brunch, Drinks",,"Seating, Takeout, Outdoor Seating, Highchairs Available, Serves Alcohol, Free Wifi","True","True",45,50,45,,35,0,1,0,0,"English (10), Czech (2), Slovak (24)","g274931-d14203357","in rating","$","Cafe",10,26,24,"Restaurants",,,,,0,"no_website","no_website",,,0,"g274931-d14203357",0.17330860812217,,
"g274940-d4770007","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Sliac', 'Sliac Restaurants', 'Original Restaurant & Wine Bar']","Original Restaurant & Wine Bar","Unclaimed",4.5,"August 7, 2022","Letecká 19, Sliac 962 31 Slovakia",48.626907,19.103825,"#1 of 1 Bars & Pubs in Sliac","#1 of 1 Bars & Pubs in Sliac",36,0,,,"Wine Bar",,,"Reservations, Table Service","False","False",45,40,40,,25,6,4,1,0,"Slovak (28), French (1), Russian (1), English (6)","g274940-d4770007","in rating","$$ - $$$","Wine Bar",6,30,28,"Bars & Pubs",,,,,0,"no_website","no_website",,,0,"g274940-d4770007",0.297757003689185,,
"g294452-d10104511","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Brick Cafe Sofia']","Brick Cafe Sofia","Claimed",4,"May 18, 2022","ul.Konstantin Shtarkelov 11, Sofia 1113 Bulgaria",42.672188,23.35072,"#298 of 1,226 Restaurants in Sofia","#199 of 469 European in Sofia",65,0,,"₪13 - ₪42","Bar, Mediterranean, European","Lunch, Breakfast, Dinner, Brunch","Vegetarian Friendly","Reservations, Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Takeout, Television, Accepts Credit Cards, Live Music","True","True",35,35,35,,31,15,6,4,9,"Spanish (2), Russian (1), Italian (3), Hebrew (1), English (55), German (2), Turkish (1)","g294452-d10104511","in rating","$$ - $$$","Bar, Mediterranean, European",55,10,0,"Restaurants","http://www.brickcafesofia.com",,,,0,"non-facebook","unavailable",,,0,"g294452-d10104511",0.023660511244089,,
"g930790-d8586732","['Europe', 'Finland', 'Lapland', 'Akaslompolo', 'Akaslompolo Restaurants', 'Navettagalleria']","Navettagalleria","Unclaimed",4.5,"March 10, 2022","Karilantie 31, Akaslompolo 95970 Finland",67.625336,24.177376,"#1 of 3 Coffee & Tea in Akaslompolo","#1 of 3 Coffee & Tea in Akaslompolo",82,0,0,,"Cafe, European, Soups, Scandinavian","Lunch","Vegetarian Friendly","Seating, Highchairs Available, Serves Alcohol","False","True",50,45,45,,58,22,2,0,0,"Italian (1), French (3), English (39), Finnish (21), German (12), Dutch (6)","g930790-d8586732","in rating","$","Cafe, European, Soups",39,43,21,"Coffee & Tea","http://www.navettagalleria.fi/",,,,0,"non-facebook","unavailable",,,0,"g930790-d8586732",0.757343389093876,,
"g274933-d12238670","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Penzion Hoffer']","Penzion Hoffer","Unclaimed",3.5,"May 8, 2022","Hlohovecka Cesta 748 Zbehy, Nitra 951 42 Slovakia",48.333237,18.005701,"#60 of 107 Restaurants in Nitra","#60 of 107 Restaurants in Nitra",33,0,,,,"Dinner, Breakfast, Lunch",,"Table Service, Reservations","True","True",35,40,35,,14,7,1,2,9,"Slovak (26), English (6), Italian (1)","g274933-d12238670","in rating","$$ - $$$",,6,27,26,"Restaurants","http://www.penzion-hoffer.sk/stranky/dalsie-informacie/kontaktne-udaje.php",,,,0,"non-facebook","unavailable",,,0,"g274933-d12238670",0.857900467934087,,
"g274924-d5080551","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Bevanda Raciansky dvor']","Bevanda Raciansky dvor","Claimed",4,"June 18, 2022","Kubacova 23, Bratislava Slovakia",48.211575,17.154276,"#274 of 1,028 Restaurants in Bratislava","#40 of 77 Eastern European in Bratislava",38,0,,,"Eastern European","Lunch, Dinner",,"Delivery, Takeout, Reservations, Seating, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available","True","True",45,40,40,,15,12,6,2,3,"German (2), English (11), Slovak (25)","g274924-d5080551","in rating","$$ - $$$","Eastern European",11,27,25,"Restaurants","http://www.racianskydvor.sk/",,,,0,"non-facebook","unavailable",,,0,"g274924-d5080551",0.940931605407968,,
"g294452-d11906576","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'From Barista Coffee and More']","From Barista Coffee and More","Claimed",4,"August 28, 2022","Street Bacho Kiro 26-30, Sofia 1000 Bulgaria",42.70042,23.326618,"#249 of 1,226 Restaurants in Sofia","#56 of 193 Cafe in Sofia",38,0,,"₪11 - ₪22","Cafe","Breakfast",,"Takeout, Seating, Wheelchair Accessible, Outdoor Seating","True","True",40,40,40,,22,9,3,2,2,"Spanish (1), English (29), Italian (2), French (3), Greek (1), German (2)","g294452-d11906576","in rating","$","Quick Bites, Cafe",29,9,0,"Restaurants","http://baristacoffeesofia.com/index.php",,,,0,"non-facebook","unavailable",,,0,"g294452-d11906576",0.818310471018776,,
"g499087-d10627043","['Europe', 'Bulgaria', 'Varna Province', 'Golden Sands', 'Golden Sands Restaurants', 'Poco Loco']","Poco Loco","Claimed",4.5,"August 23, 2022","Street 1, Golden Sands Bulgaria",43.288044,28.045835,"#10 of 41 Restaurants in Golden Sands","#10 of 41 Restaurants in Golden Sands",40,0,,,"European, Pub","Dinner, Lunch","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service","False","False",35,40,35,,26,9,2,1,2,"Portuguese (1), Polish (2), Italian (1), German (1), Dutch (1), Hebrew (1), Danish (2), Hungarian (1), English (23), Russian (5), Norwegian (2)","g499087-d10627043","in rating","$$ - $$$","European, Pub, Vegetarian Friendly",23,17,0,"Restaurants",,,,,0,"no_website","no_website",,,0,"g499087-d10627043",0.281443383079022,,
"g189934-d8594700","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Sokos']","Sokos","Unclaimed",4,"November 5, 2022","Mannerheimintie 9, Helsinki 00100 Finland",60.17046,24.938465,"#502 of 1,407 Restaurants in Helsinki","#502 of 1,407 Restaurants in Helsinki",31,0,0,,,,,,"False","False",40,35,35,,9,13,6,2,1,"French (1), Portuguese (1), Japanese (5), Russian (5), English (13), Finnish (6)","g189934-d8594700","in rating","$$ - $$$",,13,18,6,"Restaurants",,,,,0,"no_website","no_website",,,0,"g189934-d8594700",0.141278374707326,,
"g190921-d3293008","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Holywood', 'Holywood Restaurants', 'Skinners Bakery & Cafe']","Skinners Bakery & Cafe","Claimed",4,"September 10, 2022","58 High Street, Holywood BT18 9AE Northern Ireland",54.64137,-5.83489,"#1 of 1 Bakery in Holywood","#1 of 1 Bakeries in Holywood",54,0,0,,"Cafe, British","Lunch, Brunch, Breakfast","Vegetarian Friendly","Takeout, Seating","True","True",40,45,40,45,28,14,7,3,2,"English (54)","g190921-d3293008","in rating","$","Bakeries, Cafe, British",54,0,54,"Bakeries","http://www.skinnersbakery.com",,,,0,"non-facebook","unavailable",,,0,"g190921-d3293008",0.04480443499051,,
"g1226794-d2401815","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Newtownabbey', 'Ballyclare', 'Ballyclare Restaurants', 'Bambou Chinese Restaurant']","Bambou Chinese Restaurant","Claimed",4,"December 7, 2022","Twelfth Milestone, Antirm Road Templepatrick, Ballyclare, Newtownabbey BT39 0AT Northern Ireland",54.74286,-6.00753,"#6 of 21 Restaurants in Ballyclare","#6 of 21 Restaurants in Ballyclare",160,0,0,,"Chinese, Asian","Lunch, Dinner, Late Night","Vegetarian Friendly, Gluten Free Options","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Delivery","True","True",40,40,35,45,73,41,15,15,16,"Chinese (Sim.) (1), English (159)","g1226794-d2401815","in rating","$$ - $$$","Chinese, Asian, Cantonese",159,1,159,"Restaurants","http://www.bambouchinese.com",,,,0,"non-facebook","unavailable",,,0,"g1226794-d2401815",0.505198863334954,,
"g274924-d12884549","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Los Mexikas']","Los Mexikas","Claimed",4,"August 6, 2022","Frantiskanske namestie 8, Bratislava Slovakia",48.144173,17.10792,"#207 of 1,028 Restaurants in Bratislava","#2 of 14 Mexican in Bratislava",47,0,,,"Mexican, Latin","Lunch, Dinner, Drinks","Vegetarian Friendly","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Takeout","True","True",45,45,45,,26,7,7,3,4,"French (1), Spanish (4), Slovak (7), English (35)","g274924-d12884549","in rating","$$ - $$$","Mexican, Latin, Vegetarian Friendly",35,12,7,"Restaurants","https://www.facebook.com/losmexikasslovakia/",,"no_posts","About
See all
*Originálna mexická reštaurácia v Bratislave.
*An original Mexican restaurant in Bratislava.
*Restaurante autentico Mexicano en Bratislava.
Restaurante autentico Mexicano inspirado en la gran variedad de platillos nacionales. Nuestro menu es un homenaje a la diversidad y riqueza cultural y… See more
2 people like this
2 people follow this
http://www.losmexikas.sk/
+421 2/436 381 59
some@email.com
Mexican Restaurant",0,"facebook","online",,,0,"g274924-d12884549",0.128742780070752,,
"g189934-d1826128","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Walhalla']","Walhalla","Claimed",3.5,"November 27, 2022","Suomenlinna A 10, Helsinki 00190 Finland",60.139267,24.989712,"#608 of 1,407 Restaurants in Helsinki","#608 of 1,407 Restaurants in Helsinki",77,0,0,"₪86 - ₪215","European, Scandinavian, International","Lunch, Dinner",,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Reservations, Table Service, Accepts Credit Cards","True","True",30,30,30,35,22,18,13,11,13,"French (2), Russian (1), Finnish (10), Italian (3), Chinese (Sim.) (1), Swedish (2), German (1), Danish (4), English (53)","g189934-d1826128","in rating","$$$$","International, European, Scandinavian",53,24,10,"Restaurants","http://www.restaurantwalhalla.com/en/",,,,0,"non-facebook","unavailable",,,0,"g189934-d1826128",0.95913442526944,,
"g274938-d7297496","['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Hodovna']","Hodovňa","Claimed",4,"August 15, 2022","1. Maja 5, Poprad 058 01 Slovakia",49.0558,20.301256,"#15 of 53 Restaurants in Poprad","#15 of 53 Restaurants in Poprad",133,0,,"₪8 - ₪64","Pub, European, Gastropub, Central European, Bar, Eastern European","Dinner, Lunch, Drinks",,"Takeout, Reservations, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Parking Available, Validated Parking, Free off-street parking, Wine and Beer, Digital Payments, Table Service, Accepts Credit Cards","True","True",40,45,40,,64,31,21,6,11,"English (45), Czech (9), Russian (4), Slovak (45), German (4), Japanese (1), Korean (1), Polish (20), Italian (2), Hungarian (2)","g274938-d7297496","in rating","$$ - $$$","Bar, European, Pub",45,88,45,"Restaurants","http://www.hodovna.sk",,,,0,"non-facebook","unavailable",,,0,"g274938-d7297496",0.51752688549459,,
"g189948-d12234641","['Europe', 'Finland', 'Pirkanmaa', 'Tampere', 'Tampere Restaurants', 'Ravintola Itsudemo']","Ravintola Itsudemo","Unclaimed",3.5,"July 20, 2022","Hallituskatu 20, Tampere 33200 Finland",61.496235,23.754263,"#17 of 31 Quick Bites in Tampere","#17 of 31 Quick Bites in Tampere",100,0,0,,"Japanese, Sushi, Asian","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Wheelchair Accessible, Highchairs Available","False","True",40,35,35,,31,32,23,8,6,"French (2), English (31), Russian (2), Swedish (2), Finnish (63)","g189948-d12234641","in rating","$$ - $$$","Quick Bites, Japanese, Sushi",31,69,63,"Quick Bites","https://www.facebook.com/ravintolaitsudemo/","May 29, 2019",,"Intro
Page · Restaurant
Not yet rated (4 Reviews)",2019,"facebook","online",,4,1900,"g189948-d12234641",0.072389175416902,,
"g294452-d8591049","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Gustosa']","Gustosa","Unclaimed",3.5,"August 23, 2022","kv.Slatina, Sofia 1574 Bulgaria",42.684357,23.374414,"#619 of 1,226 Restaurants in Sofia","#122 of 187 Mediterranean in Sofia",56,0,,,"Seafood, Mediterranean, Greek","Dinner",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service","False","True",45,40,40,,21,13,4,3,15,"Italian (4), Greek (3), Dutch (1), Russian (2), English (46)","g294452-d8591049","in rating","$$ - $$$","Seafood, Mediterranean, Greek",46,10,0,"Restaurants",,,,,0,"no_website","no_website",,,0,"g294452-d8591049",0.086569490842521,,
"g1136508-d13555669","['Europe', 'Bulgaria', 'Sofia Region', 'Rila', 'Rila Restaurants', 'Strandjata Restaurant']","Strandjata Restaurant","Claimed",4.5,"September 13, 2022","Sportela 91 En la careterra del monasterio, al lado del market., Rila 2630 Bulgaria",42.122066,23.12801,"#1 of 11 Restaurants in Rila","#1 of 2 Soups in Rila",60,0,,,"Spanish, Soups","Breakfast, Lunch, Dinner, Brunch, Drinks",,"Reservations, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Takeout, Outdoor Seating, Street Parking, Free off-street parking, Television, Full Bar, Wine and Beer","True","True",50,45,50,,51,4,2,0,3,"German (1), Spanish (26), French (8), Italian (5), English (20)","g1136508-d13555669","in rating","$$ - $$$","Spanish, Soups",20,40,0,"Restaurants","https://www.facebook.com/strandjatarestaurant/","August 19, 2020",,"Intro
Вкусна храна, приятна обстановка и добро обслужване.

Page · Family Style Restaurant
Спортела 91, Rila, Bulgaria
+359 89 539 7287
some@email.com
tripadvisor.com/Restaurant_Review-d13555669?m=19905
Outdoor seating
Price Range · $$
Rating · 4.9 (58 Reviews)",2020,"facebook","online",4.9,58,574,"g1136508-d13555669",0.314081880031154,,
"g190795-d8342616","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Enniskillen', 'Enniskillen Restaurants', ""Michael's Diner""]","Michael's Diner","Unclaimed",4.5,"June 28, 2022","83 Cornagrade Road, Enniskillen BT74 6DX Northern Ireland",54.35645,-7.636801,"#3 of 16 Quick Bites in Enniskillen","#3 of 16 Quick Bites in Enniskillen",32,0,0,,"Fast Food, British","Breakfast, Lunch, Dinner, Brunch",,"Takeout, Seating, Wheelchair Accessible, Table Service","True","True",45,45,45,,23,7,1,0,1,"German (1), English (31)","g190795-d8342616","in rating","$","Quick Bites, Fast Food, British",31,1,31,"Quick Bites",,,,,0,"no_website","no_website",,,0,"g190795-d8342616",0.184317670064047,,
"g318870-d7695083","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Bansko', 'Bansko Restaurants', 'Mekhana Tanne']","Mekhana Tanne","Unclaimed",4.5,"July 11, 2022","Georgi Nastev st. 7, Bansko 2770 Bulgaria",41.827614,23.484255,"#57 of 136 Restaurants in Bansko","#30 of 62 Eastern European in Bansko",78,0,,,"European, Eastern European, Central European","Lunch, Dinner","Vegetarian Friendly","Reservations, Seating, Serves Alcohol, Outdoor Seating, Highchairs Available, Table Service, Live Music","False","True",45,45,45,,47,22,2,0,7,"French (2), English (39), Spanish (2), Danish (1), German (1), Hebrew (1), Greek (4), Russian (27), Turkish (1)","g318870-d7695083","in rating","$$ - $$$","European, Eastern European, Central European",39,39,0,"Restaurants",,,,,0,"no_website","no_website",,,0,"g318870-d7695083",0.772062594303861,,
"g1183481-d2517730","['Europe', 'Slovakia', 'Presov Region', 'Stara Lesna', 'Stara Lesna Restaurants', 'Zbojnicka koliba - Stara Lesna']","Zbojnicka koliba - Stara Lesna","Unclaimed",4,"March 6, 2022","Stara Lesna 103,, Stara Lesna Slovakia",49.139168,20.299032,"#2 of 2 Restaurants in Stara Lesna","#1 of 1 Central European in Stara Lesna",78,0,,,"Central European, Barbecue, European, Contemporary","Dinner, Lunch",,"Reservations, Seating, Serves Alcohol, Table Service, Live Music","True","True",45,40,40,45,41,11,8,3,15,"Hebrew (1), German (1), Russian (6), Czech (14), Polish (9), English (27), Spanish (1), Hungarian (1), French (2), Slovak (16)","g1183481-d2517730","in rating","$$ - $$$","Barbecue, European, Contemporary",27,51,16,"Restaurants",,,,,0,"no_website","no_website",,,0,"g1183481-d2517730",0.693715529982001,,
"g1189702-d3923843","['Europe', 'Finland', 'Northern Savonia', 'Tahkovuori', 'Tahkovuori Restaurants', 'Ravintola Rehti']","Ravintola Rehti","Claimed",4,"December 29, 2022","Tähtitie 2 73310, Tahkovuori 73310 Finland",63.28822,28.042336,"#1 of 13 Restaurants in Tahkovuori","#1 of 3 Scandinavian in Tahkovuori",149,0,0,,"Pizza, European, Scandinavian","Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Gift Cards Available, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service","False","True",45,45,40,40,77,47,10,8,7,"English (43), Swedish (2), Finnish (95), Russian (8), Spanish (1)","g1189702-d3923843","in rating","$$ - $$$","Pizza, European, Scandinavian",43,106,95,"Restaurants","http://www.ravintolarehti.fi",,,,0,"non-facebook","unavailable",,,0,"g1189702-d3923843",0.12952373852022,,
"g186470-d4117067","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Pizza Hut']","Pizza Hut","Unclaimed",3,"February 19, 2022","Upper Church Lane, Belfast BT1 4QG Northern Ireland",54.598896,-5.925392,"#510 of 689 Restaurants in Belfast","#510 of 689 Restaurants in Belfast",137,0,0,,"Pizza, Italian","Lunch, Dinner","Vegetarian Friendly","Seating, Highchairs Available, Wheelchair Accessible, Table Service, Takeout, Serves Alcohol","True","True",35,35,35,25,37,29,23,19,29,"Italian (1), German (1), Norwegian (1), English (131), Portuguese (3)","g186470-d4117067","in rating","$$ - $$$","Italian, Pizza, Vegetarian Friendly",131,6,131,"Restaurants","https://www.pizzahutireland.com/",,,,0,"non-facebook","unavailable",,,0,"g186470-d4117067",0.903064552228898,,
"g274931-d12157754","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', ""Pezzo D'Italia""]","Pezzo D'Italia","Claimed",4.5,"March 17, 2022","Daxnerova 665/2, Martin 036 01 Slovakia",49.06283,18.92059,"#4 of 32 Restaurants in Martin","#4 of 32 Restaurants in Martin",35,0,,,"Italian, Pizza, European","Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options","Delivery, Takeout, Reservations, Seating, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Outdoor Seating, Street Parking","True","True",50,45,45,,24,7,2,1,1,"Norwegian (1), English (8), Slovak (19), Polish (1), Czech (2), Italian (4)","g274931-d12157754","in rating","$$ - $$$","Italian, Pizza, European",8,27,19,"Restaurants","http://www.facebook.com/pezzoditaliask/","September 2, 2019","“Pop-up” leto s vami bolo plné chutí, vôní, radosti a sviežej letnej atmosféry 
Chutilo nám a vieme, že aj Vám. Naša Pezzo rodina sa rozrástla a skúsila niečo nové. Vytvorili sme priestor, ktorý bol nachvíľu v centre diania a jeho koncept sa Vám páčil. Bude ďalej žiť svojim životom a my sa posunieme ďalej.
Ďakujeme 
 za Vašu priazeň a chvíle strávené s nami. Budeme sa tešiť dovidenia a nateraz sa lúčime. Arrivederci a presto! ","Intro
Pravá talianska reštaurácia, kde šéfkuchári kúzlia z originál talianskych surovín. Reštaur
Page · Italian Restaurant
Vrútky, Slovakia
+421 903 228 123
some@email.com
pezzoditalia.sk
Open now
Price Range · $
Rating · 4.6 (191 Reviews)",2019,"facebook","online",4.6,191,3100,"g274931-d12157754",0.655849495902658,,
"g274924-d697356","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Zichy']","Zichy","Unclaimed",3.5,"September 30, 2022","Venturska 9, Bratislava 811 01 Slovakia",48.143185,17.106485,"#276 of 1,028 Restaurants in Bratislava","#184 of 394 European in Bratislava",125,0,,,"European, Central European","Lunch, Dinner",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","False","True",35,35,35,30,24,41,35,10,15,"English (47), German (8), Portuguese (9), French (7), Slovak (4), Russian (5), Chinese (Trad.) (1), Hungarian (1), Spanish (11), Italian (25), Japanese (7)","g274924-d697356","in rating","$$ - $$$","European, Central European",47,78,4,"Restaurants","http://www.zichyrestaurant.sk",,,,0,"non-facebook","unavailable",,,0,"g274924-d697356",0.599777824478224,,
"g189909-d1212297","['Europe', 'Finland', 'Southern Savonia', 'Mikkeli', 'Mikkeli Restaurants', 'Rosso Mikkeli']","Rosso Mikkeli","Claimed",3.5,"November 21, 2022","Hallituskatu 5 Kauppakeskus Stella 2. krs., Mikkeli 50100 Finland",61.68861,27.272623,"#22 of 55 Restaurants in Mikkeli","#3 of 5 Italian in Mikkeli",60,0,0,"₪47 - ₪128","Italian, Pizza, European","Drinks, Lunch, Dinner","Vegetarian Friendly","Buffet, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Takeout, Reservations, Parking Available, Wheelchair Accessible, Free Wifi, Table Service","True","True",35,40,35,,9,19,21,8,3,"Finnish (32), Russian (10), English (16), Dutch (1), German (1)","g189909-d1212297","in rating","$$ - $$$","Italian, Pizza, European",16,44,32,"Restaurants","http://www.raflaamo.fi/fi/mikkeli/rosso-mikkeli",,,,0,"non-facebook","unavailable",,,0,"g189909-d1212297",0.03531155991368,,
"g274924-d3158603","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'U Certa']","U Certa","Unclaimed",4,"December 31, 2022","Beblaveho 2, Bratislava 811 01 Slovakia",48.142223,17.103971,"#176 of 1,028 Restaurants in Bratislava","#36 of 138 Pub in Bratislava",61,0,,,"Bar, Pub","Drinks",,"Seating, Serves Alcohol, Outdoor Seating, Table Service","False","False",35,40,45,45,34,16,4,3,4,"French (2), Spanish (2), Swedish (1), Slovak (5), Italian (1), English (39), Russian (11)","g274924-d3158603","in rating","$","Bar, Pub",39,22,5,"Restaurants",,,,,0,"no_website","no_website",,,0,"g274924-d3158603",0.207033179700375,,
"g189934-d1060072","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'KAARLE XII']","KAARLE XII","Claimed",4,"July 26, 2022","Kasarmikatu 40, Helsinki 00130 Finland",60.165672,24.947823,"#300 of 1,407 Restaurants in Helsinki","#300 of 1,407 Restaurants in Helsinki",44,0,0,,,"Drinks",,"Serves Alcohol, Full Bar","True","True",,35,35,40,22,15,4,1,2,"Spanish (1), English (33), Finnish (4), Italian (4), French (1), Russian (1)","g189934-d1060072","in rating","$$ - $$$",,33,11,4,"Restaurants",,,,,0,"no_website","no_website",,,0,"g189934-d1060072",0.826461822027341,,
"g226905-d3448203","['Europe', 'Finland', 'South Karelia', 'Imatra', 'Imatra Restaurants', 'Euro-Kebab']","Euro-Kebab","Unclaimed",4,"September 2, 2022","Tainionkoskentie 6, Imatra 55100 Finland",61.17123,28.77273,"#2 of 3 Quick Bites in Imatra","#2 of 3 Quick Bites in Imatra",44,0,0,,"Pizza, Fast Food, Turkish","Lunch, Dinner",,"Takeout, Seating","False","False",40,45,45,,14,21,5,4,0,"English (3), Russian (40), Finnish (1)","g226905-d3448203","in rating","$","Quick Bites, Pizza, Fast Food",3,41,1,"Quick Bites","https://www.facebook.com/pg/eurokebabpizzeria/about/","July 21, 2018",,"Intro
Tuotekategoriat: Pizzat, Kebabit, Salaatit, Kanaruoat, Leiket, Pihvit..
Page · Pizza place
Tainionkoskentie 6, Imatra, Finland
+358 5 4377755
pizza-online.fi/ravintolat/imatra/eurokebab
Open now
Outdoor seating
Price Range · $$
Rating · 4.5 (15 Reviews)",2018,"facebook","online",4.5,15,101,"g226905-d3448203",0.64089097850956,,
"g189922-d811932","['Europe', 'Finland', 'Lapland', 'Rovaniemi', 'Rovaniemi Restaurants', 'Siipiravintola Wingston']","Siipiravintola Wingston","Unclaimed",4,"January 2, 2022","Kansankatu, Rovaniemi Finland",66.501335,25.725922,"#27 of 90 Restaurants in Rovaniemi","#7 of 12 Bar in Rovaniemi",92,0,0,"₪28 - ₪89","American, Bar, Barbecue","Dinner",,"Takeout, Reservations, Seating, Serves Alcohol, Table Service","True","True",40,45,40,40,40,33,12,5,2,"Norwegian (1), Spanish (1), Finnish (36), English (46), Italian (5), French (1), Russian (1), Danish (1)","g189922-d811932","in rating","$$ - $$$","American, Bar, Barbecue",46,46,36,"Restaurants","http://www.facebook.com/pages/Siipiravintola-Wingston/79621743701",,"no_posts","Intro
Wingston tarjoaa erikoisuutenaan aidolla hot-wings kastikeella maustettuja kanansiipiä, joita voit
Page · Chicken Joint
Kansankatu 17, Rovaniemi, Finland
+358 16 312111
wingston.fi
Rating · 4.6 (109 Reviews)",0,"facebook","online",4.6,109,1300,"g189922-d811932",0.394433986628428,,
"g189929-d8674048","['Europe', 'Finland', 'Northern Ostrobothnia', 'Oulu', 'Oulu Restaurants', 'Phuket - Thai Take Away']","Phuket - Thai Take Away","Unclaimed",4.5,"June 20, 2022","Kauppurienkatu 4, Oulu 90100 Finland",65.01279,25.466393,"#19 of 151 Restaurants in Oulu","#1 of 4 Thai in Oulu",43,0,0,,"Asian, Thai","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Seating, Table Service","False","True",45,45,40,,28,11,1,3,0,"Spanish (1), Korean (1), English (24), French (1), Finnish (16)","g189929-d8674048","in rating","$$ - $$$","Asian, Thai, Vegetarian Friendly",24,19,16,"Restaurants","http://www.facebook.com/PhuketThaiTakeAway",,"no_posts","About
See all
Maukasta, autenttista Thai-ruokaa. Ei aromivahventeita. E-mail : some@email.com
MENU
Alkuruoat (4€)
1. Pienet kasviskääryleet (8kpl)
2. Kananugetit (7 kpl)
Keitot (12€ /katkaravulla 15€)
3. Tom Yum-keitto katkaravulla… See more
16 people like this
17 people follow this
+358 40 5595002
Price range
  · $$
Thai Restaurant",0,"facebook","online",,,0,"g189929-d8674048",0.362281570443884,,
