"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type","last_update","facebook_text","description","fb_last_update_year","website_type","website_status","fb_rating","fb_reviews","fb_followers","website","rand","Closed-open","comment"
"g274924-d2085183","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Infiniti Rock cafe']","Infiniti Rock cafe","Claimed",3,"October 12, 2021","Michalska 9, Bratislava 811 01 Slovakia",48.144726,17.106743,"#634 of 1,028 Restaurants in Bratislava","#35 of 48 American in Bratislava",293,0,,"₪12 - ₪80","American, Bar, European, Pub, International","Lunch, Dinner, Late Night",,"Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service","True","True",35,35,30,35,48,78,72,43,52,"Norwegian (1), Swedish (1), Italian (38), Spanish (15), Greek (7), Portuguese (11), Russian (6), Danish (1), Polish (3), English (183), Turkish (2), Czech (1), Slovak (2), Dutch (4), German (15), French (3)","g274924-d2085183","in rating","$$ - $$$","American, Bar, International",183,110,2,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.musicbar.sk/",0.469295609975234,,
"g274942-d17639263","['Europe', 'Slovakia', 'Kosice Region', 'Spisska Nova Ves', 'Spisska Nova Ves Restaurants', 'Prva Republika']","Prva Republika","Claimed",4.5,"September 12, 2021","Letna 35, Spisska Nova Ves 05201 Slovakia",48.94507,20.56591,"#5 of 25 Restaurants in Spisska Nova Ves","#1 of 1 American in Spisska Nova Ves",36,0,,,"European, Barbecue, American, Steakhouse, Grill, Soups","Lunch, Dinner, Brunch, Late Night, Drinks",,"Reservations, Outdoor Seating, Seating, Free Wifi, Table Service, Takeout, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Digital Payments, Accepts Credit Cards","True","True",50,50,45,,31,1,1,2,1,"English (10), French (1), Slovak (22), German (1), Russian (1), Czech (1)","g274942-d17639263","in rating","$$ - $$$","American, Steakhouse, Barbecue",10,26,22,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.prvarepublika.sk",0.825432294048369,,
"g209961-d10495161","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Limavady', 'Limavady Restaurants', 'Fire & Stone Wildfire Stone Baked Pizzas']","Fire & Stone Wildfire Stone Baked Pizzas","Claimed",4.5,"June 27, 2021","49-51 Catherine Street, Limavady BT49 9DA Northern Ireland",55.04976,-6.95311,"#7 of 22 Restaurants in Limavady","#2 of 3 Pizza in Limavady",34,0,0,,"Pizza, Fast Food","Dinner","Vegetarian Friendly, Vegan Options","Delivery, Takeout, Wheelchair Accessible","True","True",45,45,45,,28,3,2,0,1,"English (34)","g209961-d10495161","in rating","$$ - $$$","Pizza, Fast Food, Vegetarian Friendly",34,0,34,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.fireandstoneni.com",0.883349549490958,,
"g277807-d4664168","['Europe', 'Slovakia', 'Presov Region', 'Levoca', 'Levoca Restaurants', 'Restauracia u 3 Apostolov']","Restauracia u 3 Apostolov","Unclaimed",4,"February 22, 2020","Namestie majstra Pavla 11, Levoca 054 01 Slovakia",49.026695,20.590084,"#5 of 15 Restaurants in Levoca","#5 of 15 Restaurants in Levoca",78,0,,,"Eastern European, Central European, International, European","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service","True","True",40,45,45,40,32,24,8,6,8,"French (2), Polish (21), Russian (2), Dutch (2), Czech (4), Hungarian (1), Japanese (1), Italian (1), Spanish (1), Slovak (17), German (5), English (21)","g277807-d4664168","in rating","$$ - $$$","International, European, Eastern European",21,57,17,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.restauraciau3apostolov.sk/levoca",0.118790029548109,,
"g189949-d8800446","['Europe', 'Finland', 'Southwest Finland', 'Turku', 'Turku Restaurants', 'VG Wok']","VG Wok","Unclaimed",4.5,"June 3, 2021","Arvinkatu 10, Turku 20100 Finland",60.446632,22.239893,"#44 of 297 Restaurants in Turku","#10 of 39 Asian in Turku",42,0,0,,"Asian, Thai, Vietnamese","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Seating, Wheelchair Accessible, Table Service","False","False",40,40,45,,26,12,2,0,2,"English (20), Finnish (22)","g189949-d8800446","in rating","$","Asian, Thai, Vietnamese",20,22,22,"Restaurants","September 3, 2023","Hei ruokalistamme laajenee!
Uudet annokset saatavilla 6.9 lähtien kaikista VG Wok pisteistämme. 
Tervetuloa maistamaan uusia herkkujamme listalta! ","Intro
Tule tutustumaan meidän laajaan sekä monipuoliseen Viet-Thai kasvisruokaravintolaamme.
Page · Vegetarian/Vegan Restaurant
some@email.com
vgwok.fi
Dine-in · Outdoor seating · In-store pickup
Price Range · $
Rating · 4.9 (325 Reviews)",2023,"facebook","online",4.9,325,5100,"http://www.facebook.com/vgwok/",0.136366394581273,,
"g189934-d1204136","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Katajanokan Kasino']","Katajanokan Kasino","Unclaimed",4,"December 2, 2021","Laivastokatu 1, Helsinki 00160 Finland",60.169346,24.965265,"#461 of 1,407 Restaurants in Helsinki","#163 of 280 Scandinavian in Helsinki",53,0,0,,"European, Scandinavian","Lunch, Dinner",,"Reservations, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Table Service","False","True",40,40,35,35,14,23,11,2,3,"French (2), Swedish (1), Portuguese (1), Chinese (Trad.) (1), Spanish (2), English (24), German (2), Russian (3), Finnish (16), Italian (1)","g189934-d1204136","in rating","$$$$","European, Scandinavian",24,29,16,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.katajanokankasino.fi",0.479194883257151,,
"g294452-d2317466","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Sidoniya']","Sidoniya","Claimed",4.5,"February 6, 2016","Slavovitsa Street, blok 51 E Bul.Gotse Delchev, Sofia 1404 Bulgaria",42.67506,23.29044,"#334 of 1,226 Restaurants in Sofia","#65 of 171 International in Sofia",37,0,,,"International","Breakfast, Dinner, Late Night",,"Reservations, Seating, Serves Alcohol, Table Service, Outdoor Seating","False","True",45,45,45,45,28,3,2,1,3,"French (2), Spanish (1), English (29), Russian (1), Italian (3), Greek (1)","g294452-d2317466","in rating",,"International",29,8,0,"Restaurants","October, 2023","𝐒𝐚𝐯𝐞 𝐓𝐡𝐞 𝐃𝐚𝐭𝐞: 𝟑𝟏 𝐎𝐂𝐓𝐎𝐁𝐄𝐑 𝟐𝟎𝟐𝟑
""𝐌𝐈𝐑𝐑𝐎𝐑, 𝐌𝐈𝐑𝐑𝐎𝐑"" - 𝟒𝐭𝐡 𝐁𝐢𝐫𝐭𝐡𝐝𝐚𝐲 𝐂𝐞𝐥𝐞𝐛𝐫𝐚𝐭𝐢𝐨𝐧
Ставаме на ЧЕТИРИ години!
Ще го отпразнуваме тематично и в наш стил - с жива музика, н… See more","Intro
Page · Chef
some@email.com
constantinoff-restobar.com
Open now
Dine-in · Outdoor seating · Curbside pickup
Price Range · $$
Rating · 4.3 (216 Reviews)",2023,"facebook","online",4.3,216,3100,"http://www.facebook.com/pages/Restaurant-Sidoniya-Lord-Of-The-Chefs/215323585178115",0.765759359346703,,
"g186470-d21137993","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'CARGO by Vertigo']","CARGO by Vertigo","Claimed",3.5,"December 17, 2021","Titanic Quarter Next to We Are Vertigo entrance, Belfast BT3 9DT Northern Ireland",54.607883,-5.908021,"#24 of 172 Quick Bites in Belfast","#24 of 172 Quick Bites in Belfast",501,0,0,"₪43 - ₪121","Bar, Pizza",,,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service","True","True",25,30,20,,277,39,19,16,150,"English (501)","g186470-d21137993","in rating","$$ - $$$","Quick Bites, Bar, Pizza",501,0,501,"Quick Bites",,,,0,"non-facebook","online",,,0,"http://www.wearevertigo.com/cargo",0.917593369958922,,
"g274935-d10342629","['Europe', 'Slovakia', 'Trnava Region', 'Piestany', 'Piestany Restaurants', 'CONCEPT Coffee Roasters']","CONCEPT Coffee Roasters","Claimed",5,"October 2, 2020","Namestie Juraja Murgasa 3, Piestany Slovakia",48.59045,17.833332,"#2 of 6 Desserts in Piestany","#2 of 6 Dessert in Piestany",51,0,,,"Cafe","Breakfast, Brunch","Vegetarian Friendly","Seating, Wheelchair Accessible, Table Service, Takeout","True","True",45,50,45,,44,3,3,1,0,"Czech (5), Slovak (29), English (17)","g274935-d10342629","in rating","$$ - $$$","Dessert, Cafe, Vegetarian Friendly",17,34,29,"Desserts","October 6 , 2023","Na jeseň to ešte nevyzerá, ale kalendárovo všetko naznačuje príchod zimnej ponuky a s tou aj pumpkin spice sirup, ovocný (alko) punč a medovo-zazvorová infúzia. Kvôli zmätenému počasiu a vášmu veľkému záujmu zostáva v ponuke aj coldbrew, matcha tonic a coldbrew špeciál.
Buďte zdraví v tomto všelijakom počasí a vidíme sa cez víkend. ","Intro
Concept Coffee Roasters je pražiareň specialty kávy, ktorej víziou je pokročiť v kvalite praž
Page · Coffee shop
some@email.com
conceptcoffee.sk
Open now
In-store pickup
Price Range · $$
Rating · 4.9 (298 Reviews)",2023,"facebook","online",4.9,298,5700,"https://www.facebook.com/concept.coffeeroasters/?fref=ts",0.433854178059846,,
"g274923-d4770004","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Banska Bystrica', 'Banska Bystrica Restaurants', 'Steak House']","Steak House","Unclaimed",4,"November 11, 2019","Nam. SH. Moysesa 2, Banska Bystrica 974 01 Slovakia",48.73658,19.14724,"#18 of 95 Restaurants in Banska Bystrica","#18 of 95 Restaurants in Banska Bystrica",42,0,,,"Barbecue, Steakhouse, European","Lunch, Dinner",,"Reservations, Seating, Table Service","False","True",45,45,45,40,27,6,4,0,5,"English (15), Hebrew (1), Russian (1), Czech (1), Finnish (1), Spanish (1), Italian (3), German (3), Slovak (16)","g274923-d4770004","in rating","$$ - $$$","Steakhouse, Barbecue, European",15,27,16,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.steakhouse-bb.sk",0.893231653608382,,
"g189946-d804030","['Europe', 'Finland', 'Satakunta', 'Rauma', 'Rauma Restaurants', 'Mr.Jones - Bar & Kitchen']","Mr.Jones - Bar & Kitchen","Claimed",3.5,"October 14, 2021","Valtakatu 5, Rauma Finland",61.13016,21.502195,"#16 of 33 Restaurants in Rauma","#1 of 1 Bar in Rauma",68,0,0,"₪30 - ₪159","Bar, European, American, Pub","Dinner, Drinks, Late Night",,"Seating, Serves Alcohol, Table Service, Reservations","False","True",35,40,35,40,7,24,31,1,5,"German (3), French (6), Russian (1), Finnish (24), English (34)","g189946-d804030","in rating","$$ - $$$","American, Bar, European",34,34,24,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.mrjones.fi",0.17608471121639,,
"g274924-d1884231","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Omama']","Omama","Unclaimed",3.5,"January 9, 2021","Sasinkova 19, Bratislava 811 08 Slovakia",48.14984,17.12218,"#480 of 1,028 Restaurants in Bratislava","#91 of 124 Bar in Bratislava",33,0,,,"Bar, European, Pub, Central European","Lunch, Dinner, Drinks",,"Outdoor Seating, Seating, Serves Alcohol, Table Service","True","True",35,30,35,35,8,10,10,1,4,"Portuguese (1), English (23), Russian (3), Slovak (5), Japanese (1)","g274924-d1884231","in rating","$$ - $$$","Bar, European, Pub",23,10,5,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.omamashopcafe.sk",0.01844396116212,,
"g799603-d2244503","['Europe', 'Slovakia', 'Zilina Region', 'Turcianske Teplice', 'Turcianske Teplice Restaurants', 'Koliba Zuzanka']","Koliba Zuzanka","Unclaimed",3.5,"September 26, 2021","Kollarova 7, Turcianske Teplice 03901 Slovakia",48.863083,18.857508,"#2 of 6 Restaurants in Turcianske Teplice","#1 of 1 Eastern European in Turcianske Teplice",90,0,,,"Eastern European, European","Lunch, Dinner",,"Reservations, Seating, Table Service","False","True",40,40,40,40,30,24,17,9,10,"English (11), Slovak (51), Greek (1), Polish (3), Italian (1), Russian (7), Czech (16)","g799603-d2244503","in rating","$","European, Eastern European",11,79,51,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.koliba-zuzanka.sk/",0.469402178190649,,
"g1942903-d1942836","['Europe', 'Slovakia', 'Zilina Region', 'Likavka', 'Likavka Restaurants', 'Restaurant Koliba Likava']","Restaurant Koliba Likava","Unclaimed",4.5,"August 25, 2021","Holleho Likavka near Ružomberok, Likavka 034 95 Slovakia",49.099167,19.304783,"#1 of 1 Restaurant in Likavka","#1 of 1 Eastern European in Likavka",124,0,,,"European, Eastern European, Central European","Lunch, Dinner, Brunch, Breakfast","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service","True","True",45,45,45,50,82,23,11,7,1,"Portuguese (1), Czech (13), Slovak (42), Polish (12), Russian (4), French (1), Hebrew (1), Spanish (1), Italian (3), Hungarian (1), German (2), English (43)","g1942903-d1942836","in rating","$$ - $$$","European, Eastern European, Central European",43,81,42,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.kolibalikava.sk/",0.057880729204044,,
"g551726-d7886335","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Ballymena', 'Ballymena Restaurants', 'Dougies Goodies']","Dougies Goodies","Unclaimed",4.5,"February 1, 2020","72-74 Mill Street, Ballymena BT43 5AF Northern Ireland",54.86499,-6.27772,"#2 of 4 Desserts in Ballymena","#2 of 4 Dessert in Ballymena",44,0,0,,"British",,,"Takeout, Wheelchair Accessible","True","True",,,,,37,4,0,2,1,"English (44)","g551726-d7886335","in rating","$","Bakeries, British",44,0,44,"Desserts","October, 2023","Pairing a delicious sweet treat with Dougie’s Signature Blend is the perfect harmony of Brazilian, Ethiopian and Guatemalan Beans, with hints of chocolate and caramel - a perfect cup every time.","Intro
Order your favourite cake 🎂 💕www.dougiesgoodies.com or via 02825 649241 Tue-Fri 8.30am-4.15pm
Page · Bakery
17-19 Church Street, Ballymena, United Kingdom
+44 28 2564 9241
some@email.com
Closed now
Curbside pickup
Price Range · $
Rating · 4.9 (54 Reviews)",2023,"facebook","online",4.9,54,14000,"https://www.facebook.com/dougiesgoodiesballymena/",0.681502069346607,,
"g274945-d4697183","['Europe', 'Slovakia', 'Trencin Region', 'Trencin', 'Trencin Restaurants', 'Food Station - restaurant & caffe']","Food Station - restaurant & caffe","Claimed",3.5,"October 25, 2019","Bela 7271 OC Laugaricio, Trencin 911 01 Slovakia",48.86398,18.02399,"#50 of 73 Restaurants in Trencin","#8 of 11 Cafe in Trencin",37,0,,,"Cafe, Steakhouse, Pizza","Lunch, Dinner, Breakfast",,,"True","True",35,40,35,,9,13,6,3,6,"Slovak (28), English (6), Czech (2), Spanish (1)","g274945-d4697183","in rating","$$ - $$$","Steakhouse, Pizza, Cafe",6,31,28,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.foodstation.sk",0.494470454053953,,
"g189934-d5461779","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Southern Fried Chicken']","Southern Fried Chicken","Unclaimed",3,"August 24, 2017","Mannerheimintie 18, Helsinki 00100 Finland",60.1692,24.939442,"#120 of 128 Quick Bites in Helsinki","#120 of 128 Quick Bites in Helsinki",51,0,0,,"Fast Food, American","Lunch, Dinner",,"Takeout, Seating","False","True",30,35,30,35,3,15,17,10,6,"French (2), Norwegian (1), Spanish (1), Chinese (Sim.) (1), Russian (10), German (2), English (26), Japanese (2), Dutch (1), Finnish (5)","g189934-d5461779","in rating","$","Quick Bites, American, Fast Food",26,25,5,"Quick Bites",,,,0,"non-facebook","online",,,0,"http://www.southernfriedchicken.co.uk/locate-worldwide?regions_id=1&countries_id=74",0.7066697597038,,
"g318870-d13378053","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Bansko', 'Bansko Restaurants', 'Happy Food']","Happy Food","Claimed",5,"January 19, 2021","Naiden Gerov str 3, Bansko 2770 Bulgaria",41.829304,23.477598,"#29 of 136 Restaurants in Bansko","#27 of 80 European in Bansko",77,0,,,"Fast Food, European, Street Food","Breakfast, Lunch, Brunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Television, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Dog Friendly","True","True",45,45,45,,71,3,2,0,1,"French (2), Greek (5), Turkish (1), English (69)","g318870-d13378053","in rating","$","Fast Food, European, Street Food",69,8,0,"Restaurants","October 16 , 2023","https://www.instagram.com/p/CyeGDoksHgj/?igshid=MzRlODBiNWFlZA==","Intro
Street food bar, with very international flavour,wide range of breakfast choices and superb burger m
Page · Breakfast & Brunch Restaurant
3 Naiden Gerov str., Bansko, Bulgaria
+359 88 871 9516
some@email.com
Closed now
Dine-in · Outdoor seating
Price Range · $
Rating · 4.6 (107 Reviews)",2023,"facebook","online",4.6,107,696,"http://www.facebook.com/happyfoodbansko/",0.662264030892402,,
"g209938-d4326675","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Spice of India']","Spice of India","Unclaimed",4,"September 29, 2020","6 Corn Market, Newry BT35 8BG Northern Ireland",54.176945,-6.342149,"#39 of 80 Restaurants in Newry","#2 of 6 Indian in Newry",64,0,0,,"Indian, Bangladeshi","Dinner","Vegetarian Friendly","Takeout, Reservations, Wheelchair Accessible, Table Service, Delivery, Seating, Serves Alcohol","True","True",40,45,40,35,33,11,7,2,11,"English (64)","g209938-d4326675","in rating","$$ - $$$","Indian, Bangladeshi, Vegetarian Friendly",64,0,64,"Restaurants","October 13 , 2023","Place an order now for collection, delivery or book a table!","Intro
Indian Restaurant and Takeaway
Page · South Indian Restaurant
6 Corn Market , Newry, United Kingdom
+44 28 3025 0700
some@email.com
spiceofindianewry.com
Closed now
Dine-in · Outdoor seating · In-store pickup
Price Range · $
Rating · 3.5 (54 Reviews)
Offers free Wi-Fi",2023,"facebook","online",,,1200,"https://www.facebook.com/Spice-Of-India-891585094252743/",0.332808546489105,,
"g186478-d4115164","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Vine Restaurant']","Vine Restaurant","Unclaimed",4,"January 7, 2020","51 Castlewellan Road Burrendale Hotel, Newcastle BT33 0JY Northern Ireland",54.2285,-5.89625,"#23 of 35 Restaurants in Newcastle","#23 of 35 Restaurants in Newcastle",39,0,0,,"Irish","Dinner, Breakfast, Lunch",,"Reservations, Seating, Highchairs Available, Serves Alcohol, Wheelchair Accessible, Table Service","False","True",45,45,40,,24,6,6,0,3,"English (39)","g186478-d4115164","in rating","$$ - $$$","Irish",39,0,39,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.burrendale.com/Dining",0.076270495541394,,
"g295391-d4573074","['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', 'Dayana Restaurant 2']","Dayana Restaurant 2","Unclaimed",3.5,"November 5, 2019","Sv. Petka Str. 4, Plovdiv 4000 Bulgaria",42.14314,24.751993,"#135 of 310 Restaurants in Plovdiv","#43 of 66 Eastern European in Plovdiv",32,0,,,"Eastern European, European","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service","False","True",35,35,35,,10,7,9,2,4,"Turkish (2), Greek (1), Italian (6), Spanish (4), Russian (2), English (17)","g295391-d4573074","in rating","$$ - $$$","European, Eastern European",17,15,0,"Restaurants",,,,0,"non-facebook","online",,,0,"http://dayanabg.com/",0.511479992652312,,
"g274924-d740047","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'McDonald`s']","McDonald`s","Unclaimed",3,"November 26, 2021","Obchodna 5, Bratislava 811 06 Slovakia",48.14829,17.112078,"#18 of 22 Quick Bites in Bratislava","#18 of 22 Quick Bites in Bratislava",38,0,,,"Fast Food, American","Lunch",,"Takeout, Seating, Wheelchair Accessible","False","True",30,35,30,25,6,13,9,2,8,"Portuguese (1), Spanish (2), Italian (6), Russian (4), English (15), German (1), Swedish (1), Dutch (1), Greek (1), Slovak (5), Japanese (1)","g274924-d740047","in rating","$","Quick Bites, American, Fast Food",15,23,5,"Quick Bites",,,,0,"non-facebook","online",,,0,"http://www.mcdonalds.sk",0.816603908315301,,
"g209952-d1103733","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Counties Restaurant']","Counties Restaurant","Claimed",4,"July 1, 2021","73 Main Street, Portrush BT56 8BN Northern Ireland",55.20787,-6.65531,"#18 of 39 Restaurants in Portrush","#18 of 37 British in Portrush",143,0,0,"₪52 - ₪188","British","Breakfast, Lunch, Dinner, Late Night","Vegetarian Friendly","Seating, Highchairs Available, Serves Alcohol, Full Bar, Reservations, Wheelchair Accessible, Table Service","False","True",40,45,40,40,63,43,20,11,6,"English (140), Russian (1), German (2)","g209952-d1103733","in rating","$$ - $$$","British, Vegetarian Friendly",140,3,140,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.ramadaportrush.com/index.php/en/folder1/document2",0.555960230762139,,
"g274924-d1073344","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Govinda']","Govinda","Claimed",4,"June 21, 2021","Obchodna 30, Bratislava 811 06 Slovakia",48.14735,17.1102,"#238 of 1,028 Restaurants in Bratislava","#8 of 20 Indian in Bratislava",48,0,,"₪17 - ₪34","Indian, Healthy","Lunch","Vegetarian Friendly, Vegan Options","Seating, Takeout, Reservations","True","True",45,40,45,35,21,14,8,4,1,"Russian (1), English (40), Italian (1), Finnish (1), Spanish (1), Slovak (1), German (3)","g274924-d1073344","in rating","$","Indian, Healthy, Vegetarian Friendly",40,8,1,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.govinda-bratislava.sk",0.287647343240678,,
"g189937-d9829816","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Royal Gurkha']","Ravintola Royal Gurkha","Claimed",4.5,"July 8, 2020","Rauhankatu 16 2nd Floor, Lahti 15110 Finland",60.983936,25.653774,"#5 of 129 Restaurants in Lahti","#1 of 5 Indian in Lahti",112,0,0,"₪39 - ₪107","Indian, Nepali, Asian","Lunch, Dinner, Drinks","Vegetarian Friendly, Gluten Free Options, Vegan Options","Takeout, Reservations, Outdoor Seating, Buffet, Seating, Television, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Table Service, Gift Cards Available","True","True",45,45,45,,56,39,15,2,0,"Finnish (65), Norwegian (1), English (43), Spanish (1), Russian (1), Italian (1)","g189937-d9829816","in rating","$$ - $$$","Indian, Asian, Nepali",43,69,65,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.royalgurkha.fi",0.249739623395726,,
"g274927-d3730100","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Cafe Trieste']","Cafe Trieste","Unclaimed",4.5,"August 10, 2021","Ursulinska 2, Kosice Slovakia",48.72194,21.25612,"#3 of 22 Coffee & Tea in Kosice","#3 of 22 Coffee & Tea in Kosice",52,0,,,"Italian, Cafe, European","Breakfast",,"Outdoor Seating, Seating","True","True",45,40,45,40,35,9,5,0,3,"German (1), Russian (3), Italian (1), Slovak (17), English (30)","g274927-d3730100","in rating","$$ - $$$","Italian, Cafe, European",30,22,17,"Coffee & Tea",,,,0,"non-facebook","online",,,0,"http://caffetrieste.org/sk",0.802315162029117,,
"g274924-d4742422","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'KC Dunaj']","KC Dunaj","Claimed",4,"January 29, 2020","Nedbalova 3, Bratislava 811 01 Slovakia",48.145073,17.110163,"#277 of 1,028 Restaurants in Bratislava","#67 of 124 Bar in Bratislava",35,0,,,"Bar, Pub","Late Night, Drinks",,"Outdoor Seating, Serves Alcohol, Seating, Free Wifi, Live Music","False","False",35,40,40,,17,12,1,2,3,"Portuguese (1), Spanish (2), German (1), Russian (3), English (20), Slovak (4), Czech (1), Turkish (1), Italian (2)","g274924-d4742422","in rating","$","Bar, Pub",20,15,4,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.kcdunaj.sk",0.616818607086316,,
"g274933-d10791835","['Europe', 'Slovakia', 'Nitra Region', 'Nitra', 'Nitra Restaurants', 'Swagatam Indian restaurant']","Swagatam Indian restaurant","Claimed",4.5,"August 27, 2020","Stefanikova ulica 53/16, Nitra 94901 Slovakia",48.312107,18.087364,"#13 of 107 Restaurants in Nitra","#1 of 3 Indian in Nitra",45,0,,"₪28 - ₪52","Indian","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options","Reservations, Serves Alcohol, Table Service, Takeout, Seating","True","True",45,45,40,,26,14,4,1,0,"Russian (1), German (1), Slovak (14), English (26), Czech (3)","g274933-d10791835","in rating","$$ - $$$","Indian, Vegetarian Friendly, Vegan Options",26,19,14,"Restaurants","October, 2023","#reels #tiktok #nitragirl #nitra #nitraflex #unitra #nitragirl #hknitra #tasco #lifestyle #kaflarniawarmińska","Intro
Authentic Indian restaurant in Nitra
Page · Diner
+421 948 301 664
some@email.com
Closed now
Dine-in · Outdoor seating · In-store pickup
Price Range · $$
Rating · 5.0 (69 Reviews)",2023,"facebook","online",5,69,942,"http://m.facebook.com/swagatamnitra/",0.703732438385487,,
"g667560-d812380","['Europe', 'Finland', 'Lapland', 'Saariselka', 'Saariselka Restaurants', ""Santa's Hotel Tunturi""]","Santa's Hotel Tunturi","Claimed",4,"July 11, 2020","Lutontie 3, Saariselka Finland",68.41998,27.427397,"#9 of 18 Restaurants in Saariselka","#9 of 18 Restaurants in Saariselka",174,0,0,"₪146 - ₪585","European","Lunch, Dinner","Gluten Free Options","Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Reservations","True","True",40,40,35,40,44,76,32,14,8,"Spanish (8), Chinese (Trad.) (4), Russian (5), Japanese (22), Dutch (4), Italian (11), English (79), German (8), Finnish (31), French (3), Chinese (Sim.) (4)","g667560-d812380","in rating","$$ - $$$","European, Gluten Free Options",79,100,31,"Restaurants",,,,0,"non-facebook","online",,,0,"http://santashotels.fi",0.238107992103323,,
"g294452-d3975123","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Bar Road 66']","Bar Road 66","Claimed",4.5,"October 2, 2021","Positano Street 15, Sofia 1303 Bulgaria",42.696945,23.313833,"#174 of 1,226 Restaurants in Sofia","#174 of 1,226 Restaurants in Sofia",31,0,,,"Bar, Pub",,,"Reservations, Seating, Serves Alcohol, Table Service","False","True",,45,45,,19,10,2,0,0,"Spanish (1), Japanese (1), Italian (1), English (26), Portuguese (1), Greek (1)","g294452-d3975123","in rating","$$ - $$$","Bar, Pub",26,5,0,"Restaurants",,,,0,"non-facebook","online",,,0,"http://barroad66.com/en/",0.675559604074806,,
